
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,NS-labs,TrackID,ID,
51.9661,76.901,33.7787,um,Spot,Position,1,DP,1000000014,14,
45.7961,80.7756,35.7718,um,Spot,Position,1,DP,1000000015,15,
37.4659,76.0562,45.4797,um,Spot,Position,1,DP,1000000016,16,
73.1902,51.4395,47.3271,um,Spot,Position,1,DP,1000000017,17,
39.3353,67.2146,35.4002,um,Spot,Position,1,DP,1000000021,21,
77.8721,55.781,30.2485,um,Spot,Position,1,DP,1000000022,22,
55.1414,66.6611,17.2082,um,Spot,Position,1,DP,1000000025,25,
47.429,74.9877,25.4391,um,Spot,Position,1,DP,1000000026,26,
59.883,74.1022,25.7986,um,Spot,Position,1,PRE,1000000000,0,
72.0603,80.6249,24.7928,um,Spot,Position,1,PRE,1000000001,1,
83.4072,70.1887,30.8589,um,Spot,Position,1,PRE,1000000002,2,
56.8387,85.1171,28.8463,um,Spot,Position,1,PRE,1000000003,3,
65.8195,68.3216,27.5554,um,Spot,Position,1,PRE,1000000005,5,
51.5806,58.6352,32.7122,um,Spot,Position,1,PRE,1000000006,6,
60.0709,66.3843,40.8174,um,Spot,Position,1,PRE,1000000007,7,
61.4312,55.5909,25.5966,um,Spot,Position,1,PRE,1000000008,8,
70.7524,56.6979,42.688,um,Spot,Position,1,PRE,1000000009,9,
51.6771,66.9378,37.9751,um,Spot,Position,1,PRE,1000000010,10,
49.0896,62.6405,49.4624,um,Spot,Position,1,PRE,1000000011,11,
82.3002,64.4108,41.6209,um,Spot,Position,1,PRE,1000000012,12,
63.7576,59.6726,58.1954,um,Spot,Position,1,PRE,1000000018,18,
44.7116,68.3216,58.1703,um,Spot,Position,1,PRE,1000000019,19,
47.7183,65.2773,71.8134,um,Spot,Position,1,PRE,1000000020,20,
58.4992,47.6682,51.8337,um,Spot,Position,1,EPI;targeted,1000000023,23,
42.7242,56.9006,51.3221,um,Spot,Position,1,EPI;targeted,1000000024,24,
76.7711,48.1185,42.9911,um,Spot,Position,2,DP,1000000017,67,
82.5653,53.7118,29.89,um,Spot,Position,2,DP,1000000022,85,
37.7426,68.0864,50.2912,um,Spot,Position,2,DP,1000000016,198,
41.3404,59.6245,38.7252,um,Spot,Position,2,DP,1000000021,263,
56.0085,59.9844,21.6567,um,Spot,Position,2,DP,1000000025,296,
39.1264,74.8932,39.549,um,Spot,Position,2,DP,1000000015,355,
57.1155,69.1787,33.1604,um,Spot,Position,2,DP,1000000014,398,
47.8774,68.8287,25.89,um,Spot,Position,2,DP,1000000026,428,
52.4879,58.9119,77.1544,um,Spot,Position,2,PRE,1000000020,554,
