Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
032019Abl_EU6,1,TE,I,5054,241.51,226.68,6.892,3224.3,1.63E+07,50.859,2.57E+05,260.73,1.32E+06,1196.3,6.05E+06,770.07,3.89E+06
032019Abl_EU6,2,TE,I,8064,203.72,237.58,5.7283,2448.1,1.97E+07,38.231,3.08E+05,152.23,1.23E+06,1135.6,9.16E+06,199.67,1.61E+06
032019Abl_EU6,3,TE,I,5724,283.22,212.59,8.0867,2971.9,1.70E+07,44.539,2.55E+05,288.05,1.65E+06,1190.2,6.81E+06,714.03,4.09E+06
032019Abl_EU6,4,TE,I,9124,328.31,225.38,8.1527,3147.4,2.87E+07,43.069,3.93E+05,254.52,2.32E+06,1199.2,1.09E+07,270.34,2.47E+06
032019Abl_EU6,5,TE,I,11218,296.93,267.98,8.7002,3060.6,3.43E+07,42.289,4.74E+05,233.45,2.62E+06,1180.3,1.32E+07,266.9,2.99E+06
032019Abl_EU6,6,TE,I,8329,244.38,275.66,7.8831,2712.1,2.26E+07,48.163,4.01E+05,230.92,1.92E+06,1195,9.95E+06,207.43,1.73E+06
032019Abl_EU6,9,TE,I,7979,354.88,301.39,10.479,3129.7,2.50E+07,46.168,3.68E+05,237.74,1.90E+06,1184.9,9.45E+06,312.85,2.50E+06
032019Abl_EU6,10,TE,I,9827,377.18,253.54,10.797,3151.3,3.10E+07,48.092,4.73E+05,255.64,2.51E+06,1161.8,1.14E+07,474.04,4.66E+06
032019Abl_EU6,11,TE,I,9842,194.26,286.95,8.9104,2364.4,2.33E+07,38.678,3.81E+05,198.4,1.95E+06,1142.7,1.12E+07,137.69,1.36E+06
032019Abl_EU6,12,TE,I,12157,312.26,340.61,10.201,3111.2,3.78E+07,49.932,6.07E+05,256.52,3.12E+06,1202.3,1.46E+07,485.15,5.90E+06
