Embryo_ID,Cell_ID,TE_ICM,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum
072518Abl_DR6,1,TE,I,16553,248.48,174.15,6.9116,2352.5,3.89E+07,45.041,7.46E+05,56.982,9.43E+05,401.86,6.65E+06,302.29,5.00E+06
072518Abl_DR6,2,TE,I,6834,307.17,228.86,3.3367,2311.8,1.58E+07,36.256,2.48E+05,36.9,2.52E+05,403.31,2.76E+06,121.59,8.31E+05
072518Abl_DR6,3,TE,I,7589,267.96,354.9,4.4087,2485.6,1.89E+07,43.102,3.27E+05,39.112,2.97E+05,408.28,3.10E+06,119.47,9.07E+05
072518Abl_DR6,4,TE,I,20133,196.88,284.02,6.8295,2218.4,4.47E+07,51.727,1.04E+06,41.889,8.43E+05,398.8,8.03E+06,277.53,5.59E+06
072518Abl_DR6,5,TE,I,9574,356.3,309.22,5.6391,1918.5,1.84E+07,31.562,3.02E+05,31.614,3.03E+05,407.07,3.90E+06,82.164,7.87E+05
072518Abl_DR6,7,TE,I,26290,375.82,227.67,7.6644,1313.8,3.45E+07,26.584,6.99E+05,27.82,7.31E+05,399.69,1.05E+07,78.766,2.07E+06
072518Abl_DR6,9,TE,I,8327,298.88,165.35,9.9655,2072,1.73E+07,37.868,3.15E+05,61.312,5.11E+05,380.17,3.17E+06,355.02,2.96E+06
072518Abl_DR6,11,ICM,I,16409,233.77,207.51,10.689,1175.6,1.93E+07,307.64,5.05E+06,41.116,6.75E+05,412.46,6.77E+06,611.44,1.00E+07
072518Abl_DR6,12,TE,I,40980,185,373,13,3123.046,,41.26,,38.779,,389.33,,203.337,
072518Abl_DR6,12.2,TE,I,40980,157,372,18,3329.794,,42.085,,36.557,,391.956,,209.998,
072518Abl_DR6,12.3,ICM,I,40980,160,350,23,2608.427,,548.235,,71.03,,367.495,,1596.538,
072518Abl_DR6,13,ICM,I,6914,282.07,151.21,18.154,1758.8,1.22E+07,47.177,3.26E+05,461.61,3.19E+06,387.43,2.68E+06,123.21,8.52E+05
072518Abl_DR6,14,ICM,I,9737,176.41,302.09,16.688,2514.7,2.45E+07,554.48,5.40E+06,69.854,6.80E+05,387.87,3.78E+06,1517.1,1.48E+07
072518Abl_DR6,17,TE,I,21870,294.68,417.93,21.694,1867.9,4.09E+07,24.719,5.41E+05,26.523,5.80E+05,412.2,9.01E+06,74.797,1.64E+06
072518Abl_DR6,18,TE,I,23851,180,162,18,2258.848,,36.826,,47.66,,367.899,,132.966,
072518Abl_DR6,18.2,ICM,I,23851,181,152,27,2073.689,,55.316,,335.569,,357.32,,109.093,
072518Abl_DR6,20,TE,I,19379,437.37,256.91,26.321,1825.8,3.54E+07,40.202,7.79E+05,37.528,7.27E+05,386.92,7.50E+06,108.14,2.10E+06
072518Abl_DR6,22,ICM,I,12766,212.07,402.31,21.981,1979.1,2.53E+07,500.63,6.39E+06,62.258,7.95E+05,393.86,5.03E+06,1421.7,1.81E+07
072518Abl_DR6,23,TE,I,7104,273.06,109.65,21.899,1925.5,1.37E+07,27.759,1.97E+05,144.12,1.02E+06,386.82,2.75E+06,89.339,6.35E+05
072518Abl_DR6,24,ICM,I,11126,253.53,131.04,23.825,1629.2,1.81E+07,41.469,4.61E+05,899.82,1.00E+07,393.39,4.38E+06,101.11,1.12E+06
072518Abl_DR6,25,ICM,I,10886,173.26,186.55,26.644,2429.6,2.64E+07,649.48,7.07E+06,74.855,8.15E+05,374.88,4.08E+06,1688.7,1.84E+07
072518Abl_DR6,26,ICM,I,5312,218.48,163.61,23.905,1843.3,9.79E+06,534.47,2.84E+06,65.008,3.45E+05,402.7,2.14E+06,1084.7,5.76E+06
072518Abl_DR6,27,TE,I,9897,433.86,199.44,29.629,1228.3,1.22E+07,26.74,2.65E+05,33.167,3.28E+05,387.56,3.84E+06,96.147,9.52E+05
072518Abl_DR6,28,ICM,I,7083,144.74,231.38,29.896,1971.5,1.40E+07,427.56,3.03E+06,48.639,3.45E+05,387.46,2.74E+06,810.28,5.74E+06
072518Abl_DR6,29,TE,I,16703,242.77,472.94,33.15,1881.2,3.14E+07,21.666,3.62E+05,22.56,3.77E+05,408.66,6.83E+06,67.356,1.13E+06
072518Abl_DR6,30,ICM,I,8051,218.31,120.13,31.139,1451,1.17E+07,53.668,4.32E+05,165.7,1.33E+06,399.77,3.22E+06,145.93,1.17E+06
072518Abl_DR6,31,ICM,I,14231,130.33,305.18,32.169,1873.5,2.67E+07,306.16,4.36E+06,55.968,7.96E+05,397.81,5.66E+06,1041,1.48E+07
072518Abl_DR6,32,TE,I,12082,418.45,361.39,32.425,1822.8,2.20E+07,29.821,3.60E+05,43.093,5.21E+05,391.81,4.73E+06,312.58,3.78E+06
072518Abl_DR6,33,TE,I,11201,374.96,132.88,34.34,1808.5,2.03E+07,26.322,2.95E+05,41.314,4.63E+05,390.78,4.38E+06,487.18,5.46E+06
072518Abl_DR6,34,TE,I,15479,296.92,69.517,36.968,1412.3,2.19E+07,24.809,3.84E+05,31.117,4.82E+05,377.82,5.85E+06,269.46,4.17E+06
072518Abl_DR6,36,TE,I,9031,104.69,208.43,38.209,2406.5,2.17E+07,26.475,2.39E+05,37.354,3.37E+05,366.91,3.31E+06,91.807,8.29E+05
072518Abl_DR6,37,TE,I,8459,191.1,94.627,39.495,1984,1.68E+07,25.555,2.16E+05,34.542,2.92E+05,363.56,3.08E+06,87.605,7.41E+05
072518Abl_DR6,37.2,ICM,I,8459,180,123,38,1260.608,,36.711,,110.637,,375.49,,106.58,
072518Abl_DR6,38,ICM,I,7741,135.98,171.32,38.561,1686.3,1.31E+07,36.371,2.82E+05,309.36,2.39E+06,431.69,3.34E+06,89.384,6.92E+05
072518Abl_DR6,39,TE,I,13819,112.71,384.47,40.049,2130.2,2.94E+07,24.826,3.43E+05,49.708,6.87E+05,414.04,5.72E+06,89.381,1.24E+06
072518Abl_DR6,40,ICM,I,10609,153.35,403.45,40.192,1554,1.65E+07,32.076,3.40E+05,113.58,1.21E+06,384.22,4.08E+06,82.859,8.79E+05
072518Abl_DR6,41,ICM,I,12884,132.9,358.05,39.036,1403.6,1.81E+07,318.6,4.10E+06,54.171,6.98E+05,367.19,4.73E+06,1040.8,1.34E+07
072518Abl_DR6,42,ICM,I,7220,209.75,116.84,41.281,1476.5,1.07E+07,302.95,2.19E+06,67.446,4.87E+05,388.04,2.80E+06,791.52,5.71E+06
072518Abl_DR6,43,ICM,I,5551,128.5,212.42,40.56,1339.5,7.44E+06,41.977,2.33E+05,158.98,8.83E+05,376.78,2.09E+06,98.891,5.49E+05
072518Abl_DR6,44,ICM,I,17512,109,280,43,1739.83,,42.748,,187.951,,386.663,,105.13,
072518Abl_DR6,44.2,ICM,I,17512,121,271,52,1527.769,,281.767,,59.816,,387.175,,709.892,
072518Abl_DR6,45,ICM,I,7063,102.69,336.72,45.531,1319,9.32E+06,31.687,2.24E+05,268.03,1.89E+06,470.65,3.32E+06,89.703,6.34E+05
072518Abl_DR6,47,TE,I,7496,458.27,264.66,46.433,1161.3,8.70E+06,21.885,1.64E+05,27.217,2.04E+05,453.44,3.40E+06,118.56,8.89E+05
072518Abl_DR6,48,TE,I,12403,463.86,307.31,50.864,1399.3,1.74E+07,22.831,2.83E+05,30.451,3.78E+05,377.46,4.68E+06,263.58,3.27E+06
072518Abl_DR6,49,TE,M,5713,154.04,442.34,45.332,2004.5,1.15E+07,21.264,1.21E+05,21.532,1.23E+05,403.99,2.31E+06,52.855,3.02E+05
072518Abl_DR6,50,ICM,I,23429,153,136,46,1236.046,,36.065,,110.001,,389.457,,91.879,
072518Abl_DR6,50.2,ICM,I,23429,155,165,51,1297.966,,178.015,,62.174,,329.551,,519.58,
072518Abl_DR6,51,ICM,I,5735,128.85,169.88,47.813,1546.5,8.87E+06,33.032,1.89E+05,178.88,1.03E+06,455.87,2.61E+06,80.149,4.60E+05
072518Abl_DR6,52,TE,I,10948,113.35,149.77,56.424,1287.2,1.41E+07,22.621,2.48E+05,32,3.50E+05,371.71,4.07E+06,81.391,8.91E+05
072518Abl_DR6,53,ICM,I,6436,103.52,237.25,52.346,1315.9,8.47E+06,29.728,1.91E+05,211.94,1.36E+06,373.29,2.40E+06,76.144,4.90E+05
072518Abl_DR6,54,TE,I,13813,371.05,95.459,55.979,1056.6,1.46E+07,19.725,2.72E+05,24.07,3.32E+05,378.1,5.22E+06,103.57,1.43E+06
072518Abl_DR6,56,TE,I,18537,431.93,169.09,60.306,884.51,1.64E+07,19.663,3.64E+05,23.92,4.43E+05,384.01,7.12E+06,63.391,1.18E+06
072518Abl_DR6,57,ICM,I,6551,111.9,194.38,54.578,1151.6,7.54E+06,32.579,2.13E+05,306.85,2.01E+06,375.42,2.46E+06,69.06,4.52E+05
072518Abl_DR6,58,ICM,I,6971,110.71,322.84,54.969,1002.1,6.99E+06,30.881,2.15E+05,308.76,2.15E+06,435.25,3.03E+06,81.14,5.66E+05
072518Abl_DR6,59,ICM,I,13351,285.26,62.166,56.215,786.54,1.05E+07,191.61,2.56E+06,34.65,4.63E+05,380.31,5.08E+06,521.26,6.96E+06
072518Abl_DR6,61,ICM,I,12543,159.86,386.33,58.111,1002.2,1.26E+07,184.53,2.31E+06,42.481,5.33E+05,390.38,4.90E+06,563.11,7.06E+06
072518Abl_DR6,62,ICM,I,4781,136.78,403.38,55.577,1116.2,5.34E+06,28.195,1.35E+05,153.55,7.34E+05,366.85,1.75E+06,69.779,3.34E+05
072518Abl_DR6,63,TE,I,9084,89.754,275.72,60.814,1352.3,1.23E+07,22.238,2.02E+05,35.122,3.19E+05,399.56,3.63E+06,72.398,6.58E+05
072518Abl_DR6,64,ICM,I,14247,223.64,81.957,62.315,954.31,1.36E+07,171.58,2.44E+06,36.647,5.22E+05,396.24,5.65E+06,689.08,9.82E+06
072518Abl_DR6,65,ICM,I,14856,115.63,372.03,60.895,982.62,1.46E+07,36.131,5.37E+05,200.42,2.98E+06,367.86,5.46E+06,71.075,1.06E+06
072518Abl_DR6,66,ICM,I,14242,123.81,237.56,68.361,742.44,1.06E+07,160.33,2.28E+06,42.733,6.09E+05,366.8,5.22E+06,518.67,7.39E+06
072518Abl_DR6,67,ICM,I,15004,130.2,167.55,68.935,799.1,1.20E+07,176.46,2.65E+06,37.378,5.61E+05,386.44,5.80E+06,399.74,6.00E+06
072518Abl_DR6,68,TE,I,10878,457.72,279.93,65.488,567.93,6.18E+06,18.556,2.02E+05,22.947,2.50E+05,364.87,3.97E+06,65.125,7.08E+05
072518Abl_DR6,69,TE,I,12315,110.55,407.88,67.93,774.13,9.53E+06,17.968,2.21E+05,28.016,3.45E+05,373.73,4.60E+06,55.477,6.83E+05
072518Abl_DR6,72,ICM,I,19211,109.56,331.23,69.036,765.22,1.47E+07,26.252,5.04E+05,154.95,2.98E+06,387.34,7.44E+06,57.943,1.11E+06
072518Abl_DR6,73,TE,I,9683,300.62,469.32,68.644,876.1,8.48E+06,17.411,1.69E+05,18.774,1.82E+05,362.98,3.51E+06,48.631,4.71E+05
072518Abl_DR6,74,TE,I,14149,200.88,487.4,71.034,1008.5,1.43E+07,16.573,2.34E+05,19.814,2.80E+05,336.63,4.76E+06,74.349,1.05E+06
072518Abl_DR6,75,TE,I,11875,138.74,108.03,70.999,819.32,9.73E+06,18.183,2.16E+05,19.781,2.35E+05,392.58,4.66E+06,51.861,6.16E+05
072518Abl_DR6,76,TE,I,17210,392.43,407.41,71.64,683.55,1.18E+07,17.415,3.00E+05,20.079,3.46E+05,367.85,6.33E+06,53.999,9.29E+05
072518Abl_DR6,77,TE,I,18222,272.77,59.827,73.376,725.26,1.32E+07,29.163,5.31E+05,27.604,5.03E+05,338.77,6.17E+06,94.588,1.72E+06
072518Abl_DR6,78,TE,I,6729,432.26,338.59,70.233,873.98,5.88E+06,20.863,1.40E+05,24.8,1.67E+05,401.44,2.70E+06,56.699,3.82E+05
072518Abl_DR6,79,ICM,I,15404,224.95,64.49,78.719,554.06,8.53E+06,27.145,4.18E+05,144.87,2.23E+06,354.29,5.46E+06,77.813,1.20E+06
072518Abl_DR6,80,ICM,I,3766,111.86,279.28,71.616,595.49,2.24E+06,31.542,1.19E+05,316.54,1.19E+06,340.95,1.28E+06,68.967,2.60E+05
072518Abl_DR6,81,ICM,I,6337,165.82,379.62,72.542,762.49,4.83E+06,150.26,9.52E+05,29.782,1.89E+05,374.16,2.37E+06,350.52,2.22E+06
072518Abl_DR6,82,TE,I,9922,457.06,216.03,73.715,454.61,4.51E+06,16.963,1.68E+05,20.856,2.07E+05,324.3,3.22E+06,62.624,6.21E+05
072518Abl_DR6,83,TE,I,8775,395.5,128.81,76.012,578.11,5.07E+06,16.122,1.41E+05,20.866,1.83E+05,306.77,2.69E+06,55.322,4.85E+05
072518Abl_DR6,85,ICM,I,18071,126.48,383.39,78.386,490.83,8.87E+06,24.887,4.50E+05,178.69,3.23E+06,347.57,6.28E+06,48.613,8.78E+05
072518Abl_DR6,86,TE,I,11090,324.56,85.786,83.609,389.8,4.32E+06,15.341,1.70E+05,17.82,1.98E+05,381.84,4.23E+06,48.015,5.32E+05
072518Abl_DR6,87,TE,I,10115,455.98,254.03,84.118,331.65,3.35E+06,15.766,1.59E+05,18.878,1.91E+05,286.05,2.89E+06,55.662,5.63E+05
072518Abl_DR6,88,ICM,I,42223,129,339,84,480.291,,19.654,,89.781,,372.184,,47.558,
072518Abl_DR6,88.2,TE,I,42223,112,356,94,393.907,,15.755,,25.838,,340.214,,39.792,
072518Abl_DR6,90,ICM,I,18834,136.53,297.55,86.855,395.08,7.44E+06,68.072,1.28E+06,29.462,5.55E+05,379.86,7.15E+06,218.21,4.11E+06
