Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
032019Abl_EU4,1,TE,I,8857,292.46,253.07,6.8183,2588.2,2.29E+07,39.11,3.46E+05,94.148,8.34E+05,1157.8,1.03E+07,508.78,4.51E+06
032019Abl_EU4,2,TE,I,8112,191.56,287.02,7.2538,2956,2.40E+07,30.206,2.45E+05,58.978,4.78E+05,1128.7,9.16E+06,795.33,6.45E+06
032019Abl_EU4,3,TE,I,12376,261.82,211.52,8.3235,3145.5,3.89E+07,32.228,3.99E+05,61.291,7.59E+05,1177.5,1.46E+07,586.15,7.25E+06
032019Abl_EU4,3.2,TE,I,12376,264,223,10,3744.96,,43.161,,71.146,,1149.283,,829.143,
032019Abl_EU4,4,TE,I,11212,201.62,233.95,8.0182,3365.3,3.77E+07,33.151,3.72E+05,69.904,7.84E+05,1181,1.32E+07,339.82,3.81E+06
032019Abl_EU4,5,TE,I,10029,238.91,293.69,8.2268,3332,3.34E+07,34.123,3.42E+05,64.257,6.44E+05,1139.6,1.14E+07,230.63,2.31E+06
032019Abl_EU4,6,TE,I,6739,240.15,171.02,12.089,3180.1,2.14E+07,34.274,2.31E+05,59.435,4.01E+05,1045.3,7.04E+06,773,5.21E+06
032019Abl_EU4,7,TE,I,6376,204.29,193.65,11.522,3238.3,2.06E+07,31.203,1.99E+05,104.99,6.69E+05,1160.5,7.40E+06,667.09,4.25E+06
032019Abl_EU4,8,TE,I,8178,306.28,307.25,10.881,2518.2,2.06E+07,30.336,2.48E+05,63.082,5.16E+05,1174.7,9.61E+06,405.03,3.31E+06
032019Abl_EU4,9,TE,I,16214,250.16,347.3,12.793,2394.2,3.88E+07,30.198,4.90E+05,101.28,1.64E+06,1109.6,1.80E+07,439.59,7.13E+06
032019Abl_EU4,10,TE,I,18033,340.74,198.01,14.42,2155.3,3.89E+07,31.249,5.64E+05,57.984,1.05E+06,1050.2,1.89E+07,194.58,3.51E+06
032019Abl_EU4,11,TE,I,12526,352.49,263.37,15.302,2607.2,3.27E+07,31.082,3.89E+05,238.41,2.99E+06,1167.6,1.46E+07,551.22,6.90E+06
032019Abl_EU4,12,TE,I,9061,146.64,242.48,15.463,3129.4,2.84E+07,27.771,2.52E+05,43.361,3.93E+05,1084.1,9.82E+06,180.76,1.64E+06
032019Abl_EU4,13,TE,I,6188,345.6,303.74,17.141,2669.8,1.65E+07,33.726,2.09E+05,59.927,3.71E+05,1169.2,7.24E+06,355.81,2.20E+06
032019Abl_EU4,14,TE,I,9315,166.59,188.33,17.438,2908.1,2.71E+07,27.136,2.53E+05,43.524,4.05E+05,1066.6,9.94E+06,201.24,1.87E+06
032019Abl_EU4,15,TE,I,11278,122.85,294.83,18.905,3058.3,3.45E+07,30.13,3.40E+05,41.732,4.71E+05,1130,1.27E+07,165.72,1.87E+06
032019Abl_EU4,16,TE,I,10407,200.56,156.91,21.641,2359.6,2.46E+07,28.104,2.92E+05,40.776,4.24E+05,1143.3,1.19E+07,141.03,1.47E+06
032019Abl_EU4,17,TE,I,10843,384.65,284.68,21.734,2462.8,2.67E+07,29.35,3.18E+05,58.031,6.29E+05,1119.8,1.21E+07,455.32,4.94E+06
032019Abl_EU4,18,TE,I,11888,164.03,340.36,22.422,2264.3,2.69E+07,41.142,4.89E+05,43.4,5.16E+05,1222.4,1.45E+07,307.43,3.65E+06
032019Abl_EU4,19,TE,I,8596,286.65,356.04,20.738,2708.7,2.33E+07,30.166,2.59E+05,59.639,5.13E+05,1099.9,9.45E+06,214.78,1.85E+06
032019Abl_EU4,20,TE,I,13228,208.94,354.52,23.025,2603.9,3.44E+07,28.287,3.74E+05,56.211,7.44E+05,1232.8,1.63E+07,470.63,6.23E+06
032019Abl_EU4,21,TE,I,5715,318.62,349.98,24.664,2196.3,1.26E+07,25.448,1.45E+05,44.606,2.55E+05,1128.3,6.45E+06,271.11,1.55E+06
032019Abl_EU4,22,ICM,I,8903,107.89,266.03,27.179,2978.5,2.65E+07,44.321,3.95E+05,728.23,6.48E+06,1254.6,1.12E+07,127.08,1.13E+06
032019Abl_EU4,23,TE,I,10448,356.78,343.7,27.827,1862.5,1.95E+07,27.418,2.86E+05,52.112,5.44E+05,1076.5,1.12E+07,181.32,1.89E+06
