Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
031919Abl_ET5,1,TE,I,8085,256.42,215.16,5.22,2802.1,2.27E+07,49.663,4.02E+05,293.8,2.38E+06,1207.8,9.77E+06,429.88,3.48E+06
031919Abl_ET5,2,TE,I,13420,214.35,269.54,5.9764,2418.5,3.25E+07,47.354,6.36E+05,258.16,3.46E+06,1159.2,1.56E+07,358.04,4.80E+06
031919Abl_ET5,4,TE,I,15427,291.78,300.12,6.7234,2846.6,4.39E+07,44.865,6.92E+05,303.99,4.69E+06,1220.5,1.88E+07,223.82,3.45E+06
031919Abl_ET5,5,TE,I,7847,258.9,185.66,7.8605,2483,1.95E+07,40.483,3.18E+05,223.96,1.76E+06,1250.2,9.81E+06,361,2.83E+06
031919Abl_ET5,6,TE,I,12674,314.52,220.33,7.1142,2781.1,3.52E+07,85.4,1.08E+06,205.14,2.60E+06,1212.3,1.54E+07,825.12,1.05E+07
031919Abl_ET5,7,TE,I,11080,200.27,212.59,8.2776,2303.7,2.55E+07,37.759,4.18E+05,196.61,2.18E+06,1154.9,1.28E+07,299.21,3.32E+06
031919Abl_ET5,8,TE,I,15545,281.08,333.82,10.522,2768.7,4.30E+07,42.156,6.55E+05,235.02,3.65E+06,1150.8,1.79E+07,210.44,3.27E+06
031919Abl_ET5,9,TE,I,12661,347.93,286.07,12.72,2884.1,3.65E+07,40.601,5.14E+05,199.34,2.52E+06,1223.8,1.55E+07,564.63,7.15E+06
031919Abl_ET5,11,TE,I,8359,203.99,325.66,13.143,2625.7,2.19E+07,40.889,3.42E+05,217.64,1.82E+06,1191.8,9.96E+06,315.42,2.64E+06
031919Abl_ET5,12,TE,I,9211,358.46,210.87,16.361,3254.8,3.00E+07,45.304,4.17E+05,269.61,2.48E+06,1172.5,1.08E+07,767.63,7.07E+06
031919Abl_ET5,13,TE,I,8066,158.93,223.27,16.157,2513.6,2.03E+07,40.802,3.29E+05,238.97,1.93E+06,1172.7,9.46E+06,185.99,1.50E+06
031919Abl_ET5,14,TE,I,7901,277.41,148.67,18.214,2369.9,1.87E+07,75.562,5.97E+05,287.01,2.27E+06,1218.3,9.63E+06,534.54,4.22E+06
031919Abl_ET5,15,TE,I,8297,161.13,301.42,18.03,2743.6,2.28E+07,40.243,3.34E+05,194.31,1.61E+06,1250.2,1.04E+07,142.94,1.19E+06
031919Abl_ET5,16,TE,I,15437,214.29,148.94,20.828,2164.8,3.34E+07,37.899,5.85E+05,179.47,2.77E+06,1222.3,1.89E+07,252.83,3.90E+06
