Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
031919Abl_ET6,1,TE,I,10009,195.14,251.67,5.7604,3332.9,3.34E+07,62.849,6.29E+05,453.49,4.54E+06,1075.6,1.08E+07,324.39,3.25E+06
031919Abl_ET6,2,TE,I,9821,234.68,280.42,5.8022,3530.2,3.47E+07,62.493,6.14E+05,363.66,3.57E+06,1042.3,1.02E+07,320.69,3.15E+06
031919Abl_ET6,3,TE,I,7998,274.2,254.88,6.5539,3658.2,2.93E+07,159.09,1.27E+06,278.53,2.23E+06,1034.6,8.28E+06,751.21,6.01E+06
031919Abl_ET6,4,TE,I,12700,222.71,323.86,7.0331,3249.9,4.13E+07,58.446,7.42E+05,280.13,3.56E+06,973.12,1.24E+07,813.83,1.03E+07
031919Abl_ET6,5,TE,I,13851,305.03,211.72,9.3033,3501.4,4.85E+07,62.589,8.67E+05,370.06,5.13E+06,1088.7,1.51E+07,792.75,1.10E+07
031919Abl_ET6,6,TE,I,9662,243.52,243.6,9.2134,3250.3,3.14E+07,74.158,7.17E+05,292.36,2.82E+06,1082.1,1.05E+07,764.3,7.38E+06
031919Abl_ET6,7,TE,I,14192,233.35,215.35,11.826,2778.1,3.94E+07,42.578,6.04E+05,265.39,3.77E+06,1088.3,1.54E+07,244.09,3.46E+06
031919Abl_ET6,8,TE,I,7480,269.43,212.83,11.162,3441.5,2.57E+07,48.941,3.66E+05,243.95,1.82E+06,1029.9,7.70E+06,303.57,2.27E+06
031919Abl_ET6,9,TE,I,12249,316.9,251.51,8.6752,2806.7,3.44E+07,55.193,6.76E+05,289.16,3.54E+06,1103.2,1.35E+07,255.58,3.13E+06
031919Abl_ET6,10,TE,I,8925,277.79,286.11,11.573,2996.8,2.67E+07,51.683,4.61E+05,305.28,2.72E+06,1073.2,9.58E+06,285.79,2.55E+06
031919Abl_ET6,11,TE,M,11710,271.62,338.37,10.099,2921.7,3.42E+07,43.259,5.07E+05,278.99,3.27E+06,1185.4,1.39E+07,486.35,5.70E+06
031919Abl_ET6,12,TE,I,10865,188.72,211.81,14.328,3168.3,3.44E+07,62.42,6.78E+05,279.01,3.03E+06,1118.2,1.21E+07,679.83,7.39E+06
031919Abl_ET6,13,TE,I,9640,173.66,294.23,12.687,2259.3,2.18E+07,47.449,4.57E+05,260.99,2.52E+06,1046.8,1.01E+07,237.62,2.29E+06
031919Abl_ET6,14,TE,I,12237,345.67,216.14,14.078,2783.7,3.41E+07,49.537,6.06E+05,319.77,3.91E+06,1154.4,1.41E+07,173.62,2.12E+06
031919Abl_ET6,15,TE,I,11357,140.37,222.16,20.101,2690.8,3.06E+07,40.596,4.61E+05,204.1,2.32E+06,1079.3,1.23E+07,550.61,6.25E+06
031919Abl_ET6,16,TE,M,9036,143.75,258.93,18.162,2835.4,2.56E+07,36.408,3.29E+05,190.41,1.72E+06,1154.6,1.04E+07,321.17,2.90E+06
031919Abl_ET6,17,TE,I,9420,329.72,313,19.664,3401.4,3.20E+07,71.907,6.77E+05,231.03,2.18E+06,1196.1,1.13E+07,578.97,5.45E+06
031919Abl_ET6,18,TE,I,9744,305.07,278.23,20.17,1826.9,1.78E+07,41.437,4.04E+05,190.97,1.86E+06,1166,1.14E+07,183.15,1.78E+06
031919Abl_ET6,19,TE,I,7230,212.31,298.17,19.261,1612.9,1.17E+07,32.277,2.33E+05,174.52,1.26E+06,1117.1,8.08E+06,185.7,1.34E+06
031919Abl_ET6,20,TE,I,11209,254.69,179.18,22.474,2811.8,3.15E+07,81.747,9.16E+05,214.85,2.41E+06,1196.4,1.34E+07,597.7,6.70E+06
031919Abl_ET6,21,TE,I,11453,293.42,190.81,22.353,2754.6,3.15E+07,37.062,4.24E+05,228.61,2.62E+06,1192.9,1.37E+07,588.8,6.74E+06
031919Abl_ET6,22,TE,I,8659,218.42,198.27,21.422,2723.4,2.36E+07,45.656,3.95E+05,213,1.84E+06,1116.9,9.67E+06,637.17,5.52E+06
031919Abl_ET6,23,TE,I,11442,243.83,347.81,22.047,2303.5,2.64E+07,70.752,8.10E+05,197.04,2.25E+06,1105.7,1.27E+07,569.65,6.52E+06
031919Abl_ET6,23.2,TE,I,11442,236,343,21,2196.274,,61.024,,178.296,,1018.485,,580.368,
031919Abl_ET6,24,TE,I,15365,358.48,267.08,22.439,1775.8,2.73E+07,43.075,6.62E+05,236.97,3.64E+06,1115.6,1.71E+07,165.38,2.54E+06
031919Abl_ET6,26,TE,I,9194,298.79,323.86,24.693,2675.9,2.46E+07,39.824,3.66E+05,186.98,1.72E+06,1218,1.12E+07,374.49,3.44E+06
031919Abl_ET6,26.2,TE,I,9194,305,314,32,1416.815,,30.562,,114.339,,1162.571,,270.658,
