Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
121118G6NG_AP3,1,TE,I,10212,181.2,210.6,4.2478,2194.4,2.24E+07,389.86,3.98E+06,45.653,4.66E+05,1523.5,1.56E+07,224.01,2.29E+06,
121118G6NG_AP3,2,TE,I,7723,275.07,241.52,4.6908,2447.5,1.89E+07,124.43,9.61E+05,22.754,1.76E+05,1620.6,1.25E+07,51.888,4.01E+05,
121118G6NG_AP3,3,TE,I,3941,168.28,271.56,3.9843,2166,8.54E+06,497.29,1.96E+06,56.077,2.21E+05,1565.9,6.17E+06,95.358,3.76E+05,
121118G6NG_AP3,4,TE,I,12501,287.21,193.99,5.2072,1763.8,2.21E+07,230.49,2.88E+06,31.168,3.90E+05,1549.9,1.94E+07,67.649,8.46E+05,
121118G6NG_AP3,5,ICM,I,5536,184.34,246.35,7.3725,2011.7,1.11E+07,33.18,1.84E+05,56.605,3.13E+05,1631.2,9.03E+06,1381.5,7.65E+06,
121118G6NG_AP3,7,TE,I,10059,213.06,276.28,5.5603,2268.3,2.28E+07,333.66,3.36E+06,35.238,3.54E+05,1609.3,1.62E+07,119.98,1.21E+06,
121118G6NG_AP3,8,TE,I,11254,267.01,322.73,5.9175,1525.4,1.72E+07,137.11,1.54E+06,23.603,2.66E+05,1655.7,1.86E+07,51.799,5.83E+05,
121118G6NG_AP3,9,TE,I,13013,237.96,156.97,8.3941,1693,2.20E+07,354.98,4.62E+06,28.598,3.72E+05,1594.2,2.07E+07,54.903,7.14E+05,
121118G6NG_AP3,10,TE,I,16083,154.01,164.71,9.6379,1828,2.94E+07,137.08,2.20E+06,558.35,8.98E+06,1740.6,2.80E+07,73.855,1.19E+06,
121118G6NG_AP3,10.2,ICM,I,16083,157,169,10,1880.536,,42.796,,1012.099,,1878.19,,82.696,,
121118G6NG_AP3,11,TE,I,10169,239.62,224,7.5567,1982.7,2.02E+07,343.5,3.49E+06,30.089,3.06E+05,1680.5,1.71E+07,59.273,6.03E+05,
121118G6NG_AP3,12,TE,I,7160,113.43,279.99,6.4959,1647.6,1.18E+07,217.25,1.56E+06,63.196,4.52E+05,1808.4,1.29E+07,53.529,3.83E+05,
121118G6NG_AP3,13,TE,I,12420,205.25,339.09,8.2599,2108.3,2.62E+07,153.14,1.90E+06,23.465,2.91E+05,1643.6,2.04E+07,54.686,6.79E+05,
121118G6NG_AP3,14,TE,I,11076,284.2,140.05,7.7781,1623.4,1.80E+07,197.83,2.19E+06,27.919,3.09E+05,1499.4,1.66E+07,61.957,6.86E+05,
121118G6NG_AP3,15,TE,I,17644,90.104,220.64,9.921,1715.9,3.03E+07,202.57,3.57E+06,37.991,6.70E+05,1735.3,3.06E+07,56.829,1.00E+06,
121118G6NG_AP3,16,ICM,I,682,212.59,243.6,6.6848,2406.7,1.64E+06,20.965,14298,54.069,36875,1648.1,1.12E+06,1262.5,8.61E+05,
121118G6NG_AP3,17,TE,I,6933,146.5,318.82,8.438,1896,1.31E+07,244.57,1.70E+06,28.21,1.96E+05,1692,1.17E+07,51.733,3.59E+05,
121118G6NG_AP3,18,TE,I,13680,309.82,344.81,10.272,1824.5,2.50E+07,53.296,7.29E+05,20.316,2.78E+05,1651,2.26E+07,48.516,6.64E+05,
121118G6NG_AP3,19,TE,I,8004,342.7,355.44,11.671,1240.5,9.93E+06,84.046,6.73E+05,22.725,1.82E+05,1573.7,1.26E+07,28.546,2.28E+05,
121118G6NG_AP3,20,TE,I,7650,328.68,188.94,9.9145,1618.1,1.24E+07,154.36,1.18E+06,28.506,2.18E+05,1565.8,1.20E+07,83.363,6.38E+05,
121118G6NG_AP3,21,ICM,I,5279,172.45,206.14,11.561,2071.7,1.09E+07,42.942,2.27E+05,56.207,2.97E+05,1396.1,7.37E+06,1436.6,7.58E+06,
121118G6NG_AP3,22,ICM,I,10086,128.97,238.02,11.813,1713.6,1.73E+07,21.598,2.18E+05,232.57,2.35E+06,1617.3,1.63E+07,70.978,7.16E+05,
121118G6NG_AP3,23,TE,I,13455,328.98,264.74,13.089,1657.8,2.23E+07,69.166,9.31E+05,24.207,3.26E+05,1575.2,2.12E+07,59.992,8.07E+05,
121118G6NG_AP3,24,ICM,I,4109,193.64,303.39,13.085,1780.2,7.31E+06,24.574,1.01E+05,45.31,1.86E+05,1604.5,6.59E+06,1057.5,4.35E+06,
121118G6NG_AP3,25,ICM,I,6941,184.66,165.3,16.207,1484.4,1.03E+07,19.964,1.39E+05,57.765,4.01E+05,1531.5,1.06E+07,971.96,6.75E+06,
121118G6NG_AP3,26,TE,I,5381,374.22,246.66,14.105,1589.2,8.55E+06,152.4,8.20E+05,29.699,1.60E+05,1637.1,8.81E+06,79.519,4.28E+05,
121118G6NG_AP3,27,ICM,I,5490,156.51,276.77,12.76,1540.2,8.46E+06,57.364,3.15E+05,540.32,2.97E+06,1702.5,9.35E+06,78.161,4.29E+05,
121118G6NG_AP3,29,TE,I,7945,271.91,103.94,18.473,1701.7,1.35E+07,139.46,1.11E+06,26.345,2.09E+05,1557.4,1.24E+07,101.32,8.05E+05,
121118G6NG_AP3,30,TE,I,7202,344.32,150.03,16.896,1539.4,1.11E+07,169.63,1.22E+06,32.291,2.33E+05,1528.1,1.10E+07,109.64,7.90E+05,
121118G6NG_AP3,31,ICM,M,5780,127.88,260.39,18.866,2636.8,1.52E+07,18.636,1.08E+05,191.48,1.11E+06,1636.2,9.46E+06,54.208,3.13E+05,
121118G6NG_AP3,32,ICM,I,6270,120.82,294.28,17.015,1673,1.05E+07,28.913,1.81E+05,492.51,3.09E+06,1668.2,1.05E+07,79.162,4.96E+05,
121118G6NG_AP3,33,TE,I,10056,225.7,100.56,18.895,1984.4,2.00E+07,173.91,1.75E+06,23.396,2.35E+05,1595.7,1.60E+07,58.704,5.90E+05,
121118G6NG_AP3,34,TE,I,8297,371.16,190.62,18.506,1410.2,1.17E+07,86.504,7.18E+05,28.42,2.36E+05,1496.2,1.24E+07,72.369,6.00E+05,
121118G6NG_AP3,35,TE,I,9913,111.52,321.95,22.167,1818.9,1.80E+07,185.25,1.84E+06,74.701,7.41E+05,1758.3,1.74E+07,62.31,6.18E+05,
121118G6NG_AP3,36,TE,I,2907,319.03,121.74,20.591,1255.6,3.65E+06,140.64,4.09E+05,27.27,79275,1591.1,4.63E+06,84.982,2.47E+05,
121118G6NG_AP3,37,TE,I,9924,96.476,166.97,21.588,1864.4,1.85E+07,169.94,1.69E+06,46.8,4.64E+05,1625.2,1.61E+07,265.16,2.63E+06,
121118G6NG_AP3,37.2,ICM,I,9924,96,180,23,1929.235,,33.648,,48.366,,1586.868,,564.019,,
121118G6NG_AP3,38,ICM,I,8583,125.05,202.65,21.828,1359.7,1.17E+07,20.23,1.74E+05,421.51,3.62E+06,1723.7,1.48E+07,69.907,6.00E+05,
121118G6NG_AP3,39,ICM,I,9490,167.56,233.29,22.526,1331.1,1.26E+07,17.993,1.71E+05,35.532,3.37E+05,1703.2,1.62E+07,634.54,6.02E+06,
121118G6NG_AP3,40,TE,I,11691,402.74,263.06,22.236,1682.8,1.97E+07,90.147,1.05E+06,27.795,3.25E+05,1529.1,1.79E+07,71.552,8.37E+05,
121118G6NG_AP3,41,ICM,I,8611,76.751,279.32,21.668,1501.5,1.29E+07,20.336,1.75E+05,316.17,2.72E+06,1539.8,1.33E+07,65.019,5.60E+05,
121118G6NG_AP3,42,TE,I,11714,212.02,413.16,22.66,1940.8,2.27E+07,177.56,2.08E+06,21.91,2.57E+05,1677,1.96E+07,46.688,5.47E+05,
121118G6NG_AP3,43,ICM,I,9393,85.84,244.67,22.389,1370.6,1.29E+07,24.927,2.34E+05,327.93,3.08E+06,1680,1.58E+07,71.954,6.76E+05,
121118G6NG_AP3,44,TE,I,18549,397.49,362.41,23.982,1126.3,2.09E+07,69.825,1.30E+06,20.202,3.75E+05,1498,2.78E+07,48.352,8.97E+05,
121118G6NG_AP3,45,TE,I,8636,363.74,396.85,21.749,872.38,7.53E+06,133.15,1.15E+06,23.036,1.99E+05,1593.8,1.38E+07,97.13,8.39E+05,
121118G6NG_AP3,46,TE,M,2844,151.94,133.11,23.014,2582.6,7.35E+06,126.21,3.59E+05,37.457,1.07E+05,1777.5,5.06E+06,51.849,1.47E+05,
121118G6NG_AP3,47,ICM,I,8123,166.12,295.9,24.111,1158.6,9.41E+06,18.938,1.54E+05,63.352,5.15E+05,1554.8,1.26E+07,485.61,3.94E+06,
121118G6NG_AP3,48,TE,I,11224,169.77,370.03,25.859,1739.6,1.95E+07,170.7,1.92E+06,20.87,2.34E+05,1681,1.89E+07,42.186,4.73E+05,
121118G6NG_AP3,49,TE,I,12067,380.09,156.36,25.324,942.16,1.14E+07,143,1.73E+06,28.15,3.40E+05,1582.9,1.91E+07,70.548,8.51E+05,
121118G6NG_AP3,50,ICM,I,8992,157.76,183.14,25.189,1518.6,1.37E+07,17.376,1.56E+05,50.386,4.53E+05,1518.5,1.37E+07,707.59,6.36E+06,
121118G6NG_AP3,51,ICM,I,10154,99.551,202.32,25.973,1685.5,1.71E+07,22.825,2.32E+05,331.49,3.37E+06,1647.5,1.67E+07,77.614,7.88E+05,
121118G6NG_AP3,54,TE,I,5862,119.32,143.78,26.441,2191.9,1.28E+07,293.37,1.72E+06,38.416,2.25E+05,1771.7,1.04E+07,56.541,3.31E+05,
121118G6NG_AP3,55,TE,I,11223,408,200.61,29.269,1327.9,1.49E+07,104.63,1.17E+06,24.577,2.76E+05,1702.6,1.91E+07,73.037,8.20E+05,
121118G6NG_AP3,57,ICM,I,10406,59.442,214.71,30.106,1262.1,1.31E+07,21.467,2.23E+05,293.79,3.06E+06,1676.7,1.74E+07,58.405,6.08E+05,
121118G6NG_AP3,59,TE,I,9623,260.94,434.29,31.007,1860.1,1.79E+07,74.669,7.19E+05,18.155,1.75E+05,1545.9,1.49E+07,37.912,3.65E+05,
121118G6NG_AP3,60,ICM,I,7448,108.66,277.42,30.529,1113.2,8.29E+06,17.359,1.29E+05,268.89,2.00E+06,1693.8,1.26E+07,57.705,4.30E+05,
121118G6NG_AP3,61,ICM,I,5558,95.103,309.55,31.088,1148,6.38E+06,21.694,1.21E+05,323.63,1.80E+06,1652.7,9.19E+06,56.656,3.15E+05,
121118G6NG_AP3,62,TE,I,4325,144.45,344.95,32.021,1128.2,4.88E+06,177.9,7.69E+05,23.709,1.03E+05,1678.9,7.26E+06,49.334,2.13E+05,
121118G6NG_AP3,63,TE,I,9581,339.11,120.32,33.884,852.84,8.17E+06,68.161,6.53E+05,20.715,1.98E+05,1460.5,1.40E+07,49.047,4.70E+05,
121118G6NG_AP3,64,ICM,I,3837,165.63,164.09,30.793,1050.9,4.03E+06,17.014,65282,46.475,1.78E+05,1571.3,6.03E+06,530.79,2.04E+06,
121118G6NG_AP3,65,ICM,I,5547,153.14,278.81,33.228,1063.7,5.90E+06,18.019,99952,35.924,1.99E+05,1636,9.07E+06,460.5,2.55E+06,
121118G6NG_AP3,66,ICM,I,7675,161.29,306.77,32.831,910.63,6.99E+06,16.856,1.29E+05,29.578,2.27E+05,1512.2,1.16E+07,416.37,3.20E+06,
121118G6NG_AP3,66.2,ICM,I,7675,136,306,35,709.263,,20.355,,31.038,,1844.518,,262.076,,
121118G6NG_AP3,67,TE,I,9460,202.97,84.058,35.602,1631,1.54E+07,151.92,1.44E+06,23.569,2.23E+05,1594.8,1.51E+07,70.317,6.65E+05,
