Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
102518G6NG_AK4,1,TE,I,10994,229.61,209.8,4.6503,2878.4,3.16E+07,172.57,1.90E+06,56.279,6.19E+05,1183.5,1.30E+07,137.97,1.52E+06,
102518G6NG_AK4,2,TE,I,11667,227.9,274.73,5.1396,2979.1,3.48E+07,378.65,4.42E+06,106.72,1.25E+06,1112,1.30E+07,133.01,1.55E+06,
102518G6NG_AK4,3,TE,I,10263,310.11,227.35,4.3916,2563.4,2.63E+07,376.88,3.87E+06,103.79,1.07E+06,1159.3,1.19E+07,160.27,1.64E+06,
102518G6NG_AK4,4,TE,I,14380,280.19,182.87,8.6175,2381.3,3.42E+07,450.91,6.48E+06,54.045,7.77E+05,1119.7,1.61E+07,140.93,2.03E+06,
102518G6NG_AK4,5,ICM,I,6925,195.58,203.08,6.7119,3052.1,2.11E+07,38.209,2.65E+05,893.29,6.19E+06,1153.3,7.99E+06,326.16,2.26E+06,
102518G6NG_AK4,6,ICM,I,6440,190.61,240.92,7.7714,2676,1.72E+07,35.697,2.30E+05,801.66,5.16E+06,1155.4,7.44E+06,110.84,7.14E+05,
102518G6NG_AK4,7,TE,I,7594,290.14,272.43,7.0026,2786.8,2.12E+07,309.48,2.35E+06,303.58,2.31E+06,1143.2,8.68E+06,161.58,1.23E+06,
102518G6NG_AK4,8,ICM,M,4459,200.26,271.73,6.972,2925.9,1.30E+07,40.847,1.82E+05,384.43,1.71E+06,1119.4,4.99E+06,88.4,3.94E+05,
102518G6NG_AK4,9,ICM,I,5874,169.67,214.93,10.808,3056.6,1.80E+07,395.31,2.32E+06,119.62,7.03E+05,1113.3,6.54E+06,137.45,8.07E+05,
102518G6NG_AK4,10,ICM,I,11863,263.7,259.49,10.729,2473.2,2.93E+07,268.42,3.18E+06,781.54,9.27E+06,1166.9,1.38E+07,376.92,4.47E+06,
102518G6NG_AK4,11,TE,M,3438,167.9,276.04,10.885,3355.4,1.15E+07,30.203,1.04E+05,479.33,1.65E+06,1070.4,3.68E+06,90.23,3.10E+05,
