Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
092118G6NG_AJ6,4,TE,I,5337,83.57,245.97,6.3337,3485.3,1.86E+07,239.29,1.28E+06,25.424,1.36E+05,1426,7.61E+06,72.694,3.88E+05,
092118G6NG_AJ6,5,TE,I,3994,100.46,284.5,5.4402,2837.7,1.13E+07,357.35,1.43E+06,32.617,1.30E+05,1359.4,5.43E+06,87.521,3.50E+05,
092118G6NG_AJ6,6,TE,I,3890,148.02,355.59,6.1573,3047.5,1.19E+07,190.01,7.39E+05,25.325,98515,1476.6,5.74E+06,67.295,2.62E+05,
092118G6NG_AJ6,7,TE,I,7766,96.959,210.59,7.2475,1777,1.38E+07,235.71,1.83E+06,26.568,2.06E+05,1324,1.03E+07,70.894,5.51E+05,
092118G6NG_AJ6,8,TE,I,4094,190.98,350.78,6.5862,3106,1.27E+07,127.51,5.22E+05,24.775,1.01E+05,1439.9,5.89E+06,64.401,2.64E+05,
092118G6NG_AJ6,9,TE,I,3889,110.58,245.11,7.0167,2770.1,1.08E+07,179.59,6.98E+05,31.537,1.23E+05,1241.2,4.83E+06,84.338,3.28E+05,
092118G6NG_AJ6,10,TE,I,3830,146.76,309.8,7.7219,2862.7,1.10E+07,152.15,5.83E+05,28.745,1.10E+05,1211.4,4.64E+06,64.16,2.46E+05,
092118G6NG_AJ6,11,TE,I,4132,122.48,339.71,7.688,2990.3,1.24E+07,363.07,1.50E+06,37.554,1.55E+05,1356.1,5.60E+06,88.834,3.67E+05,
092118G6NG_AJ6,12,TE,I,9296,467.33,192.55,11.563,2015.5,1.87E+07,50.454,4.69E+05,20.493,1.91E+05,1229.5,1.14E+07,60.667,5.64E+05,
092118G6NG_AJ6,13,TE,I,12744,258.11,336.69,10.772,3351.8,4.27E+07,61.534,7.84E+05,20.575,2.62E+05,1219.3,1.55E+07,59.081,7.53E+05,
092118G6NG_AJ6,14,TE,I,4404,72.505,284.95,12.886,2475,1.09E+07,268.1,1.18E+06,32.688,1.44E+05,1392,6.13E+06,86.567,3.81E+05,
