Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
121118G6NG_AP6,2,TE,I,6747,240.59,238.79,2.9277,2094.5,1.41E+07,303.73,2.05E+06,35.018,2.36E+05,1566,1.06E+07,125.88,8.49E+05,
121118G6NG_AP6,3,TE,I,9934,182.37,248.3,4.0664,2378.3,2.36E+07,711.24,7.07E+06,47.682,4.74E+05,1581.1,1.57E+07,134.02,1.33E+06,
121118G6NG_AP6,4,TE,I,9807,216.57,297.11,4.5909,2415.8,2.37E+07,617.46,6.06E+06,45.123,4.43E+05,1520.9,1.49E+07,127.3,1.25E+06,
121118G6NG_AP6,5,TE,I,4912,265.23,299.33,4.5202,2261.6,1.11E+07,436.57,2.14E+06,48.659,2.39E+05,1548.4,7.61E+06,320.12,1.57E+06,
121118G6NG_AP6,6,TE,I,4386,282.52,244.72,4.4152,2542.1,1.12E+07,448.32,1.97E+06,51.878,2.28E+05,1498.1,6.57E+06,308.83,1.35E+06,
121118G6NG_AP6,7,TE,I,8585,111.33,247.57,5.7589,2053.5,1.76E+07,612.05,5.25E+06,94.085,8.08E+05,1464.9,1.26E+07,119.18,1.02E+06,
121118G6NG_AP6,8,TE,I,11223,196.97,186.85,7.285,1634.6,1.83E+07,277.59,3.12E+06,29.539,3.32E+05,1580.6,1.77E+07,69.31,7.78E+05,
121118G6NG_AP6,9,ICM,I,7266,148.86,264.2,8.1155,2137.2,1.55E+07,27.318,1.98E+05,49.254,3.58E+05,1495.8,1.09E+07,907.41,6.59E+06,
121118G6NG_AP6,10,TE,I,8082,290.96,312.84,8.3547,1824.2,1.47E+07,233.43,1.89E+06,33.015,2.67E+05,1562.6,1.26E+07,138.69,1.12E+06,
121118G6NG_AP6,11,TE,I,13482,86.417,282.1,10.231,1564.1,2.11E+07,304.43,4.10E+06,250.42,3.38E+06,1580.6,2.13E+07,105.28,1.42E+06,
121118G6NG_AP6,11.2,ICM,I,13482,90,295,17,1494.219,,36.771,,1042.072,,1414.07,,106.372,,
121118G6NG_AP6,12,TE,I,8155,122.61,199.91,10.523,1899.2,1.55E+07,502.07,4.09E+06,40.098,3.27E+05,1700.8,1.39E+07,136.63,1.11E+06,
121118G6NG_AP6,13,TE,I,11188,357.79,230.99,10.383,2449.1,2.74E+07,40.998,4.59E+05,18.216,2.04E+05,1483.8,1.66E+07,41.18,4.61E+05,
121118G6NG_AP6,14,TE,I,7771,306.55,240.12,11.519,2341.8,1.82E+07,120.43,9.36E+05,36.399,2.83E+05,1666,1.29E+07,109.27,8.49E+05,
121118G6NG_AP6,15,TE,I,3842,308.51,278.13,8.3693,1250.6,4.80E+06,137.28,5.27E+05,35.678,1.37E+05,1592.1,6.12E+06,116.79,4.49E+05,
121118G6NG_AP6,17,TE,I,12430,269.22,180.2,14.862,1898.6,2.36E+07,232.16,2.89E+06,28.483,3.54E+05,1595.7,1.98E+07,132.82,1.65E+06,
121118G6NG_AP6,18,TE,I,5246,133.64,301.93,10.734,2157.4,1.13E+07,462.82,2.43E+06,39.654,2.08E+05,1626.9,8.53E+06,100.2,5.26E+05,
121118G6NG_AP6,19,TE,I,9370,191.5,331.77,12.958,2055.8,1.93E+07,353.3,3.31E+06,32.7,3.06E+05,1477.5,1.38E+07,87.03,8.15E+05,
121118G6NG_AP6,20,TE,I,11547,240.1,356.16,11.92,1547.5,1.79E+07,306.87,3.54E+06,35.995,4.16E+05,1410.7,1.63E+07,106.17,1.23E+06,
121118G6NG_AP6,21,TE,I,9316,350.83,300.7,13.965,2133.5,1.99E+07,80.427,7.49E+05,30.564,2.85E+05,1495.2,1.39E+07,87.04,8.11E+05,
121118G6NG_AP6,22,TE,I,5010,155.26,326.31,14.056,1775.1,8.89E+06,499.14,2.50E+06,52.717,2.64E+05,1414.3,7.09E+06,287.36,1.44E+06,
121118G6NG_AP6,23,ICM,I,3292,106.36,269.67,12.808,1891.4,6.23E+06,63.453,2.09E+05,524.79,1.73E+06,1755.4,5.78E+06,110.46,3.64E+05,
121118G6NG_AP6,24,TE,I,8458,322.89,196.21,16.65,2088.5,1.77E+07,155.69,1.32E+06,27.828,2.35E+05,1509.2,1.28E+07,106.66,9.02E+05,
121118G6NG_AP6,25,TE,I,7649,235.95,387.14,16.94,1340.6,1.03E+07,216.68,1.66E+06,30.765,2.35E+05,1510.6,1.16E+07,130.96,1.00E+06,
121118G6NG_AP6,26,ICM,I,6209,141.44,229.72,16.376,1668.1,1.04E+07,24.424,1.52E+05,44.165,2.74E+05,1617.8,1.00E+07,797.78,4.95E+06,
121118G6NG_AP6,27,TE,I,11956,315.1,348.75,19,1142,1.37E+07,114.61,1.37E+06,26.93,3.22E+05,1518,1.81E+07,69.927,8.36E+05,
121118G6NG_AP6,28,ICM,I,4541,105.05,234.43,15.157,2197.9,9.98E+06,49.257,2.24E+05,601.66,2.73E+06,1340.2,6.09E+06,121.63,5.52E+05,
121118G6NG_AP6,29,TE,I,5425,373.68,267.45,18.352,1479.8,8.03E+06,153.38,8.32E+05,31.349,1.70E+05,1481.6,8.04E+06,139.14,7.55E+05,
121118G6NG_AP6,30,TE,I,13118,272.84,390.44,19.093,1008.9,1.32E+07,77.576,1.02E+06,27.461,3.60E+05,1452.8,1.91E+07,65.988,8.66E+05,
121118G6NG_AP6,31,ICM,I,4999,154.7,200.24,18.505,1641.6,8.21E+06,25.659,1.28E+05,39.307,1.97E+05,1502.8,7.51E+06,560.43,2.80E+06,
121118G6NG_AP6,32,TE,I,6623,381.24,319.42,19.472,1332.7,8.83E+06,203.04,1.34E+06,32.715,2.17E+05,1450.6,9.61E+06,175.87,1.16E+06,
121118G6NG_AP6,33,ICM,I,8550,130.55,270.63,20.353,1428.7,1.22E+07,24.143,2.06E+05,43.989,3.76E+05,1433.2,1.23E+07,701.27,6.00E+06,
121118G6NG_AP6,34,TE,I,4894,112.33,315.7,19.066,1945.6,9.52E+06,394.67,1.93E+06,44.951,2.20E+05,1520.8,7.44E+06,163.57,8.01E+05,
121118G6NG_AP6,35,TE,I,5610,173.13,161.69,20.192,1884.4,1.06E+07,419.32,2.35E+06,30.85,1.73E+05,1647.7,9.24E+06,106.01,5.95E+05,
121118G6NG_AP6,36,TE,I,8802,209.21,374.75,21.784,1599.6,1.41E+07,250.59,2.21E+06,31.971,2.81E+05,1678.2,1.48E+07,99.327,8.74E+05,
121118G6NG_AP6,38,ICM,I,4842,86.406,256.46,20.079,1592.1,7.71E+06,27.935,1.35E+05,408.83,1.98E+06,1430.2,6.93E+06,81.304,3.94E+05,
121118G6NG_AP6,39,TE,I,7282,403.28,280.79,22.817,1051.3,7.66E+06,93.664,6.82E+05,28.661,2.09E+05,1338.7,9.75E+06,76.82,5.59E+05,
121118G6NG_AP6,40,TE,I,10134,140.73,338.86,22.67,1504.5,1.52E+07,302.71,3.07E+06,35.804,3.63E+05,1567.9,1.59E+07,114.21,1.16E+06,
121118G6NG_AP6,41,TE,I,6018,88.615,185.76,23.213,1821.2,1.10E+07,287.48,1.73E+06,34.389,2.07E+05,1693.7,1.02E+07,82.585,4.97E+05,
