Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
091918G6NG_AI4,1,TE,I,12103,308.09,258.9,5.3298,2447.2,2.96E+07,161.54,1.96E+06,28.357,3.43E+05,1302.3,1.58E+07,97.606,1.18E+06,
091918G6NG_AI4,2,TE,I,9043,139.24,232.46,5.1293,2546.9,2.30E+07,599.23,5.42E+06,40.13,3.63E+05,1355.4,1.23E+07,108.3,9.79E+05,
091918G6NG_AI4,3,TE,I,5337,203.52,332.17,5.5113,2748.8,1.47E+07,546.49,2.92E+06,38.926,2.08E+05,1356.5,7.24E+06,268.97,1.44E+06,
091918G6NG_AI4,4,TE,I,14811,290.07,212.21,7.5101,2332.8,3.46E+07,197.5,2.93E+06,26.139,3.87E+05,1368.6,2.03E+07,117.42,1.74E+06,
091918G6NG_AI4,5,TE,I,8368,188.36,299.27,6.4522,2459.7,2.06E+07,389,3.26E+06,31.244,2.61E+05,1283.8,1.07E+07,90.832,7.60E+05,
091918G6NG_AI4,6,TE,I,7745,176.08,256.72,9.5277,2037.6,1.58E+07,327.93,2.54E+06,37.259,2.89E+05,1399.1,1.08E+07,142.87,1.11E+06,
091918G6NG_AI4,7,TE,I,9999,236.62,306.35,8.9273,2150.7,2.15E+07,334.79,3.35E+06,29.069,2.91E+05,1356.7,1.36E+07,81.986,8.20E+05,
091918G6NG_AI4,8,TE,I,12531,111.05,320.59,8.6813,1427.9,1.79E+07,290.79,3.64E+06,206.89,2.59E+06,1370.3,1.72E+07,94.98,1.19E+06,
091918G6NG_AI4,9,TE,I,6881,168.89,347.71,7.3883,1911.9,1.32E+07,437.68,3.01E+06,41.177,2.83E+05,1465.1,1.01E+07,303.28,2.09E+06,
091918G6NG_AI4,10,TE,I,10880,187.98,185.39,10.463,2168.3,2.36E+07,429.27,4.67E+06,30.011,3.27E+05,1701.4,1.85E+07,92.298,1.00E+06,
091918G6NG_AI4,11,TE,I,9525,134.68,187.05,10.943,2487.5,2.37E+07,506.97,4.83E+06,57.155,5.44E+05,1356.8,1.29E+07,71.715,6.83E+05,
091918G6NG_AI4,12,TE,I,6036,378.31,242.97,10.005,2590.5,1.56E+07,146.46,8.84E+05,29.714,1.79E+05,1378.2,8.32E+06,91.849,5.54E+05,
091918G6NG_AI4,13,TE,I,6411,217.59,271.36,9.6497,2747.8,1.76E+07,382.67,2.45E+06,29.093,1.87E+05,1391.3,8.92E+06,114.34,7.33E+05,
091918G6NG_AI4,14,TE,I,6204,104.11,278.01,9.3238,2211.1,1.37E+07,434.22,2.69E+06,43.983,2.73E+05,1398.1,8.67E+06,145.48,9.03E+05,
091918G6NG_AI4,15,ICM,I,3231,161.45,322.61,12.296,1912.5,6.18E+06,25.438,82189,55.578,1.80E+05,1440.4,4.65E+06,1574.5,5.09E+06,
091918G6NG_AI4,16,TE,I,8027,358.12,276.61,14,1905.5,1.53E+07,192.63,1.55E+06,27.845,2.24E+05,1315.7,1.06E+07,100.15,8.04E+05,
091918G6NG_AI4,17,ICM,I,8066,134.84,247.26,13.853,2253.8,1.82E+07,48.075,3.88E+05,50.557,4.08E+05,1347,1.09E+07,722.11,5.82E+06,
091918G6NG_AI4,18,TE,I,5087,229.89,367.51,13.811,2649.5,1.35E+07,392.84,2.00E+06,28.556,1.45E+05,1302.3,6.62E+06,212.05,1.08E+06,
091918G6NG_AI4,19,TE,I,6302,142.83,374.13,15.461,1463.1,9.22E+06,563.52,3.55E+06,37.545,2.37E+05,1277.6,8.05E+06,172.88,1.09E+06,
091918G6NG_AI4,20,ICM,I,6915,159.19,282.45,15.996,1354.8,9.37E+06,24.981,1.73E+05,44.45,3.07E+05,1433.5,9.91E+06,1321.9,9.14E+06,
091918G6NG_AI4,21,TE,I,8676,230.09,132.63,17.294,1934.2,1.68E+07,201.67,1.75E+06,23.305,2.02E+05,1432.6,1.24E+07,63.496,5.51E+05,
091918G6NG_AI4,22,TE,I,6228,192.85,363.91,17.95,1418.6,8.84E+06,366.12,2.28E+06,32.828,2.04E+05,1555.3,9.69E+06,122.5,7.63E+05,
091918G6NG_AI4,23,TE,I,7926,231.01,206.22,16.42,1727.9,1.37E+07,302.66,2.40E+06,31.882,2.53E+05,1332.9,1.06E+07,110.52,8.76E+05,
091918G6NG_AI4,24,TE,I,11762,294.9,287.9,18.349,1905.1,2.24E+07,125.65,1.48E+06,23.663,2.78E+05,1303.9,1.53E+07,70.431,8.28E+05,
091918G6NG_AI4,25,ICM,I,4914,138.8,336.09,17.646,1240.3,6.09E+06,22.273,1.09E+05,49.236,2.42E+05,1473.1,7.24E+06,1224.2,6.02E+06,
091918G6NG_AI4,26,TE,I,5925,194.4,128.87,18.11,2271.2,1.35E+07,302.54,1.79E+06,29.282,1.74E+05,1339.6,7.94E+06,74.863,4.44E+05,
091918G6NG_AI4,27,TE,I,6331,258.51,356.68,18.939,1762.1,1.12E+07,246.71,1.56E+06,27.039,1.71E+05,1254.7,7.94E+06,132.81,8.41E+05,
