Embryo Id,Cell ID,Identity,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum, 
050718Xim_WT_BB7,1,TE,I,6426,290.04,218.47,6.4144,3096.2,1.99E+07,86.569,5.56E+05,38.49,2.47E+05,486.34,3.13E+06,425.47,2.73E+06,
050718Xim_WT_BB7,2,TE,I,14580,129.55,253.78,7.0547,3001.5,4.38E+07,986.59,1.44E+07,103.54,1.51E+06,469.61,6.85E+06,319.72,4.66E+06,
050718Xim_WT_BB7,3,TE,I,6300,325.58,264.85,6.1629,3179.5,2.00E+07,88.255,5.56E+05,46.985,2.96E+05,488.35,3.08E+06,489.24,3.08E+06,
050718Xim_WT_BB7,4,TE,I,7460,336.02,210.14,8.2705,2732.3,2.04E+07,83.313,6.22E+05,39.107,2.92E+05,465.73,3.47E+06,491.03,3.66E+06,
050718Xim_WT_BB7,5,TE,I,11616,216.56,233.36,7.5535,3175.1,3.69E+07,1378.7,1.60E+07,73.606,8.55E+05,453.7,5.27E+06,514.99,5.98E+06,
050718Xim_WT_BB7,6,TE,I,7104,255.07,241.15,8.6202,2759.5,1.96E+07,90.717,6.44E+05,38.99,2.77E+05,484.67,3.44E+06,484.92,3.44E+06,
050718Xim_WT_BB7,7,TE,I,9742,288.9,292.84,7.5425,3067,2.99E+07,85.539,8.33E+05,38.026,3.70E+05,466.26,4.54E+06,327.38,3.19E+06,
050718Xim_WT_BB7,8,TE,I,11718,201.43,288.21,8.2988,3046.7,3.57E+07,105.13,1.23E+06,38.994,4.57E+05,466.67,5.47E+06,218.94,2.57E+06,
050718Xim_WT_BB7,9,TE,I,15344,159.31,308.29,9.3507,2894.8,4.44E+07,1075.4,1.65E+07,59.924,9.19E+05,389.07,5.97E+06,197.49,3.03E+06,
050718Xim_WT_BB7,10,TE,I,6642,341.74,302.62,8.1951,3156.6,2.10E+07,83.61,5.55E+05,37.41,2.48E+05,474.48,3.15E+06,287.53,1.91E+06,
050718Xim_WT_BB7,12,TE,I,13735,173.34,209.21,9.3492,2567.7,3.53E+07,95.274,1.31E+06,61.368,8.43E+05,421.72,5.79E+06,207.2,2.85E+06,
050718Xim_WT_BB7,13,TE,I,5323,360.96,233.43,10.603,3311,1.76E+07,72.198,3.84E+05,95.54,5.09E+05,470.4,2.50E+06,413.25,2.20E+06,
050718Xim_WT_BB7,14,TE,I,5283,376.06,276.25,11.26,3345.8,1.77E+07,76.956,4.07E+05,120.92,6.39E+05,473.86,2.50E+06,405.58,2.14E+06,
050718Xim_WT_BB7,15,TE,I,6631,244.58,292.02,10.551,3033.1,2.01E+07,93.956,6.23E+05,37.559,2.49E+05,480.72,3.19E+06,462.75,3.07E+06,
050718Xim_WT_BB7,16,TE,I,6192,317.65,331.49,10.999,3234.4,2.00E+07,77.402,4.79E+05,41.794,2.59E+05,479.63,2.97E+06,405.4,2.51E+06,
050718Xim_WT_BB7,17,TE,I,6484,308.27,184.96,11.624,2707.7,1.76E+07,89.857,5.83E+05,58.199,3.77E+05,477.87,3.10E+06,549.77,3.56E+06,
050718Xim_WT_BB7,18,ICM,I,4312,170.84,242.05,11.693,2550.3,1.10E+07,92.921,4.01E+05,745.75,3.22E+06,473.13,2.04E+06,135.58,5.85E+05,
050718Xim_WT_BB7,19,TE,I,7451,250.44,181.5,13.844,2864.6,2.13E+07,75.917,5.66E+05,32.992,2.46E+05,479.14,3.57E+06,405.12,3.02E+06,
050718Xim_WT_BB7,20,ICM,I,8518,103.21,267.03,13.181,2580.4,2.20E+07,101.97,8.69E+05,190.08,1.62E+06,422.15,3.60E+06,128.57,1.10E+06,
050718Xim_WT_BB7,21,TE,I,7448,73.49,242.4,15.474,2578.1,1.92E+07,872.17,6.50E+06,49.758,3.71E+05,434.23,3.23E+06,192.03,1.43E+06,
050718Xim_WT_BB7,22,TE,I,9886,227.96,329.89,15.269,3233.2,3.20E+07,87.304,8.63E+05,37.311,3.69E+05,467.71,4.62E+06,322.37,3.19E+06,
050718Xim_WT_BB7,23,TE,I,5345,278.74,152.82,14.92,3046.5,1.63E+07,73.982,3.95E+05,40.271,2.15E+05,464.77,2.48E+06,745.52,3.98E+06,
050718Xim_WT_BB7,24,ICM,I,6242,200.09,243.38,15.012,2824.6,1.76E+07,137.09,8.56E+05,44.665,2.79E+05,463.34,2.89E+06,812.77,5.07E+06,
050718Xim_WT_BB7,25,TE,M,4905,102.09,309.51,16.611,3109,1.52E+07,920.12,4.51E+06,60.891,2.99E+05,476.15,2.34E+06,129.92,6.37E+05,
050718Xim_WT_BB7,26,TE,I,7637,372.89,324.29,15.735,2737.3,2.09E+07,76.283,5.83E+05,35.715,2.73E+05,479.87,3.66E+06,214.52,1.64E+06,
050718Xim_WT_BB7,27,TE,I,5484,355.6,183.8,17.005,2950.7,1.62E+07,74.534,4.09E+05,86.95,4.77E+05,466.64,2.56E+06,382.14,2.10E+06,
050718Xim_WT_BB7,28,TE,I,6107,390.67,238.58,16.468,2794.5,1.71E+07,71.71,4.38E+05,35.439,2.16E+05,492.91,3.01E+06,173.49,1.06E+06,
050718Xim_WT_BB7,29,ICM,I,2986,172.62,281.53,15.792,2299.5,6.87E+06,74.783,2.23E+05,35.741,1.07E+05,418.8,1.25E+06,482.63,1.44E+06,
050718Xim_WT_BB7,30,TE,I,5553,331.1,159.26,17.334,2765.2,1.54E+07,71.146,3.95E+05,38.144,2.12E+05,460.63,2.56E+06,275.94,1.53E+06,
050718Xim_WT_BB7,31,TE,I,9448,209.91,171.03,17.903,2613.9,2.47E+07,80.743,7.63E+05,33.634,3.18E+05,462.04,4.37E+06,264.2,2.50E+06,
050718Xim_WT_BB7,32,TE,I,10452,267.27,351.02,16.454,2083.6,2.18E+07,67.785,7.08E+05,36.21,3.78E+05,425.49,4.45E+06,188.89,1.97E+06,
050718Xim_WT_BB7,33,TE,I,4849,133.78,179.67,20.139,2948.9,1.43E+07,889.71,4.31E+06,67.386,3.27E+05,426.1,2.07E+06,157.74,7.65E+05,
050718Xim_WT_BB7,34,ICM,I,5709,150.59,255.74,17.037,2564.6,1.46E+07,81.52,4.65E+05,990.49,5.65E+06,382.63,2.18E+06,110.86,6.33E+05,
