Embryo Id,Cell ID,Identity,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum, ,
050718Xim_WT_BC6,140,TE,I,3964,198.2,51.117,77.852,758.62,3.01E+06,23.136,91712,15.611,61883,450.7,1.79E+06,134.92,5.35E+05,,
050718Xim_WT_BC6,141,TE,I,3344,115.6,417.28,78.193,1344.6,4.50E+06,366.24,1.22E+06,24.567,82151,491.95,1.65E+06,48.597,1.63E+05,,
050718Xim_WT_BC6,142,ICM,I,5514,49.185,252.7,78.304,443.8,2.45E+06,71.516,3.94E+05,24.87,1.37E+05,442.03,2.44E+06,222.16,1.23E+06,,
050718Xim_WT_BC6,143,TE,I,4373,164.92,441.81,80.052,938.21,4.10E+06,245.22,1.07E+06,22.362,97788,468.97,2.05E+06,59.491,2.60E+05,,
050718Xim_WT_BC6,144,ICM,I,6479,59.681,293.15,79.429,489.67,3.17E+06,286.53,1.86E+06,37.094,2.40E+05,415.98,2.70E+06,129.95,8.42E+05,,
050718Xim_WT_BC6,145,TE,I,3892,421.44,87.55,80.945,636.62,2.48E+06,27.257,1.06E+05,18.275,71126,461.2,1.80E+06,104.02,4.05E+05,,
050718Xim_WT_BC6,146,TE,I,5165,37.263,290.49,82.27,538.67,2.78E+06,95.625,4.94E+05,28.815,1.49E+05,406.45,2.10E+06,41.372,2.14E+05,,
050718Xim_WT_BC6,147,TE,I,5267,53.689,342.54,83.774,590.18,3.11E+06,79.951,4.21E+05,16.982,89445,478.7,2.52E+06,41.938,2.21E+05,,
050718Xim_WT_BC6,148,TE,I,4161,390.73,422.05,83.138,952.13,3.96E+06,828.12,3.45E+06,38.019,1.58E+05,464.54,1.93E+06,60.191,2.50E+05,,
050718Xim_WT_BC6,149,TE,I,3962,156.45,71.483,84.43,701.45,2.78E+06,20.675,81915,15.168,60096,502.45,1.99E+06,136.73,5.42E+05,,
050718Xim_WT_BC6,150,ICM,I,4935,66.004,137.43,83.345,636.72,3.14E+06,26.933,1.33E+05,22.934,1.13E+05,402.7,1.99E+06,231.3,1.14E+06,,
050718Xim_WT_BC6,151,TE,I,5214,293.42,41.833,86.07,525.61,2.74E+06,21.361,1.11E+05,14.444,75310,463.67,2.42E+06,74.779,3.90E+05,,
050718Xim_WT_BC6,152,TE,I,9085,110.18,94.836,87.798,571.52,5.19E+06,23.071,2.10E+05,14.691,1.33E+05,451.41,4.10E+06,69.795,6.34E+05,,
050718Xim_WT_BC6,153,TE,I,7334,478.87,165.43,87.298,388.34,2.85E+06,26.212,1.92E+05,17.88,1.31E+05,459.08,3.37E+06,61.052,4.48E+05,,
050718Xim_WT_BC6,154,TE,I,5949,473.36,339.95,86.757,612.05,3.64E+06,124.99,7.44E+05,20.249,1.20E+05,493.91,2.94E+06,55.506,3.30E+05,,
050718Xim_WT_BC6,155,TE,I,3685,326.35,454.8,85.344,1158.3,4.27E+06,1269.9,4.68E+06,46.753,1.72E+05,475.76,1.75E+06,48.054,1.77E+05,,
050718Xim_WT_BC6,156,TE,I,4471,349.78,55.923,86.915,516.97,2.31E+06,22.756,1.02E+05,15.396,68836,458.15,2.05E+06,83.964,3.75E+05,,
050718Xim_WT_BC6,157,TE,I,4767,500.19,235.58,87.797,581.79,2.77E+06,29.056,1.39E+05,31.557,1.50E+05,460.36,2.19E+06,87.323,4.16E+05,,
050718Xim_WT_BC6,158,TE,I,4246,84.63,396.02,88.319,816.46,3.47E+06,422.18,1.79E+06,25.906,1.10E+05,564.33,2.40E+06,135.16,5.74E+05,,
050718Xim_WT_BC6,159,TE,I,4173,363.36,445.05,86.648,909.01,3.79E+06,994.65,4.15E+06,44.8,1.87E+05,429.05,1.79E+06,114.66,4.78E+05,,
050718Xim_WT_BC6,160,TE,I,3813,257.18,463.3,87.3,1014.3,3.87E+06,1172.9,4.47E+06,46.025,1.75E+05,462.54,1.76E+06,121.76,4.64E+05,,
050718Xim_WT_BC6,161,TE,I,3448,286.06,463.4,87.73,955.15,3.29E+06,540.94,1.87E+06,28.67,98854,496.98,1.71E+06,73.215,2.52E+05,,
050718Xim_WT_BC6,162,TE,I,13788,30,193,87,530.686,,87.352,,28.414,,436.641,,41.865,,,
050718Xim_WT_BC6,162.2,ICM,I,13788,45,200,84,579.242,,28.935,,23.051,,415.232,,226.942,,,
050718Xim_WT_BC6,163,TE,I,3719,444.89,368.48,89.586,884.94,3.29E+06,677.26,2.52E+06,33.712,1.25E+05,479.94,1.78E+06,47.706,1.77E+05,,
050718Xim_WT_BC6,164,ICM,I,5443,49.475,175.21,89.803,558.2,3.04E+06,25.596,1.39E+05,25.249,1.37E+05,454.88,2.48E+06,194.11,1.06E+06,,
050718Xim_WT_BC6,165,TE,I,5615,494.82,299.77,92.322,572.82,3.22E+06,31.3,1.76E+05,27.268,1.53E+05,497.87,2.80E+06,115.12,6.46E+05,,
050718Xim_WT_BC6,166,TE,I,5107,117.41,424.79,92.592,740.27,3.78E+06,217.31,1.11E+06,21.708,1.11E+05,475.61,2.43E+06,55.443,2.83E+05,,
050718Xim_WT_BC6,167,TE,I,6177,383.65,65.937,93.47,408.97,2.53E+06,22.818,1.41E+05,14.957,92392,462.73,2.86E+06,64.933,4.01E+05,,
050718Xim_WT_BC6,168,TE,I,3306,222.94,470.1,94.322,758.89,2.51E+06,505.78,1.67E+06,27.922,92310,507.74,1.68E+06,151.6,5.01E+05,,
050718Xim_WT_BC6,169,TE,I,9812,29.449,243.76,97.046,336.96,3.31E+06,44.71,4.39E+05,19.611,1.92E+05,371.69,3.65E+06,34.814,3.42E+05,,
050718Xim_WT_BC6,170,TE,I,6429,200.75,46.035,96.887,395.52,2.54E+06,20.307,1.31E+05,14.586,93771,394.98,2.54E+06,75.043,4.82E+05,,
050718Xim_WT_BC6,171,TE,I,4132,431.71,403,96.831,970.65,4.01E+06,838.7,3.47E+06,34.743,1.44E+05,483.15,2.00E+06,54.116,2.24E+05,,
050718Xim_WT_BC6,172,TE,I,6853,48.495,139.34,99.678,362.66,2.49E+06,20.67,1.42E+05,15.47,1.06E+05,394.99,2.71E+06,72.388,4.96E+05,,
050718Xim_WT_BC6,173,TE,I,7139,61.111,356.7,100.99,520.9,3.72E+06,350.15,2.50E+06,23.173,1.65E+05,435.4,3.11E+06,68.934,4.92E+05,,
050718Xim_WT_BC6,174,TE,I,6101,447.5,109.71,100.99,378.09,2.31E+06,23.743,1.45E+05,17.793,1.09E+05,409.13,2.50E+06,62.31,3.80E+05,,
050718Xim_WT_BC6,176,TE,I,5565,247.88,39.483,101.09,432.43,2.41E+06,22.066,1.23E+05,19.309,1.07E+05,389.45,2.17E+06,58.693,3.27E+05,,
050718Xim_WT_BC6,177,TE,I,4502,44.367,284.23,100.38,279.56,1.26E+06,69.969,3.15E+05,15.753,70920,387.22,1.74E+06,33.374,1.50E+05,,
050718Xim_WT_BC6,178,TE,I,6703,150.7,448.88,102.62,599.91,4.02E+06,427.51,2.87E+06,28.131,1.89E+05,450.83,3.02E+06,98.525,6.60E+05,,
050718Xim_WT_BC6,179,TE,I,4606,486.49,328.69,104.29,618.79,2.85E+06,224.31,1.03E+06,20.676,95232,484.93,2.23E+06,48.531,2.24E+05,,
050718Xim_WT_BC6,180,TE,I,4719,397.38,436.03,104.94,601.11,2.84E+06,598.34,2.82E+06,33.982,1.60E+05,506.95,2.39E+06,61.938,2.92E+05,,
050718Xim_WT_BC6,181,TE,I,4075,182.91,465.41,104.88,814.3,3.32E+06,449.4,1.83E+06,24.928,1.02E+05,467.21,1.90E+06,106.08,4.32E+05,,
050718Xim_WT_BC6,182,TE,I,3614,52.411,319.94,104.97,262.17,9.47E+05,66.553,2.41E+05,15.471,55912,404.55,1.46E+06,29.112,1.05E+05,,
050718Xim_WT_BC6,183,TE,I,3925,504.65,298.18,107.51,614.74,2.41E+06,156.92,6.16E+05,19.429,76257,525.38,2.06E+06,48.779,1.91E+05,,
050718Xim_WT_BC6,184,TE,I,9872,326.55,50.423,110.59,402.54,3.97E+06,20.542,2.03E+05,14.927,1.47E+05,398.27,3.93E+06,67.201,6.63E+05,,
050718Xim_WT_BC6,185,TE,I,7104,154.92,63.304,110.35,341.67,2.43E+06,19.732,1.40E+05,14.438,1.03E+05,426.3,3.03E+06,74.139,5.27E+05,,
050718Xim_WT_BC6,186,TE,I,8998,487.79,184,111.59,424.96,3.82E+06,21.959,1.98E+05,16.315,1.47E+05,455.7,4.10E+06,48.696,4.38E+05,,
050718Xim_WT_BC6,187,TE,I,4839,355.43,456.57,106.69,565.04,2.73E+06,550.21,2.66E+06,27.97,1.35E+05,502.78,2.43E+06,65.929,3.19E+05,,
050718Xim_WT_BC6,188,TE,I,4133,301.19,471.13,108.18,637.78,2.64E+06,705.69,2.92E+06,32.977,1.36E+05,487.52,2.01E+06,42.229,1.75E+05,,
050718Xim_WT_BC6,189,TE,I,7226,38.433,197.42,107.92,216.28,1.56E+06,44.538,3.22E+05,15.368,1.11E+05,391.1,2.83E+06,37.672,2.72E+05,,
050718Xim_WT_BC6,190,TE,I,3832,253.74,480.66,112.14,680.07,2.61E+06,346.4,1.33E+06,23.926,91686,467.45,1.79E+06,56.196,2.15E+05,,
050718Xim_WT_BC6,191,TE,I,6296,277.01,45.124,112.57,337.12,2.12E+06,20.817,1.31E+05,14.197,89383,392.74,2.47E+06,46.117,2.90E+05,,
050718Xim_WT_BC6,192,TE,I,10219,394.14,76.426,113.93,384.53,3.93E+06,20.233,2.07E+05,15.446,1.58E+05,423.6,4.33E+06,35.872,3.67E+05,,
050718Xim_WT_BC6,193,TE,I,5287,506.38,253.98,113.1,377.94,2.00E+06,156.85,8.29E+05,20.719,1.10E+05,498.53,2.64E+06,42.007,2.22E+05,,
050718Xim_WT_BC6,194,TE,I,5708,83.221,394.58,112.46,374.5,2.14E+06,219.49,1.25E+06,20.055,1.14E+05,389.01,2.22E+06,75.552,4.31E+05,,
050718Xim_WT_BC6,195,TE,I,6262,120.36,429.89,112.21,368.16,2.31E+06,205.49,1.29E+06,20.327,1.27E+05,402.01,2.52E+06,58.041,3.63E+05,,
050718Xim_WT_BC6,196,TE,I,4231,211.79,470.25,113.65,553.67,2.34E+06,368.44,1.56E+06,25.986,1.10E+05,401.12,1.70E+06,73.754,3.12E+05,,
050718Xim_WT_BC6,197,TE,I,6002,427.2,414.41,117.21,398.64,2.39E+06,164.13,9.85E+05,19.786,1.19E+05,459.86,2.76E+06,43.281,2.60E+05,,
050718Xim_WT_BC6,198,TE,I,6617,211.26,46.929,118.92,283.25,1.87E+06,20.032,1.33E+05,14.328,94810,390.36,2.58E+06,63.169,4.18E+05,,
050718Xim_WT_BC6,199,TE,I,4973,77.067,121.64,120.65,263.39,1.31E+06,17.048,84778,13.627,67766,409.04,2.03E+06,49.222,2.45E+05,,
050718Xim_WT_BC6,200,TE,I,4837,46.986,175.04,120.96,208.33,1.01E+06,18.222,88142,13.166,63686,371.59,1.80E+06,41.814,2.02E+05,,
050718Xim_WT_BC6,201,TE,I,9122,71.522,287.08,123.01,185.18,1.69E+06,151.6,1.38E+06,17.199,1.57E+05,394.48,3.60E+06,34.144,3.11E+05,,
050718Xim_WT_BC6,202,TE,I,8165,478.94,342.9,122.04,275.91,2.25E+06,83.876,6.85E+05,17.011,1.39E+05,458.12,3.74E+06,65.137,5.32E+05,,
050718Xim_WT_BC6,203,TE,I,8083,118.16,94.75,123.9,338.45,2.74E+06,17.992,1.45E+05,13.647,1.10E+05,396.91,3.21E+06,64.562,5.22E+05,,
050718Xim_WT_BC6,204,TE,I,9199,458.9,130.99,125.05,324.26,2.98E+06,19.748,1.82E+05,16.221,1.49E+05,416.92,3.84E+06,63.718,5.86E+05,,
050718Xim_WT_BC6,205,TE,I,7001,54.581,246.74,123.18,126.19,8.83E+05,18.279,1.28E+05,13.669,95695,406.73,2.85E+06,39.408,2.76E+05,,
050718Xim_WT_BC6,206,TE,I,4100,500.9,290.54,124.42,400.84,1.64E+06,92.468,3.79E+05,18.351,75241,388.42,1.59E+06,49.03,2.01E+05,,
050718Xim_WT_BC6,207,TE,I,6999,444.78,388.53,127.26,244.78,1.71E+06,71.729,5.02E+05,17.017,1.19E+05,451.07,3.16E+06,37.229,2.61E+05,,
050718Xim_WT_BC6,208,TE,I,6246,389.34,443.31,125.44,293.02,1.83E+06,96.357,6.02E+05,17.267,1.08E+05,420.5,2.63E+06,46.596,2.91E+05,,
050718Xim_WT_BC6,208.2,TE,I,6246,121,179,125.44,293.02,1.83E+06,96.357,6.02E+05,17.267,1.08E+05,420.5,2.63E+06,46.596,2.91E+05,,
050718Xim_WT_BC6,209,TE,I,6300,164.71,453.71,124.52,287.95,1.81E+06,210.27,1.32E+06,20.933,1.32E+05,383.83,2.42E+06,51.679,3.26E+05,,
050718Xim_WT_BC6,209.2,TE,I,6300,120,209,124.52,287.95,1.81E+06,210.27,1.32E+06,20.933,1.32E+05,383.83,2.42E+06,51.679,3.26E+05,,
050718Xim_WT_BC6,210,TE,I,5545,326.63,467.05,128.12,385.38,2.14E+06,103.1,5.72E+05,16.929,93873,465.97,2.58E+06,40.61,2.25E+05,,
050718Xim_WT_BC6,210.2,TE,I,5545,152,205,128.12,385.38,2.14E+06,103.1,5.72E+05,16.929,93873,465.97,2.58E+06,40.61,2.25E+05,,
050718Xim_WT_BC6,211,TE,I,5024,242,473.73,126.18,372.4,1.87E+06,398.51,2.00E+06,36.073,1.81E+05,404.5,2.03E+06,97.845,4.92E+05,,
050718Xim_WT_BC6,211.2,TE,I,5024,173,177,126.18,372.4,1.87E+06,398.51,2.00E+06,36.073,1.81E+05,404.5,2.03E+06,97.845,4.92E+05,,
050718Xim_WT_BC6,212,TE,I,5661,415.74,103.08,130.19,280.77,1.59E+06,19.921,1.13E+05,14.619,82757,466.31,2.64E+06,37.377,2.12E+05,,
050718Xim_WT_BC6,212.2,TE,I,5661,189,123,130.19,280.77,1.59E+06,19.921,1.13E+05,14.619,82757,466.31,2.64E+06,37.377,2.12E+05,,
050718Xim_WT_BC6,213,TE,I,3811,276.71,474.21,130.08,454.89,1.73E+06,472.89,1.80E+06,39.285,1.50E+05,417.59,1.59E+06,111.53,4.25E+05,,
050718Xim_WT_BC6,213.2,TE,I,3811,210,318,130.08,454.89,1.73E+06,472.89,1.80E+06,39.285,1.50E+05,417.59,1.59E+06,111.53,4.25E+05,,
050718Xim_WT_BC6,214,TE,I,7794,503.53,248.49,131.08,426.84,3.33E+06,204.58,1.59E+06,21.429,1.67E+05,380.63,2.97E+06,41.332,3.22E+05,,
050718Xim_WT_BC6,214.2,TE,I,7794,235,170,131.08,426.84,3.33E+06,204.58,1.59E+06,21.429,1.67E+05,380.63,2.97E+06,41.332,3.22E+05,,
050718Xim_WT_BC6,215,TE,I,6804,84.893,332.39,132.23,162.66,1.11E+06,132.22,9.00E+05,16.392,1.12E+05,470.15,3.20E+06,30.854,2.10E+05,,
050718Xim_WT_BC6,215.2,TE,I,6804,189,236,132.23,162.66,1.11E+06,132.22,9.00E+05,16.392,1.12E+05,470.15,3.20E+06,30.854,2.10E+05,,
050718Xim_WT_BC6,216,TE,I,6865,131.21,426.24,131.18,249.83,1.72E+06,181.52,1.25E+06,19.537,1.34E+05,397.11,2.73E+06,55.078,3.78E+05,,
050718Xim_WT_BC6,216.2,TE,I,6865,232,216,131.18,249.83,1.72E+06,181.52,1.25E+06,19.537,1.34E+05,397.11,2.73E+06,55.078,3.78E+05,,
050718Xim_WT_BC6,217,TE,I,6209,155.5,83.987,132.52,220.88,1.37E+06,17.958,1.12E+05,13.787,85601,429.42,2.67E+06,49.157,3.05E+05,,
050718Xim_WT_BC6,217.2,TE,I,6209,289,193,132.52,220.88,1.37E+06,17.958,1.12E+05,13.787,85601,429.42,2.67E+06,49.157,3.05E+05,,
050718Xim_WT_BC6,218,TE,I,5764,96.061,389.71,132.31,242.89,1.40E+06,169.56,9.77E+05,18.501,1.07E+05,473.44,2.73E+06,42.48,2.45E+05,,
050718Xim_WT_BC6,218.2,TE,I,5764,319,168,132.31,242.89,1.40E+06,169.56,9.77E+05,18.501,1.07E+05,473.44,2.73E+06,42.48,2.45E+05,,
050718Xim_WT_BC6,219,TE,I,6953,180.81,80.699,140.71,213.75,1.49E+06,18.877,1.31E+05,14.591,1.01E+05,458.91,3.19E+06,42.666,2.97E+05,,
050718Xim_WT_BC6,219.2,TE,I,6953,282,140,140.71,213.75,1.49E+06,18.877,1.31E+05,14.591,1.01E+05,458.91,3.19E+06,42.666,2.97E+05,,
050718Xim_WT_BC6,220,TE,I,7539,63.001,173.63,138.84,144.01,1.09E+06,16.834,1.27E+05,13.159,99202,440.86,3.32E+06,48.522,3.66E+05,,
050718Xim_WT_BC6,220.2,TE,I,7539,271,113,138.84,144.01,1.09E+06,16.834,1.27E+05,13.159,99202,440.86,3.32E+06,48.522,3.66E+05,,
050718Xim_WT_BC6,221,TE,I,8375,480.04,186.56,138.77,265.52,2.22E+06,18.436,1.54E+05,14.715,1.23E+05,407.49,3.41E+06,36.954,3.09E+05,,
050718Xim_WT_BC6,221.2,TE,I,8375,396,171,138.77,265.52,2.22E+06,18.436,1.54E+05,14.715,1.23E+05,407.49,3.41E+06,36.954,3.09E+05,,
050718Xim_WT_BC6,222.2,TE,I,4200,366,193,140.98,225.08,9.45E+05,184.03,7.73E+05,19.238,80800,515.4,2.16E+06,49.652,2.09E+05,,
050718Xim_WT_BC6,223,TE,I,4200,94.363,363.88,140.98,225.08,9.45E+05,184.03,7.73E+05,19.238,80800,515.4,2.16E+06,49.652,2.09E+05,,
050718Xim_WT_BC6,223.2,TE,I,9948,329,229,144.66,281.98,2.81E+06,18.381,1.83E+05,14.756,1.47E+05,489.3,4.87E+06,32.502,3.23E+05,,
050718Xim_WT_BC6,224,TE,I,9948,307.4,75.477,144.66,281.98,2.81E+06,18.381,1.83E+05,14.756,1.47E+05,489.3,4.87E+06,32.502,3.23E+05,,
050718Xim_WT_BC6,224.2,TE,I,5029,272,237,142.67,243.76,1.23E+06,59.842,3.01E+05,15.889,79904,393.15,1.98E+06,34.919,1.76E+05,,
050718Xim_WT_BC6,225,TE,I,5029,488.48,324.61,142.67,243.76,1.23E+06,59.842,3.01E+05,15.889,79904,393.15,1.98E+06,34.919,1.76E+05,,
050718Xim_WT_BC6,225.2,TE,I,6083,300,272,144.3,255.85,1.56E+06,17.927,1.09E+05,13.748,83627,431.6,2.63E+06,30.352,1.85E+05,,
050718Xim_WT_BC6,226,TE,I,6083,373.86,81.19,144.3,255.85,1.56E+06,17.927,1.09E+05,13.748,83627,431.6,2.63E+06,30.352,1.85E+05,,
050718Xim_WT_BC6,226.2,TE,I,5460,277,279,143.43,215.65,1.18E+06,79.876,4.36E+05,16.629,90793,399.9,2.18E+06,50.715,2.77E+05,,
050718Xim_WT_BC6,227,TE,I,5460,464.5,352.47,143.43,215.65,1.18E+06,79.876,4.36E+05,16.629,90793,399.9,2.18E+06,50.715,2.77E+05,,
050718Xim_WT_BC6,227.2,TE,I,5785,229,281,145.77,261.62,1.51E+06,145.45,8.41E+05,18.294,1.06E+05,484.99,2.81E+06,31.882,1.84E+05,,
050718Xim_WT_BC6,228,TE,I,5785,204.02,448.33,145.77,261.62,1.51E+06,145.45,8.41E+05,18.294,1.06E+05,484.99,2.81E+06,31.882,1.84E+05,,
050718Xim_WT_BC6,228.2,TE,I,7512,177,314,147.64,307.64,2.31E+06,17.635,1.32E+05,17.46,1.31E+05,467.47,3.51E+06,44.32,3.33E+05,,
050718Xim_WT_BC6,229,TE,I,7512,428.13,124.48,147.64,307.64,2.31E+06,17.635,1.32E+05,17.46,1.31E+05,467.47,3.51E+06,44.32,3.33E+05,,
050718Xim_WT_BC6,229.2,TE,I,7242,223,318,147.29,184.99,1.34E+06,166.77,1.21E+06,17.793,1.29E+05,420.89,3.05E+06,30.628,2.22E+05,,
050718Xim_WT_BC6,230,TE,I,7242,75.56,231.63,147.29,184.99,1.34E+06,166.77,1.21E+06,17.793,1.29E+05,420.89,3.05E+06,30.628,2.22E+05,,
050718Xim_WT_BC6,230.2,TE,I,5411,223,360,146.68,272.89,1.48E+06,350.31,1.90E+06,23.89,1.29E+05,431.51,2.33E+06,44.548,2.41E+05,,
050718Xim_WT_BC6,231,TE,I,5411,352.04,445.28,146.68,272.89,1.48E+06,350.31,1.90E+06,23.89,1.29E+05,431.51,2.33E+06,44.548,2.41E+05,,
050718Xim_WT_BC6,231.2,TE,I,5844,191,392,149.49,181.86,1.06E+06,16.762,97956,13.872,81068,471.7,2.76E+06,58.686,3.43E+05,,
050718Xim_WT_BC6,232,TE,I,5844,118.57,128.01,149.49,181.86,1.06E+06,16.762,97956,13.872,81068,471.7,2.76E+06,58.686,3.43E+05,,
050718Xim_WT_BC6,232.2,TE,I,10129,268,383,152.98,243.59,2.47E+06,153.52,1.56E+06,18.223,1.85E+05,487.97,4.94E+06,32.122,3.25E+05,,
050718Xim_WT_BC6,233,TE,I,10129,155.08,421.73,152.98,243.59,2.47E+06,153.52,1.56E+06,18.223,1.85E+05,487.97,4.94E+06,32.122,3.25E+05,,
050718Xim_WT_BC6,233.2,TE,I,5941,308,366,151.11,166.5,9.89E+05,147.26,8.75E+05,17.202,1.02E+05,419.12,2.49E+06,39.005,2.32E+05,,
050718Xim_WT_BC6,234,TE,I,5941,93.275,266.06,151.11,166.5,9.89E+05,147.26,8.75E+05,17.202,1.02E+05,419.12,2.49E+06,39.005,2.32E+05,,
050718Xim_WT_BC6,234.2,TE,I,5786,273,333,151.48,260.57,1.51E+06,177.33,1.03E+06,18.341,1.06E+05,471.22,2.73E+06,30.551,1.77E+05,,
050718Xim_WT_BC6,235,TE,I,5786,252.39,454.14,151.48,260.57,1.51E+06,177.33,1.03E+06,18.341,1.06E+05,471.22,2.73E+06,30.551,1.77E+05,,
050718Xim_WT_BC6,235.2,TE,I,5157,327,317,151.86,196.2,1.01E+06,188.77,9.74E+05,18.86,97261,438.54,2.26E+06,55.243,2.85E+05,,
050718Xim_WT_BC6,236,TE,I,5157,99.798,306.05,151.86,196.2,1.01E+06,188.77,9.74E+05,18.86,97261,438.54,2.26E+06,55.243,2.85E+05,,
050718Xim_WT_BC6,236.2,TE,I,10119,372,317,154.53,267.04,2.70E+06,51.847,5.25E+05,14.758,1.49E+05,479.07,4.85E+06,30.935,3.13E+05,,
050718Xim_WT_BC6,237,TE,I,10119,391.17,414.76,154.53,267.04,2.70E+06,51.847,5.25E+05,14.758,1.49E+05,479.07,4.85E+06,30.935,3.13E+05,,
050718Xim_WT_BC6,237.2,TE,I,7886,350,275,156.17,203.86,1.61E+06,18.162,1.43E+05,14.833,1.17E+05,484.26,3.82E+06,45.294,3.57E+05,,
050718Xim_WT_BC6,238,TE,I,7886,188.74,95.865,156.17,203.86,1.61E+06,18.162,1.43E+05,14.833,1.17E+05,484.26,3.82E+06,45.294,3.57E+05,,
050718Xim_WT_BC6,238.2,TE,I,7684,375,246,156.92,195.05,1.50E+06,17.544,1.35E+05,13.425,1.03E+05,502.24,3.86E+06,27.661,2.13E+05,,
050718Xim_WT_BC6,239,TE,I,7684,252.65,84.126,156.92,195.05,1.50E+06,17.544,1.35E+05,13.425,1.03E+05,502.24,3.86E+06,27.661,2.13E+05,,
050718Xim_WT_BC6,239.2,TE,I,9476,410,214,157.37,156.15,1.48E+06,155.99,1.48E+06,16.992,1.61E+05,517.85,4.91E+06,32.75,3.10E+05,,
050718Xim_WT_BC6,240,TE,I,9476,127.53,373.53,157.37,156.15,1.48E+06,155.99,1.48E+06,16.992,1.61E+05,517.85,4.91E+06,32.75,3.10E+05,,
050718Xim_WT_BC6,240.2,TE,I,6921,414,258,157.12,160.09,1.11E+06,15.754,1.09E+05,13.416,92853,464.78,3.22E+06,42.515,2.94E+05,,
050718Xim_WT_BC6,241,TE,I,6921,81.87,173.17,157.12,160.09,1.11E+06,15.754,1.09E+05,13.416,92853,464.78,3.22E+06,42.515,2.94E+05,,
050718Xim_WT_BC6,241.2,TE,I,8076,406,305,157.88,175.77,1.42E+06,117.55,9.49E+05,17.104,1.38E+05,513.67,4.15E+06,31.81,2.57E+05,,
050718Xim_WT_BC6,242,TE,I,8076,474.31,230.64,157.88,175.77,1.42E+06,117.55,9.49E+05,17.104,1.38E+05,513.67,4.15E+06,31.81,2.57E+05,,
050718Xim_WT_BC6,242.2,TE,I,10480,375,361,157.86,244.76,2.57E+06,143.63,1.51E+06,18.094,1.90E+05,461.4,4.84E+06,40.044,4.20E+05,,
050718Xim_WT_BC6,243,TE,I,10480,429.98,369.59,157.86,244.76,2.57E+06,143.63,1.51E+06,18.094,1.90E+05,461.4,4.84E+06,40.044,4.20E+05,,
050718Xim_WT_BC6,243.2,TE,I,13599,333,403,158.5,221.93,3.02E+06,75.461,1.03E+06,16.768,2.28E+05,477.26,6.49E+06,34.789,4.73E+05,,
050718Xim_WT_BC6,244,TE,I,13599,478.29,290.9,158.5,221.93,3.02E+06,75.461,1.03E+06,16.768,2.28E+05,477.26,6.49E+06,34.789,4.73E+05,,
050718Xim_WT_BC6,244.2,TE,I,7428,280,422,158.45,445.79,3.31E+06,469.78,3.49E+06,26.618,1.98E+05,492.22,3.66E+06,46.298,3.44E+05,,
050718Xim_WT_BC6,245.2,TE,I,9807,231,418,161.08,268.08,2.63E+06,17.082,1.68E+05,14.986,1.47E+05,501.59,4.92E+06,31.221,3.06E+05,,
050718Xim_WT_BC6,246,TE,M,7428,311.06,447.38,158.45,445.79,3.31E+06,469.78,3.49E+06,26.618,1.98E+05,492.22,3.66E+06,46.298,3.44E+05,,
050718Xim_WT_BC6,246.2,TE,I,4381,442,301,163.32,206.24,9.04E+05,77.917,3.41E+05,16.002,70104,505.65,2.22E+06,39.957,1.75E+05,,
050718Xim_WT_BC6,247,TE,I,9807,440.75,175.06,161.08,268.08,2.63E+06,17.082,1.68E+05,14.986,1.47E+05,501.59,4.92E+06,31.221,3.06E+05,,
050718Xim_WT_BC6,247.2,TE,I,3948,450,240,163.32,292.93,1.16E+06,17.839,70430,15.103,59625,497.03,1.96E+06,47.374,1.87E+05,,
050718Xim_WT_BC6,248,TE,I,4381,332.52,100.75,163.32,206.24,9.04E+05,77.917,3.41E+05,16.002,70104,505.65,2.22E+06,39.957,1.75E+05,,
050718Xim_WT_BC6,248.2,TE,I,5068,127,278,163.09,153.51,7.78E+05,59.818,3.03E+05,14.795,74979,494.69,2.51E+06,37.11,1.88E+05,,
050718Xim_WT_BC6,249,TE,I,3948,222.46,104.39,163.32,292.93,1.16E+06,17.839,70430,15.103,59625,497.03,1.96E+06,47.374,1.87E+05,,
050718Xim_WT_BC6,249.2,TE,I,3785,133,313,164.17,138.78,5.25E+05,14.936,56533,12.9,48828,502.26,1.90E+06,38.485,1.46E+05,,
050718Xim_WT_BC6,250,TE,I,5068,149.52,129.49,163.09,153.51,7.78E+05,59.818,3.03E+05,14.795,74979,494.69,2.51E+06,37.11,1.88E+05,,
050718Xim_WT_BC6,250.2,TE,I,3899,147,248,164.1,129.34,5.04E+05,117.33,4.57E+05,16.779,65420,458.32,1.79E+06,39.892,1.56E+05,,
050718Xim_WT_BC6,251,TE,I,3785,106.65,158.98,164.17,138.78,5.25E+05,14.936,56533,12.9,48828,502.26,1.90E+06,38.485,1.46E+05,,
050718Xim_WT_BC6,251.2,TE,I,1419,156,276,165.41,129.54,1.84E+05,93.839,1.33E+05,16.035,22754,518.43,7.36E+05,27.844,39511,,
050718Xim_WT_BC6,252,TE,I,3899,89.205,232.18,164.1,129.34,5.04E+05,117.33,4.57E+05,16.779,65420,458.32,1.79E+06,39.892,1.56E+05,,
