 Embryo Id, Cell ID, Size,Identity, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
042617Xim_G6_AQ3,1,9650,TE,222.34,230.78,5.4215,2278,2.20E+07,175.59,1.69E+06,130.51,1.26E+06,998.78,9.64E+06,400.34,3.86E+06,
042617Xim_G6_AQ3,2,9188,TE,293.74,227.65,6.8247,2343.1,2.15E+07,3379.3,3.10E+07,263.62,2.42E+06,1015.5,9.33E+06,1130.2,1.04E+07,
042617Xim_G6_AQ3,3,8568,TE,284.1,272.26,6.9303,2506.7,2.15E+07,3373.7,2.89E+07,188.47,1.61E+06,1011.9,8.67E+06,891.63,7.64E+06,
042617Xim_G6_AQ3,4,10465,TE,260.73,307.12,5.9778,2267.9,2.37E+07,3289.5,3.44E+07,209.23,2.19E+06,994.65,1.04E+07,886.62,9.28E+06,
042617Xim_G6_AQ3,5,14784,TE,172.47,290.84,8.9922,2189.1,3.24E+07,143.8,2.13E+06,91.455,1.35E+06,999.42,1.48E+07,290.42,4.29E+06,
042617Xim_G6_AQ3,6,10595,ICM,217.24,297.52,8.2111,1694.2,1.80E+07,170.03,1.80E+06,333.9,3.54E+06,1010.3,1.07E+07,110.67,1.17E+06,
042617Xim_G6_AQ3,7,10323,TE,212.93,335.95,9.8047,2326.1,2.40E+07,161.02,1.66E+06,110.29,1.14E+06,1069.1,1.10E+07,342.45,3.54E+06,
042617Xim_G6_AQ3,9,8882,TE,339.36,296.82,9.974,2190.2,1.95E+07,3278.7,2.91E+07,185.18,1.64E+06,963.18,8.56E+06,675.74,6.00E+06,
042617Xim_G6_AQ3,10,8218,TE,308.54,323.09,11.423,1994.2,1.64E+07,174.32,1.43E+06,623.61,5.12E+06,993.77,8.17E+06,214.47,1.76E+06,
042617Xim_G6_AQ3,11,10290,TE,345.88,249.49,10.512,1810.6,1.86E+07,2966.6,3.05E+07,143.68,1.48E+06,1031.1,1.06E+07,675.18,6.95E+06,
042617Xim_G6_AQ3,12,22492,ICM,205.44,207.12,12.689,2390.6,5.38E+07,167.7,3.77E+06,488.49,1.10E+07,1072.4,2.41E+07,127.86,2.88E+06,
042617Xim_G6_AQ3,14,7300,ICM,180.8,243.96,13.988,1919.3,1.40E+07,175.97,1.28E+06,407.17,2.97E+06,1015.9,7.42E+06,120.06,8.76E+05,
042617Xim_G6_AQ3,16,8030,TE,301.33,158.1,17.967,2262.2,1.82E+07,3101.5,2.49E+07,170.44,1.37E+06,1067.6,8.57E+06,800.6,6.43E+06,
042617Xim_G6_AQ3,17,9720,TE,140.32,273.66,17.945,2779.3,2.70E+07,94.594,9.19E+05,49.749,4.84E+05,1151.7,1.12E+07,126.77,1.23E+06,
042617Xim_G6_AQ3,18,15546,ICM,275.38,348.82,18.917,1730.5,2.69E+07,145.49,2.26E+06,798.19,1.24E+07,996.53,1.55E+07,197.03,3.06E+06,
042617Xim_G6_AQ3,19,7240,TE,294.07,290.13,16.853,1492.6,1.08E+07,2184.4,1.58E+07,106.39,7.70E+05,971.95,7.04E+06,1258.8,9.11E+06,
042617Xim_G6_AQ3,23,8564,ICM,249.08,322.64,20.709,1366.6,1.17E+07,142.47,1.22E+06,445.72,3.82E+06,968.82,8.30E+06,107.05,9.17E+05,
042617Xim_G6_AQ3,24,13966,TE,138.02,205.32,24.815,3075.8,4.30E+07,83.92,1.17E+06,127.42,1.78E+06,1040.5,1.45E+07,90.645,1.27E+06,
042617Xim_G6_AQ3,25,9814,TE,350.3,332.77,21.846,1695,1.66E+07,3038.1,2.98E+07,146.59,1.44E+06,1021.6,1.00E+07,398.71,3.91E+06,
042617Xim_G6_AQ3,26,8415,TE,309.48,366.37,22.443,1392.6,1.17E+07,134.43,1.13E+06,379.17,3.19E+06,1135.1,9.55E+06,145.79,1.23E+06,
042617Xim_G6_AQ3,27,26423,TE,258.81,148.1,26.612,2073.6,5.48E+07,2656.5,7.02E+07,112.18,2.96E+06,1026.8,2.71E+07,559.89,1.48E+07,
042617Xim_G6_AQ3,27.2,26423,TE,264,145,30,1992.509,,2654.452,,108.469,,962.586,,590.553,,
042617Xim_G6_AQ3,28,10007,TE,379.05,230.65,23.405,1880.7,1.88E+07,1983.9,1.99E+07,112.7,1.13E+06,950.06,9.51E+06,545.92,5.46E+06,
042617Xim_G6_AQ3,29,8090,TE,232.8,362.15,23.823,2346.3,1.90E+07,89.629,7.25E+05,178.39,1.44E+06,1061.2,8.59E+06,90.164,7.29E+05,
042617Xim_G6_AQ3,30,5416,ICM,205.32,246.17,22.085,1953.6,1.06E+07,94.812,5.14E+05,203.96,1.10E+06,1040.5,5.64E+06,79.482,4.30E+05,
042617Xim_G6_AQ3,30.2,5416,ICM,194,274,23,1087.321,,76.386,,231.432,,1002.978,,77.368,,
042617Xim_G6_AQ3,31,3033,ICM,174.13,288.63,20.265,1621.9,4.92E+06,89.285,2.71E+05,216.99,6.58E+05,945.5,2.87E+06,148.26,4.50E+05,
042617Xim_G6_AQ3,32,14133,ICM,232.18,296.8,23.422,1296.5,1.83E+07,104.38,1.48E+06,168.35,2.38E+06,1052,1.49E+07,77.603,1.10E+06,
042617Xim_G6_AQ3,33,20555,TE,353.95,175.86,28.154,2239.3,4.60E+07,2941.1,6.05E+07,116.87,2.40E+06,1048,2.15E+07,611.27,1.26E+07,
042617Xim_G6_AQ3,34,17913,ICM,203.02,215.81,24.67,1914,3.43E+07,111.22,1.99E+06,325.23,5.83E+06,1016.7,1.82E+07,105.08,1.88E+06,
042617Xim_G6_AQ3,35,9307,TE,383.87,284.4,28.116,1670.7,1.56E+07,2515.3,2.34E+07,125.4,1.17E+06,1094.7,1.02E+07,415.7,3.87E+06,
