 Embryo Id, Cell ID, Size,Identity, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
020817Xim_WT_AI18,1,8039,TE,246.16,269.38,3.0245,2531.4,2.04E+07,137.93,1.11E+06,62.358,5.01E+05,337.95,2.72E+06,536.57,4.31E+06,
020817Xim_WT_AI18,2,7097,TE,191.62,241.58,5.3882,2580.6,1.83E+07,3606.2,2.56E+07,237.56,1.69E+06,313.11,2.22E+06,1134,8.05E+06,
020817Xim_WT_AI18,3,7657,TE,229.15,186.62,7.3298,2664.6,2.04E+07,3444.7,2.64E+07,228.5,1.75E+06,312,2.39E+06,926.33,7.09E+06,
020817Xim_WT_AI18,4,8746,TE,277.81,190.6,8.0418,2377.1,2.08E+07,97.36,8.52E+05,51.697,4.52E+05,332.39,2.91E+06,535.08,4.68E+06,
020817Xim_WT_AI18,5,6167,ICM,163.57,263.66,7.2676,2509.6,1.55E+07,3544.7,2.19E+07,193.88,1.20E+06,313.5,1.93E+06,621.03,3.83E+06,
020817Xim_WT_AI18,6,8619,TE,297.36,310.56,6.6775,2230.1,1.92E+07,108.66,9.37E+05,61.651,5.31E+05,328.88,2.83E+06,383.05,3.30E+06,
020817Xim_WT_AI18,7,8765,TE,205,333.42,8.8889,2415.4,2.12E+07,95.892,8.40E+05,58.252,5.11E+05,329.91,2.89E+06,654.15,5.73E+06,
020817Xim_WT_AI18,8,6440,TE,253.94,356.31,9.4158,2753.7,1.77E+07,77.247,4.97E+05,33.605,2.16E+05,309.65,1.99E+06,141.95,9.14E+05,
020817Xim_WT_AI18,9,8432,TE,335.93,245.48,10.749,2462.7,2.08E+07,102.46,8.64E+05,53.273,4.49E+05,321.78,2.71E+06,441.07,3.72E+06,
020817Xim_WT_AI18,10,6586,ICM,163.43,302.03,10.618,2161.4,1.42E+07,3397.1,2.24E+07,180.35,1.19E+06,336.96,2.22E+06,671.51,4.42E+06,
020817Xim_WT_AI18,11,16313,TE,113,270,12,2447.536,,3838.204,,242.283,,311.864,,710.813,,
020817Xim_WT_AI18,11.2,16313,ICM,126,281,17,2102.444,,2314.759,,705.629,,288.121,,338.991,,
020817Xim_WT_AI18,12,12914,ICM,151.62,233.57,15.988,2009.8,2.60E+07,3267.4,4.22E+07,155.6,2.01E+06,325.77,4.21E+06,1397.9,1.81E+07,
020817Xim_WT_AI18,13,13193,TE,199.32,156.98,19.338,2573.6,3.40E+07,3464.8,4.57E+07,140.47,1.85E+06,327.42,4.32E+06,430.44,5.68E+06,
020817Xim_WT_AI18,14,6628,TE,361.06,238.73,18.054,2659.7,1.76E+07,100.72,6.68E+05,49.942,3.31E+05,352.95,2.34E+06,423.93,2.81E+06,
020817Xim_WT_AI18,15,4816,TE,305.47,365.62,18.43,3273.6,1.58E+07,70.673,3.40E+05,31.01,1.49E+05,322.52,1.55E+06,114.7,5.52E+05,
020817Xim_WT_AI18,16,14937,TE,122.5,201.75,23.229,2032.9,3.04E+07,3730,5.57E+07,192.47,2.87E+06,332.48,4.97E+06,572.91,8.56E+06,
020817Xim_WT_AI18,17,19584,ICM,132.52,317.52,26.276,1317.6,2.58E+07,1772.2,3.47E+07,351.19,6.88E+06,300.26,5.88E+06,590.14,1.16E+07,
020817Xim_WT_AI18,18,7139,TE,354.84,323.77,20.695,2418.5,1.73E+07,98.937,7.06E+05,58.286,4.16E+05,326.01,2.33E+06,424,3.03E+06,
020817Xim_WT_AI18,19,4961,TE,236.35,383.4,21.517,2205.1,1.09E+07,86.519,4.29E+05,48.079,2.39E+05,314.48,1.56E+06,463.01,2.30E+06,
020817Xim_WT_AI18,20,11894,ICM,110.28,237.11,23.128,1861.3,2.21E+07,3292.9,3.92E+07,788.76,9.38E+06,315.09,3.75E+06,226.75,2.70E+06,
020817Xim_WT_AI18,21,10195,TE,146.92,356.81,24.673,1585.2,1.62E+07,103,1.05E+06,47.109,4.80E+05,304.42,3.10E+06,410.98,4.19E+06,
