 Embryo Id, Cell ID, Size,Identity, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
012017Xim_G6_AF15,1,5226,TE,260.26,294.5,4.5159,2858.7,1.49E+07,613.26,3.20E+06,79.3,4.14E+05,641.26,3.35E+06,339.58,1.77E+06,
012017Xim_G6_AF15,2,4951,TE,212.96,289.84,4.4391,2955.2,1.46E+07,638.05,3.16E+06,86.391,4.28E+05,639.03,3.16E+06,382.06,1.89E+06,
012017Xim_G6_AF15,3,10326,TE,188.44,236.25,5.6192,3186.6,3.29E+07,802.99,8.29E+06,140.51,1.45E+06,565.25,5.84E+06,377.29,3.90E+06,
012017Xim_G6_AF15,4,11489,TE,284.45,238.26,5.5881,2631,3.02E+07,667.35,7.67E+06,98.601,1.13E+06,632.88,7.27E+06,319.35,3.67E+06,
012017Xim_G6_AF15,5,12645,TE,330.56,303.33,6.6326,2113.2,2.67E+07,559.53,7.08E+06,82.799,1.05E+06,616.92,7.80E+06,262.02,3.31E+06,
012017Xim_G6_AF15,6,13433,TE,158.79,252.88,9.5821,2728.3,3.67E+07,562.17,7.55E+06,243.42,3.27E+06,587.26,7.89E+06,626.92,8.42E+06,
012017Xim_G6_AF15,6.2,13433,ICM,158.79,252.88,9.5821,3079.57,3.67E+07,249.232,7.55E+06,456.064,3.27E+06,578.027,7.89E+06,1280.625,8.42E+06,
012017Xim_G6_AF15,7,11949,TE,250.6,184.41,9.0278,2156.8,2.58E+07,619.05,7.40E+06,125.04,1.49E+06,616.6,7.37E+06,490.66,5.86E+06,
012017Xim_G6_AF15,9,9408,TE,356.62,243.71,9.3605,2255.2,2.12E+07,601.98,5.66E+06,142.11,1.34E+06,608.59,5.73E+06,495.42,4.66E+06,
012017Xim_G6_AF15,10,8440,TE,296.77,327.25,9.266,2598.3,2.19E+07,687.37,5.80E+06,242.11,2.04E+06,626.98,5.29E+06,762.29,6.43E+06,
012017Xim_G6_AF15,12,6883,ICM,183.21,266.42,10.979,2522.2,1.74E+07,387.48,2.67E+06,759.98,5.23E+06,514.84,3.54E+06,827.76,5.70E+06,
012017Xim_G6_AF15,13,15709,TE,141,303,9,3087.907,,934.05,,118.979,,597.527,,258.574,,
012017Xim_G6_AF15,13.2,15709,ICM,142,306,17,2543.978,,67.379,,657.278,,634.519,,351.819,,
012017Xim_G6_AF15,15,14265,TE,127.63,202.01,15.266,2658.7,3.79E+07,543.23,7.75E+06,227.89,3.25E+06,639.89,9.13E+06,274.14,3.91E+06,
012017Xim_G6_AF15,15.2,14265,ICM,130,201,13,2249.331,,85.951,,1237.657,,549.108,,353.707,,
012017Xim_G6_AF15,16,3954,ICM,121.33,246.01,11.608,2162,8.55E+06,33.48,1.32E+05,1257.5,4.97E+06,536.16,2.12E+06,187.1,7.40E+05,
012017Xim_G6_AF15,17,5897,TE,193.42,317.36,11.927,2220.2,1.31E+07,786.24,4.64E+06,209.84,1.24E+06,632.26,3.73E+06,827.93,4.88E+06,
012017Xim_G6_AF15,18,6275,TE,234.61,332.14,14.062,2101.6,1.32E+07,678.56,4.26E+06,168.43,1.06E+06,576.02,3.61E+06,678.2,4.26E+06,
012017Xim_G6_AF15,19,11039,TE,197.81,184.37,15.429,2468.9,2.73E+07,596.67,6.59E+06,130.59,1.44E+06,622.05,6.87E+06,508.17,5.61E+06,
012017Xim_G6_AF15,20,4605,ICM,130.14,271.91,16.461,2354.6,1.08E+07,31.677,1.46E+05,725.45,3.34E+06,571.11,2.63E+06,358.72,1.65E+06,
012017Xim_G6_AF15,20.2,4605,ICM,132,284,21,1705.538,,29.457,,552.408,,573.926,,298.969,,
012017Xim_G6_AF15,21,2549,ICM,170.85,292.78,14.963,2077.3,5.30E+06,35.005,89227,1410.2,3.59E+06,633.42,1.61E+06,559.01,1.42E+06,
012017Xim_G6_AF15,21.2,2549,ICM,167,292,19,1399.29,,33.042,,549.884,,619.176,,930.81,,
012017Xim_G6_AF15,22,6688,TE,331.71,178.16,17.919,2328.3,1.56E+07,662.4,4.43E+06,108.36,7.25E+05,604.39,4.04E+06,401.68,2.69E+06,
012017Xim_G6_AF15,24,8967,TE,296.88,354.75,17.954,1795.6,1.61E+07,426.53,3.82E+06,168.05,1.51E+06,592.15,5.31E+06,408.85,3.67E+06,
012017Xim_G6_AF15,25,8066,TE,365.65,330.13,18.528,2065.1,1.67E+07,488.84,3.94E+06,152.05,1.23E+06,584.83,4.72E+06,500.91,4.04E+06,
012017Xim_G6_AF15,26,7254,ICM,112.42,264.87,21.061,2095.2,1.52E+07,25.408,1.84E+05,819.1,5.94E+06,603.08,4.37E+06,186.72,1.35E+06,
012017Xim_G6_AF15,26.2,7254,ICM,119,279,29,1186.904,,21.955,,363.811,,660.112,,907.947,,
012017Xim_G6_AF15,27,6589,TE,85.332,283.06,21.203,2314.6,1.53E+07,633.25,4.17E+06,101.4,6.68E+05,603.56,3.98E+06,182.63,1.20E+06,
012017Xim_G6_AF15,28,8193,TE,395.98,286.49,21.865,1560.5,1.28E+07,552.63,4.53E+06,164.93,1.35E+06,569.25,4.66E+06,387.03,3.17E+06,
012017Xim_G6_AF15,29,5161,TE,168.65,346.74,22.782,2426.9,1.25E+07,608.68,3.14E+06,161.23,8.32E+05,592.47,3.06E+06,657.2,3.39E+06,
012017Xim_G6_AF15,30,14897,ICM,162,206,26,1451.827,,26.12,,276.696,,547.034,,1125.49,,
012017Xim_G6_AF15,30.2,14897,ICM,138,196,26,1349.325,,33.387,,900.231,,579.566,,185.131,,
012017Xim_G6_AF15,31,6126,TE,128.83,334.72,24.701,1824.1,1.12E+07,535.54,3.28E+06,82.921,5.08E+05,642.98,3.94E+06,185.67,1.14E+06,
012017Xim_G6_AF15,32,3008,ICM,88.708,244.91,23.769,1723.2,5.18E+06,28.306,85143,698.65,2.10E+06,630.55,1.90E+06,144.11,4.33E+05,
012017Xim_G6_AF15,32.2,3008,ICM,111,230,26,714.727,,24.691,,614.685,,479.754,,83.396,,
012017Xim_G6_AF15,33,9402,TE,273.8,135.99,28.597,2105.8,1.98E+07,234.6,2.21E+06,38.658,3.63E+05,617.58,5.81E+06,84.152,7.91E+05,
012017Xim_G6_AF15,34,9819,TE,244.52,362.14,26.912,1917.4,1.88E+07,252.79,2.48E+06,69.772,6.85E+05,634.36,6.23E+06,291.32,2.86E+06,
012017Xim_G6_AF15,35,10372,TE,180.34,163.99,29.324,1867.6,1.94E+07,379.98,3.94E+06,158.21,1.64E+06,634.94,6.59E+06,584.38,6.06E+06,
012017Xim_G6_AF15,37,11198,TE,365.48,354.23,31.079,1108.2,1.24E+07,107.32,1.20E+06,48.972,5.48E+05,633.81,7.10E+06,141.58,1.59E+06,
012017Xim_G6_AF15,38,8229,TE,322.84,146.73,34.358,1484.3,1.22E+07,319.01,2.63E+06,67.179,5.53E+05,627.75,5.17E+06,213.38,1.76E+06,
012017Xim_G6_AF15,39,13381,TE,397.67,200.37,31.675,698.12,9.34E+06,164.57,2.20E+06,108.86,1.46E+06,682.47,9.13E+06,314.16,4.20E+06,
012017Xim_G6_AF15,40,8090,TE,79.175,229.23,34.458,1535,1.24E+07,339.91,2.75E+06,93.044,7.53E+05,582.79,4.71E+06,205.29,1.66E+06,
012017Xim_G6_AF15,41,7651,ICM,164.58,253.88,30.017,535,4.09E+06,23.308,1.78E+05,127.34,9.74E+05,505.97,3.87E+06,471.5,3.61E+06,
012017Xim_G6_AF15,42,9951,TE,415.34,260.13,36.439,759.36,7.56E+06,191.53,1.91E+06,56.22,5.59E+05,586.07,5.83E+06,142.18,1.41E+06,
012017Xim_G6_AF15,43,5235,TE,196.18,369.57,35.968,1329,6.96E+06,406.14,2.13E+06,115.9,6.07E+05,682.29,3.57E+06,434.88,2.28E+06,
012017Xim_G6_AF15,44,5921,TE,278.85,371.96,36.571,833.63,4.94E+06,217.53,1.29E+06,62.935,3.73E+05,699.6,4.14E+06,219.34,1.30E+06,
012017Xim_G6_AF15,45,9938,ICM,115.76,199.25,35.787,749.94,7.45E+06,22.566,2.24E+05,450.26,4.47E+06,561.3,5.58E+06,94.126,9.35E+05,
012017Xim_G6_AF15,45.2,9938,ICM,114,236,26,716.796,7.45E+06,23.943,2.24E+05,649.618,4.47E+06,469.364,5.58E+06,83.067,9.35E+05,
012017Xim_G6_AF15,46,4702,ICM,167.46,232.96,36.398,455.04,2.14E+06,18.352,86291,60.464,2.84E+05,612.92,2.88E+06,438.48,2.06E+06,
012017Xim_G6_AF15,46.2,4702,ICM,149,246,42,388.675,,15.496,,115.758,,533.275,,386.664,,
012017Xim_G6_AF15,47,6379,ICM,128,314,30,1048.881,,33.469,,833.494,,560.698,,103.076,,
012017Xim_G6_AF15,47.2,6379,ICM,146,296,30,819.702,,22.222,,226.168,,611.806,,220.762,,
012017Xim_G6_AF15,48,10855,TE,317.99,378.29,40.452,811.13,8.80E+06,178.64,1.94E+06,59.421,6.45E+05,546.53,5.93E+06,151.72,1.65E+06,
012017Xim_G6_AF15,49,6735,ICM,97.008,295.38,36.998,708.81,4.77E+06,24.801,1.67E+05,480.96,3.24E+06,517.11,3.48E+06,98.628,6.64E+05,
012017Xim_G6_AF15,50,10079,TE,403.83,326.61,40.664,806.23,8.13E+06,233.94,2.36E+06,113.99,1.15E+06,654.35,6.60E+06,336.62,3.39E+06,
012017Xim_G6_AF15,51,3779,ICM,96.828,261.21,34.974,996.73,3.77E+06,22.236,84030,574.12,2.17E+06,646.46,2.44E+06,84.004,3.17E+05,
012017Xim_G6_AF15,52,12238,TE,134.91,338.33,38.84,857.1,1.05E+07,239.1,2.93E+06,89.644,1.10E+06,514.09,6.29E+06,235.65,2.88E+06,
012017Xim_G6_AF15,55,3526,ICM,130.54,182.49,39.132,656.72,2.32E+06,22.778,80315,447.69,1.58E+06,502.91,1.77E+06,98.529,3.47E+05,
012017Xim_G6_AF15,55.2,3526,ICM,154,196,37,662.877,,19.716,,144.474,,499.896,,396.617,,
012017Xim_G6_AF15,56,9986,TE,235.77,377.51,42.083,612.43,6.12E+06,187.97,1.88E+06,57.62,5.75E+05,619.38,6.19E+06,195.78,1.96E+06,
012017Xim_G6_AF15,57,10762,TE,365.47,166.72,44.082,422.07,4.54E+06,138.15,1.49E+06,57.282,6.16E+05,458.22,4.93E+06,159.53,1.72E+06,
012017Xim_G6_AF15,58,10032,TE,164.15,162.34,46.879,950.07,9.53E+06,125.91,1.26E+06,36.482,3.66E+05,541.88,5.44E+06,68.801,6.90E+05,
012017Xim_G6_AF15,59,13098,TE,355.29,368.52,45.49,601.63,7.88E+06,95.712,1.25E+06,33.468,4.38E+05,516.29,6.76E+06,93.878,1.23E+06,
012017Xim_G6_AF15,60,11762,TE,295.51,139.31,46.54,608.32,7.16E+06,145.78,1.71E+06,55.554,6.53E+05,517.64,6.09E+06,167.95,1.98E+06,
