 Embryo Id, Cell ID, Size,Identity, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
031818Xim_WT_AN8,1,8846,TE,316.81,201.49,4.8929,1691.1,1.50E+07,3335.9,2.95E+07,290,2.57E+06,1209.1,1.07E+07,358.07,3.17E+06,
031818Xim_WT_AN8,2,4249,TE,286.37,232.27,2.6776,2489.3,1.06E+07,139.77,5.94E+05,53.741,2.28E+05,1206.7,5.13E+06,501.37,2.13E+06,
031818Xim_WT_AN8,3,17584,TE,206.24,274.47,5.2017,2224.5,3.91E+07,1715.6,3.02E+07,77.65,1.37E+06,1251.5,2.20E+07,350.01,6.15E+06,
031818Xim_WT_AN8,4,5920,TE,302.47,288.13,3.0755,2254.8,1.33E+07,127.12,7.53E+05,51.853,3.07E+05,1218.3,7.21E+06,435.83,2.58E+06,
031818Xim_WT_AN8,5,10596,TE,236.72,198.14,5.1157,1771.9,1.88E+07,3182.2,3.37E+07,180.4,1.91E+06,1217,1.29E+07,380.1,4.03E+06,
031818Xim_WT_AN8,6,11433,TE,360.64,262.22,7.4071,1216.6,1.39E+07,72.671,8.31E+05,43.344,4.96E+05,1223.5,1.40E+07,174.75,2.00E+06,
031818Xim_WT_AN8,7,14975,TE,304.7,347.65,7.941,2085.3,3.12E+07,87.916,1.32E+06,38.863,5.82E+05,1247.2,1.87E+07,145.25,2.18E+06,
031818Xim_WT_AN8,8,9691,TE,281.98,149.43,11.531,1845.8,1.79E+07,3294.9,3.19E+07,245.33,2.38E+06,1173.8,1.14E+07,249.33,2.42E+06,
031818Xim_WT_AN8,9,12038,TE,361.88,324.92,11.673,2283.8,2.75E+07,110.61,1.33E+06,47.761,5.75E+05,1238.8,1.49E+07,161.84,1.95E+06,
031818Xim_WT_AN8,10,6859,TE,240.21,374.46,13.618,2455.8,1.68E+07,3330,2.28E+07,154.14,1.06E+06,1225.5,8.41E+06,390.35,2.68E+06,
031818Xim_WT_AN8,11,7333,TE,159.48,326.57,15.975,2542.2,1.86E+07,3284.9,2.41E+07,149.96,1.10E+06,1133.6,8.31E+06,406.82,2.98E+06,
031818Xim_WT_AN8,12,8335,TE,369.59,167.84,18.023,1295.5,1.08E+07,3068.3,2.56E+07,133.89,1.12E+06,1215.4,1.01E+07,212.44,1.77E+06,
031818Xim_WT_AN8,13,39162,TE,122.16,260.95,18.775,2340.2,9.16E+07,1962.4,7.69E+07,226.76,8.88E+06,1200.3,4.70E+07,304.3,1.19E+07,
031818Xim_WT_AN8,13.2,39162,ICM,122.16,260.95,18.775,2274.739,9.16E+07,3654.881,7.69E+07,187.641,8.88E+06,1154.777,4.70E+07,844.252,1.19E+07,
031818Xim_WT_AN8,13.3,39162,ICM,122.16,260.95,18.775,2773.541,9.16E+07,2516.026,7.69E+07,601.838,8.88E+06,1179.019,4.70E+07,157.427,1.19E+07,
031818Xim_WT_AN8,14,17377,TE,137.91,200.58,24.036,2413.9,4.19E+07,1499.2,2.61E+07,82.614,1.44E+06,1132.2,1.97E+07,573.79,9.97E+06,
031818Xim_WT_AN8,14.2,17377,ICM,130,197,27,3199.741,,3775.066,,145.776,,1160.748,,955.785,,
031818Xim_WT_AN8,15,10308,TE,207.25,133.44,22.264,2339.7,2.41E+07,3146.6,3.24E+07,124.08,1.28E+06,1237.7,1.28E+07,263.82,2.72E+06,
031818Xim_WT_AN8,16,9298,TE,419.72,279.52,25.08,1058.2,9.84E+06,72.792,6.77E+05,39.776,3.70E+05,1209.3,1.12E+07,123.89,1.15E+06,
031818Xim_WT_AN8,17,19769,TE,123.34,316.83,28.121,2611.4,5.16E+07,2956.7,5.85E+07,393.06,7.77E+06,1191.5,2.36E+07,215.89,4.27E+06,
031818Xim_WT_AN8,17.2,19769,ICM,123.34,316.83,28.121,2502.978,5.16E+07,2910.645,5.85E+07,503.537,7.77E+06,1152.085,2.36E+07,148.099,4.27E+06,
031818Xim_WT_AN8,18,8679,TE,299.31,105.94,26.173,2349.2,2.04E+07,78.314,6.80E+05,43.647,3.79E+05,1236.4,1.07E+07,268.28,2.33E+06,
