 Embryo Id, Cell ID, Size,Identity, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
020917Xim_WT_AJ12,4,5529,TE,286.03,235.9,4.5411,3304.7,1.83E+07,101.91,5.63E+05,47.744,2.64E+05,240.43,1.33E+06,398.16,2.20E+06,
020917Xim_WT_AJ12,5,7172,TE,239.1,255.58,4.6117,3095.7,2.22E+07,92.318,6.62E+05,54.058,3.88E+05,248.8,1.78E+06,391.05,2.80E+06,
020917Xim_WT_AJ12,6,9624,TE,261.79,197.83,5.4198,3509.2,3.38E+07,103.83,9.99E+05,82.26,7.92E+05,243.47,2.34E+06,501.06,4.82E+06,
020917Xim_WT_AJ12,7,8828,TE,259.01,312.93,6.9581,2430.4,2.15E+07,83.128,7.34E+05,57.902,5.11E+05,252.6,2.23E+06,262.52,2.32E+06,
020917Xim_WT_AJ12,8,7165,TE,304.55,204.06,6.5858,2461.3,1.76E+07,87.592,6.28E+05,46.216,3.31E+05,255.8,1.83E+06,387.2,2.77E+06,
020917Xim_WT_AJ12,9,12558,TE,194.79,215.68,7.3853,3065.2,3.85E+07,83.083,1.04E+06,97.486,1.22E+06,252.43,3.17E+06,577.99,7.26E+06,
020917Xim_WT_AJ12,10,7069,TE,319.08,274.06,8.0771,2533.9,1.79E+07,88.621,6.26E+05,36.34,2.57E+05,260.87,1.84E+06,214.8,1.52E+06,
020917Xim_WT_AJ12,11,7217,TE,293.9,295.42,7.1685,2587,1.87E+07,81.756,5.90E+05,36.792,2.66E+05,249.34,1.80E+06,295.48,2.13E+06,
020917Xim_WT_AJ12,12,10423,TE,234.54,168.71,9.3946,3096.9,3.23E+07,76.999,8.03E+05,40.042,4.17E+05,250.25,2.61E+06,479.62,5.00E+06,
020917Xim_WT_AJ12,13,11516,TE,346.66,239.27,11.013,3073.3,3.54E+07,3603.3,4.15E+07,169.66,1.95E+06,244.43,2.81E+06,486.77,5.61E+06,
