 Embryo Id, Cell ID, Size,Identity, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
030217Xim_WT_AM7,1,9389,TE,317.23,238.8,3.7767,2579.4,2.42E+07,635.24,5.96E+06,135.9,1.28E+06,243.03,2.28E+06,379.66,3.56E+06,
030217Xim_WT_AM7,2,10001,TE,257.21,265.85,3.7143,2699.9,2.70E+07,483.36,4.83E+06,97.832,9.78E+05,241.98,2.42E+06,333.61,3.34E+06,
030217Xim_WT_AM7,3,10736,TE,300.02,158.1,10.358,2259.3,2.43E+07,485.7,5.21E+06,119.76,1.29E+06,234.5,2.52E+06,424.57,4.56E+06,
030217Xim_WT_AM7,4,15991,TE,366.75,285.48,9.6128,2361.4,3.78E+07,381.44,6.10E+06,67.974,1.09E+06,242.43,3.88E+06,114.9,1.84E+06,
030217Xim_WT_AM7,5,12938,TE,215.55,187.87,11.261,1508,1.95E+07,326.92,4.23E+06,60.391,7.81E+05,246.04,3.18E+06,268.31,3.47E+06,
030217Xim_WT_AM7,6,9981,TE,372.56,187.35,14.189,2483.5,2.48E+07,365.34,3.65E+06,64.902,6.48E+05,239.53,2.39E+06,266.79,2.66E+06,
030217Xim_WT_AM7,7,15661,TE,284.24,361.19,16.477,2438.7,3.82E+07,487.97,7.64E+06,83.018,1.30E+06,239.28,3.75E+06,212.9,3.33E+06,
030217Xim_WT_AM7,8,11446,TE,161.58,299.3,21.425,1398.9,1.60E+07,394.6,4.52E+06,74.775,8.56E+05,238.09,2.73E+06,355.27,4.07E+06,
030217Xim_WT_AM7,9,9589,TE,238.16,128.95,24.201,1922.8,1.84E+07,438.25,4.20E+06,75.526,7.24E+05,233.14,2.24E+06,354.11,3.40E+06,
030217Xim_WT_AM7,10,9518,TE,423.79,272.57,26.888,3161,3.01E+07,504.63,4.80E+06,70.703,6.73E+05,228.81,2.18E+06,253.2,2.41E+06,
030217Xim_WT_AM7,11,19702,TE,114.31,233.32,29.765,1864,3.67E+07,333.29,6.57E+06,69.568,1.37E+06,206.55,4.07E+06,310.73,6.12E+06,
030217Xim_WT_AM7,12,8585,TE,316.54,98.653,31.985,2290.3,1.97E+07,294.25,2.53E+06,82.959,7.12E+05,240.09,2.06E+06,276.82,2.38E+06,
030217Xim_WT_AM7,13,10553,TE,423.27,307.99,32.407,2947,3.11E+07,463.1,4.89E+06,69.033,7.29E+05,239.03,2.52E+06,244.95,2.59E+06,
030217Xim_WT_AM7,14,15002,TE,422.55,232.61,34.323,1256.3,1.88E+07,224.08,3.36E+06,52.921,7.94E+05,235.06,3.53E+06,211.34,3.17E+06,
030217Xim_WT_AM7,15,7895,TE,423.7,180.12,33.03,2486.6,1.96E+07,298.89,2.36E+06,75.516,5.96E+05,237.28,1.87E+06,332.42,2.62E+06,
030217Xim_WT_AM7,16,7499,TE,206.41,386.47,34.255,1852.6,1.39E+07,400.57,3.00E+06,64.126,4.81E+05,216.63,1.62E+06,290.08,2.18E+06,
030217Xim_WT_AM7,17,11550,TE,350.65,391.28,36.444,2717.9,3.14E+07,340.83,3.94E+06,57.134,6.60E+05,221.51,2.56E+06,215.26,2.49E+06,
030217Xim_WT_AM7,18,7133,TE,348.45,97.872,37.457,2371.5,1.69E+07,291.14,2.08E+06,84.092,6.00E+05,226.62,1.62E+06,267.68,1.91E+06,
