 Embryo Id, Cell ID, Size,Identity, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
111016Xim_WT_Z5,26,3440,ICM,123.68,263,21.609,2402.2,8.26E+06,274.45,9.44E+05,101.13,3.48E+05,1478.4,5.09E+06,713.1,2.45E+06,
111016Xim_WT_Z5,56,5552,ICM,89.285,277.65,44.519,1554.9,8.63E+06,241.92,1.34E+06,73.9,4.10E+05,1350.5,7.50E+06,685.84,3.81E+06,
111016Xim_WT_Z5,54,8030,ICM,107.07,203.33,41.223,1763.1,1.42E+07,227.35,1.83E+06,47.565,3.82E+05,1499.3,1.20E+07,392.82,3.15E+06,
111016Xim_WT_Z5,25.2,14840,ICM,113,200,26,2477.601,3.11E+07,154.546,1.74E+06,721.431,5.29E+06,1453.574,2.26E+07,85.413,5.85E+06,
111016Xim_WT_Z5,46,7606,ICM,91.763,295.98,35.113,1533.6,1.17E+07,152.39,1.16E+06,512.36,3.90E+06,1430.8,1.09E+07,99.315,7.55E+05,
111016Xim_WT_Z5,82,4383,ICM,61.76,186.71,56.281,1232.3,5.40E+06,149.18,6.54E+05,363.77,1.59E+06,1688.3,7.40E+06,51.507,2.26E+05,
111016Xim_WT_Z5,49,1898,ICM,91.692,215.55,35.578,1993.9,3.78E+06,132.09,2.51E+05,434.61,8.25E+05,1561.4,2.96E+06,105.49,2.00E+05,
111016Xim_WT_Z5,30,5334,ICM,93.503,233.13,27.399,1727.1,9.21E+06,127.84,6.82E+05,417.6,2.23E+06,1428.8,7.62E+06,75.581,4.03E+05,
111016Xim_WT_Z5,25,14840,ICM,127.74,206.38,26.585,2093,3.11E+07,117.34,1.74E+06,356.75,5.29E+06,1523.7,2.26E+07,394.26,5.85E+06,
111016Xim_WT_Z5,98,7161,ICM,47.04,296.41,67.003,850.58,6.09E+06,115.6,8.28E+05,186.98,1.34E+06,1713,1.23E+07,41.418,2.97E+05,
111016Xim_WT_Z5,88,3531,ICM,96.573,175.25,57.082,1247.7,4.41E+06,113.05,3.99E+05,42.538,1.50E+05,1376.9,4.86E+06,310.94,1.10E+06,
111016Xim_WT_Z5,83,3717,ICM,100.59,215.88,54,933,3.47E+06,100.96,3.75E+05,29.148,1.08E+05,1462.4,5.44E+06,327.75,1.22E+06,
111016Xim_WT_Z5,31,3371,ICM,123.8,294.64,26.66,1430.7,4.82E+06,97.315,3.28E+05,509.64,1.72E+06,1608.4,5.42E+06,79.225,2.67E+05,
111016Xim_WT_Z5,50,6900,ICM,114.89,245.54,40.15,1158.2,7.99E+06,91.634,6.32E+05,42.894,2.96E+05,1466.8,1.01E+07,579.71,4.00E+06,
111016Xim_WT_Z5,133,6636,ICM,62.293,189.19,88.596,504.07,3.35E+06,88.722,5.89E+05,191.89,1.27E+06,1443.2,9.58E+06,57.237,3.80E+05,
111016Xim_WT_Z5,78,3452,ICM,88.822,309.3,52.901,1241.5,4.29E+06,88.238,3.05E+05,55.691,1.92E+05,1416.4,4.89E+06,597.48,2.06E+06,
111016Xim_WT_Z5,60,717,ICM,86.741,231.98,42.152,1526.8,1.09E+06,86.187,61796,496.92,3.56E+05,1275.9,9.15E+05,49.388,35411,
111016Xim_WT_Z5,93,2466,ICM,90.504,342.73,56.408,1007.5,2.48E+06,83.974,2.07E+05,28.358,69930,1477.3,3.64E+06,686.9,1.69E+06,
111016Xim_WT_Z5,138,9741,ICM,67.495,331.51,93.062,446.48,4.35E+06,83.847,8.17E+05,213.5,2.08E+06,1507.1,1.47E+07,37.721,3.67E+05,
111016Xim_WT_Z5,69,6121,ICM,68.396,203.97,49.16,1376.4,8.43E+06,83.621,5.12E+05,332.01,2.03E+06,1550.9,9.49E+06,59.034,3.61E+05,
111016Xim_WT_Z5,135,3773,ICM,56.871,278.12,90.045,416.89,1.57E+06,77.688,2.93E+05,195.42,7.37E+05,1591.5,6.00E+06,39.361,1.49E+05,
111016Xim_WT_Z5,111,6813,ICM,62.253,327.07,76.469,663.09,4.52E+06,76.825,5.23E+05,201.62,1.37E+06,1731.3,1.18E+07,51.807,3.53E+05,
111016Xim_WT_Z5,52,9689,ICM,111.53,302.2,41.466,1234,1.20E+07,66.052,6.40E+05,61.771,5.99E+05,1522.5,1.48E+07,542.25,5.25E+06,
111016Xim_WT_Z5,108,7846,ICM,78.478,307.54,68.305,774.47,6.08E+06,60.91,4.78E+05,39.449,3.10E+05,1425.3,1.12E+07,406.46,3.19E+06,
111016Xim_WT_Z5,136,3593,ICM,44.779,302.72,88.179,547.83,1.97E+06,54.942,1.97E+05,129.03,4.64E+05,1523.3,5.47E+06,38.019,1.37E+05,
111016Xim_WT_Z5,141,4991,ICM,52.325,219.94,90.089,414.36,2.07E+06,52.974,2.64E+05,218.02,1.09E+06,1317.2,6.57E+06,42.171,2.10E+05,
111016Xim_WT_Z5,92,2159,ICM,107.67,247.48,59.077,748.57,1.62E+06,47.025,1.02E+05,17.516,37818,1360.5,2.94E+06,63.286,1.37E+05,
111016Xim_WT_Z5,103,19241,ICM,61.329,188.58,70.918,745.09,1.43E+07,46.31,8.91E+05,68.917,1.33E+06,1496.2,2.88E+07,164.65,3.17E+06,
111016Xim_WT_Z5,99,8016,ICM,85.456,261.43,68.722,449.58,3.60E+06,45.876,3.68E+05,68.239,5.47E+05,1392.2,1.12E+07,180.4,1.45E+06,
