
Time
 ==================== 
Time,Unit,Category,Time,NS-labs,TrackID,ID,
419.984,min,Spot,29,DP;d2,1000000002,271,
419.984,min,Spot,29,DP;d1,1000000001,272,
419.984,min,Spot,29,DP;d1,1000000005,273,
419.984,min,Spot,29,DP;d2,1000000005,274,
419.984,min,Spot,29,DP;d2,1000000001,275,
434.984,min,Spot,30,DP;d1,1000000002,276,
434.984,min,Spot,30,DP;d2,1000000002,277,
434.984,min,Spot,30,DP;d1,1000000001,278,
434.984,min,Spot,30,DP;d1,1000000005,279,
434.984,min,Spot,30,DP;d2,1000000005,280,
434.984,min,Spot,30,DP;d2,1000000001,281,
449.984,min,Spot,31,DP;d1,1000000002,282,
449.984,min,Spot,31,DP;d2,1000000002,283,
449.984,min,Spot,31,DP;d1,1000000001,284,
449.984,min,Spot,31,DP;d1,1000000005,285,
449.984,min,Spot,31,DP;d2,1000000005,286,
449.984,min,Spot,31,DP;d2,1000000001,287,
464.984,min,Spot,32,DP;d1,1000000002,288,
464.984,min,Spot,32,DP;d2,1000000002,289,
464.984,min,Spot,32,DP;d1,1000000001,290,
464.984,min,Spot,32,DP;d1,1000000005,291,
464.984,min,Spot,32,DP;d2,1000000005,292,
464.984,min,Spot,32,DP;d2,1000000001,293,
479.983,min,Spot,33,DP;d1,1000000002,294,
479.983,min,Spot,33,DP;d2,1000000002,295,
479.983,min,Spot,33,DP;d1,1000000001,296,
479.983,min,Spot,33,DP;d1,1000000005,297,
479.983,min,Spot,33,DP;d2,1000000005,298,
479.983,min,Spot,33,DP;d2,1000000001,299,
494.983,min,Spot,34,DP;d1,1000000002,300,
494.983,min,Spot,34,DP;d2,1000000002,301,
494.983,min,Spot,34,DP;d1,1000000001,302,
494.983,min,Spot,34,DP;d1,1000000005,303,
494.983,min,Spot,34,DP;d2,1000000005,304,
494.983,min,Spot,34,DP;d2,1000000001,305,
509.983,min,Spot,35,DP;d1,1000000002,306,
509.983,min,Spot,35,DP;d2,1000000002,307,
509.983,min,Spot,35,DP;d1,1000000001,308,
509.983,min,Spot,35,DP;d1,1000000005,309,
509.983,min,Spot,35,DP;d2,1000000005,310,
509.983,min,Spot,35,DP;d2,1000000001,311,
524.983,min,Spot,36,DP;d1,1000000002,312,
524.983,min,Spot,36,DP;d2,1000000002,313,
524.983,min,Spot,36,DP;d1,1000000001,314,
524.983,min,Spot,36,DP;d1,1000000005,315,
524.983,min,Spot,36,Apoptosis;DP;d2,1000000005,316,
524.983,min,Spot,36,DP;d2,1000000001,317,
539.982,min,Spot,37,DP;d1,1000000002,318,
539.982,min,Spot,37,DP;d2,1000000002,319,
539.982,min,Spot,37,DP;d1,1000000001,320,
539.982,min,Spot,37,DP;d1,1000000005,321,
539.982,min,Spot,37,DP;d2,1000000001,322,
554.982,min,Spot,38,DP;d1,1000000002,323,
554.982,min,Spot,38,DP;d2,1000000002,324,
554.982,min,Spot,38,DP;d1,1000000005,325,
554.982,min,Spot,38,DP;d2,1000000001,326,
569.982,min,Spot,39,DP;d1,1000000002,327,
569.982,min,Spot,39,DP;d2,1000000002,328,
569.982,min,Spot,39,DP;d1,1000000005,329,
569.982,min,Spot,39,DP;d2,1000000001,330,
584.982,min,Spot,40,DP;d1,1000000002,331,
584.982,min,Spot,40,DP;d2,1000000002,332,
584.982,min,Spot,40,DP;d1,1000000005,333,
584.982,min,Spot,40,DP;d2,1000000001,334,
599.982,min,Spot,41,DP;d1,1000000002,335,
599.982,min,Spot,41,DP;d2,1000000002,336,
599.982,min,Spot,41,DP;d1,1000000005,337,
599.982,min,Spot,41,DP;d2,1000000001,338,
614.982,min,Spot,42,DP;d1,1000000002,339,
614.982,min,Spot,42,DP;d2,1000000002,340,
614.982,min,Spot,42,DP;d1,1000000005,341,
614.982,min,Spot,42,DP;d2,1000000001,342,
629.982,min,Spot,43,DP;d1,1000000002,343,
629.982,min,Spot,43,DP;d2,1000000002,344,
629.982,min,Spot,43,DP;d1,1000000005,345,
629.982,min,Spot,43,DP;d2,1000000001,346,
644.981,min,Spot,44,DP;d1,1000000002,347,
644.981,min,Spot,44,DP;d2,1000000002,348,
644.981,min,Spot,44,DP;d1,1000000005,349,
644.981,min,Spot,44,DP;d2,1000000001,350,
659.981,min,Spot,45,DP;d1,1000000002,351,
659.981,min,Spot,45,DP;d2,1000000002,352,
659.981,min,Spot,45,DP;d1,1000000005,353,
659.981,min,Spot,45,DP;d2,1000000001,354,
674.981,min,Spot,46,DP;d1,1000000002,355,
674.981,min,Spot,46,DP;d2,1000000002,356,
674.981,min,Spot,46,DP;d1,1000000005,357,
674.981,min,Spot,46,DP;d2,1000000001,358,
689.981,min,Spot,47,Apoptosis;DP;d1,1000000002,359,
689.981,min,Spot,47,DP;d2,1000000002,360,
689.981,min,Spot,47,DP;d1,1000000005,361,
689.981,min,Spot,47,DP;d2,1000000001,362,
704.981,min,Spot,48,DP;d2,1000000002,363,
704.981,min,Spot,48,DP;d1,1000000005,364,
704.981,min,Spot,48,DP;d2,1000000001,365,
719.98,min,Spot,49,DP;d2,1000000002,366,
