
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,NS-labs,TrackID,ID,
28177.5,31916.6,-1216.02,um,Spot,Position,1,PRE,1000000000,0,
28177.2,31928.1,-1206.09,um,Spot,Position,1,PRE,1000000179,179,
28200.5,31902.9,-1193.71,um,Spot,Position,1,PRE,1000000182,182,
28184.3,31932.4,-1195.82,um,Spot,Position,1,PRE,1000000283,283,
28168.4,31934.6,-1202.41,um,Spot,Position,1,PRE,1000000353,353,
28157.7,31942.3,-1193.94,um,Spot,Position,1,PRE,1000000423,423,
28185.2,31932.9,-1187.54,um,Spot,Position,1,PRE,1000000493,493,
28204.1,31914.4,-1180.15,um,Spot,Position,1,PRE,1000000665,665,
28209,31899.4,-1181.92,um,Spot,Position,1,PRE,1000000758,758,
28211.5,31919,-1175.22,um,Spot,Position,1,PRE,1000000828,828,
28190.9,31938.8,-1176.91,um,Spot,Position,1,PRE,1000000898,898,
28200.2,31936.2,-1169.05,um,Spot,Position,1,PRE,1000000968,968,
28178.5,31945.4,-1159.61,um,Spot,Position,1,PRE,1000001978,1978,
28177.9,31941.8,-1181.79,um,Spot,Position,1,Mito;PRE,1000000526,526,
28177.2,31917.5,-1217.4,um,Spot,Position,2,PRE,1000000000,969,
28177.5,31927.8,-1205.24,um,Spot,Position,2,PRE,1000000179,970,
28200.5,31902.1,-1192.34,um,Spot,Position,2,PRE,1000000182,971,
28184.3,31934.3,-1193.92,um,Spot,Position,2,PRE,1000000283,972,
28170,31935,-1200.35,um,Spot,Position,2,PRE,1000000353,973,
28157.7,31940.7,-1193.5,um,Spot,Position,2,PRE,1000000423,974,
28187.2,31930.2,-1186.47,um,Spot,Position,2,PRE,1000000493,975,
28203.5,31913.1,-1180.07,um,Spot,Position,2,PRE,1000000665,978,
28209.9,31897.4,-1179.98,um,Spot,Position,2,PRE,1000000758,979,
28211,31915.3,-1174.16,um,Spot,Position,2,PRE,1000000828,980,
28193.8,31933.8,-1172.35,um,Spot,Position,2,PRE,1000000898,981,
28199.9,31932.3,-1164.1,um,Spot,Position,2,PRE,1000000968,982,
28178,31943.8,-1155.83,um,Spot,Position,2,PRE,1000001978,1979,
