
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,NS-labs,TrackID,ID,
-134.763,7032.66,1958.41,um,Spot,Position,1,DP,1000000001,1,
-107.313,7013.47,1960.13,um,Spot,Position,1,DP,1000000003,3,
-121.202,7030.89,1934.1,um,Spot,Position,1,PRE,1000000000,0,
-128.675,7016.73,1940,um,Spot,Position,1,PRE,1000000002,2,
-136.147,7028.22,1961.73,um,Spot,Position,2,DP,1000000001,16,
-109.719,7014.58,1962.21,um,Spot,Position,2,DP,1000000003,94,
-121.479,7030.1,1936.03,um,Spot,Position,2,PRE,1000000000,5,
-129.018,7016.43,1939.05,um,Spot,Position,2,PRE,1000000002,35,
-137.254,7027.95,1960.53,um,Spot,Position,3,DP,1000000001,111,
-111.993,7013.47,1964.46,um,Spot,Position,3,DP,1000000003,113,
-125.354,7029.7,1936.94,um,Spot,Position,3,PRE,1000000000,110,
-128.788,7014.3,1939.5,um,Spot,Position,3,PRE,1000000002,112,
-140.298,7029.08,1960.81,um,Spot,Position,4,DP,1000000001,116,
-115.733,7009.87,1968.7,um,Spot,Position,4,DP,1000000003,118,
-125.907,7028.27,1937.53,um,Spot,Position,4,PRE,1000000000,115,
-131.779,7014.03,1940.84,um,Spot,Position,4,PRE,1000000002,117,
-140.298,7028.82,1961.59,um,Spot,Position,5,DP,1000000001,121,
-115.342,7007.38,1968.63,um,Spot,Position,5,DP,1000000003,123,
-128.121,7029.15,1938.24,um,Spot,Position,5,PRE,1000000000,120,
-132.841,7012.92,1942.97,um,Spot,Position,5,PRE,1000000002,122,
-141.405,7030.81,1961.86,um,Spot,Position,6,DP,1000000001,126,
-118.008,7006,1969.76,um,Spot,Position,6,DP,1000000003,128,
-128.675,7029.41,1939.68,um,Spot,Position,6,PRE,1000000000,125,
-133.374,7012.09,1944.74,um,Spot,Position,6,PRE,1000000002,127,
-146.387,7032.98,1961.94,um,Spot,Position,7,DP,1000000001,131,
-123.052,7003.79,1970.58,um,Spot,Position,7,DP,1000000003,133,
-131.719,7029.77,1939.09,um,Spot,Position,7,PRE,1000000000,130,
-137.978,7015.13,1943.46,um,Spot,Position,7,PRE,1000000002,132,
-152.476,7034.19,1961,um,Spot,Position,8,DP,1000000001,136,
-127.888,7000.74,1969.68,um,Spot,Position,8,DP,1000000003,138,
-134.763,7028.86,1940.01,um,Spot,Position,8,PRE,1000000000,135,
-141.274,7014.03,1942.81,um,Spot,Position,8,PRE,1000000002,137,
-148.601,7034.21,1960.94,um,Spot,Position,9,DP,1000000001,141,
-124.395,7006,1969.65,um,Spot,Position,9,DP,1000000003,143,
-133.656,7029.03,1939.72,um,Spot,Position,9,PRE,1000000000,140,
-138.803,7015.69,1943.03,um,Spot,Position,9,PRE,1000000002,142,
-141.129,7038.99,1959.13,um,Spot,Position,10,DP,1000000001,146,
-125.871,7012.92,1968.33,um,Spot,Position,10,DP,1000000003,148,
-130.335,7030.59,1941.28,um,Spot,Position,10,PRE,1000000000,145,
-136.518,7020.39,1942.53,um,Spot,Position,10,PRE,1000000002,147,
-139.468,7039.56,1966.03,um,Spot,Position,11,DP,1000000001,151,
-123.649,7015.41,1972.6,um,Spot,Position,11,DP,1000000003,153,
-128.121,7030.27,1943.22,um,Spot,Position,11,PRE,1000000000,150,
-135.85,7020.11,1948.32,um,Spot,Position,11,PRE,1000000002,152,
-139.745,7039.58,1967.7,um,Spot,Position,12,DP,1000000001,156,
-119.548,7012.37,1978.4,um,Spot,Position,12,DP,1000000003,158,
-139.215,7020.11,1950.44,um,Spot,Position,12,PRE,1000000002,157,
-128.398,7028.57,1943.82,um,Spot,Position,12,Apoptosis;PRE,1000000000,155,
-140.575,7044.56,1967.76,um,Spot,Position,13,DP,1000000001,160,
-124.711,7013.2,1977.4,um,Spot,Position,13,DP,1000000003,162,
-139.877,7021.78,1952.14,um,Spot,Position,13,PRE,1000000002,161,
-145.003,7043.33,1965.16,um,Spot,Position,14,DP,1000000001,164,
-126.998,7012.92,1975.4,um,Spot,Position,14,DP,1000000003,166,
-143.286,7023.44,1949.09,um,Spot,Position,14,PRE,1000000002,165,
-148.048,7041.65,1960.75,um,Spot,Position,15,DP,1000000001,168,
-130.347,7006.28,1972.46,um,Spot,Position,15,DP,1000000003,170,
-144.726,7020.39,1946.02,um,Spot,Position,15,PRE,1000000002,169,
-146.776,7020.11,1946.21,um,Spot,Position,16,PRE,1000000002,173,
-148.048,7045.17,1963.56,um,Spot,Position,16,Apoptosis;DP,1000000001,172,
-131.849,7010.71,1974.31,um,Spot,Position,16,DP;Mito,1000000003,174,
-146.479,7020.39,1944.61,um,Spot,Position,17,PRE,1000000002,176,
-136.977,7014.6,1976.43,um,Spot,Position,17,DP;d1,1000000003,230,
-124.633,7003.51,1969.53,um,Spot,Position,17,DP;d2,1000000003,235,
-147.231,7021.22,1943.86,um,Spot,Position,18,PRE,1000000002,178,
-139.745,7015.64,1970.6,um,Spot,Position,18,DP;d1,1000000003,231,
-128.758,7008.22,1969.26,um,Spot,Position,18,DP;d2,1000000003,236,
-148.305,7022.88,1944.32,um,Spot,Position,19,PRE,1000000002,180,
-143.306,7017.07,1969.93,um,Spot,Position,19,DP;d1,1000000003,228,
-131.729,7011.54,1970.85,um,Spot,Position,19,DP;d2,1000000003,237,
-147.187,7022.05,1945.15,um,Spot,Position,20,PRE,1000000002,182,
-143.463,7015.69,1971.5,um,Spot,Position,20,DP;d1,1000000003,229,
-132.72,7010.43,1972.59,um,Spot,Position,20,DP;d2,1000000003,238,
-138.198,7033.68,1938.63,um,Spot,Position,21,PRE,1000000002,184,
-122.033,7031.06,1961.26,um,Spot,Position,21,DP;d1,1000000003,232,
-117.604,7027.96,1965.99,um,Spot,Position,21,DP;d2,1000000003,239,
-140.134,7032.34,1937.05,um,Spot,Position,22,PRE,1000000002,186,
-118.158,7034.12,1954.27,um,Spot,Position,22,DP;d1,1000000003,233,
-140.176,7033.1,1939.05,um,Spot,Position,23,PRE,1000000002,188,
-114.56,7041.68,1952.13,um,Spot,Position,23,Apoptosis;DP;d1,1000000003,234,
-141.045,7032.85,1935.05,um,Spot,Position,24,PRE,1000000002,189,
-140.048,7032.65,1937.05,um,Spot,Position,25,PRE,1000000002,190,
-144.291,7030.28,1939.05,um,Spot,Position,26,PRE,1000000002,191,
-146.127,7029.64,1939.05,um,Spot,Position,27,PRE,1000000002,192,
-143.71,7028.41,1937.05,um,Spot,Position,28,PRE,1000000002,193,
-141.657,7031.49,1943.05,um,Spot,Position,29,PRE,1000000002,194,
-144.65,7030.88,1945.05,um,Spot,Position,30,PRE,1000000002,195,
-145.917,7032.55,1943.05,um,Spot,Position,31,PRE,1000000002,196,
-146.329,7033.4,1940.61,um,Spot,Position,32,PRE,1000000002,197,
-146.815,7032.57,1939.73,um,Spot,Position,33,PRE,1000000002,198,
-146.405,7032.29,1939.23,um,Spot,Position,34,PRE,1000000002,199,
-148.905,7031.74,1939.29,um,Spot,Position,35,PRE,1000000002,200,
-149.473,7030.08,1937.66,um,Spot,Position,36,PRE,1000000002,201,
-153.108,7028.69,1937.83,um,Spot,Position,37,PRE,1000000002,202,
-154.843,7028.97,1936.54,um,Spot,Position,38,PRE,1000000002,203,
-155.548,7028.14,1937.93,um,Spot,Position,39,PRE,1000000002,204,
-156.553,7025.37,1939.22,um,Spot,Position,40,PRE,1000000002,205,
-156.679,7022.33,1936.91,um,Spot,Position,41,PRE,1000000002,206,
-155.522,7020.39,1936.01,um,Spot,Position,42,PRE,1000000002,207,
-155.606,7020.11,1936.55,um,Spot,Position,43,PRE,1000000002,208,
-155.278,7020.39,1936.2,um,Spot,Position,44,PRE,1000000002,209,
-154.091,7019.28,1935.41,um,Spot,Position,45,PRE,1000000002,210,
-154.015,7019.01,1934.98,um,Spot,Position,46,PRE,1000000002,211,
-153.059,7017.07,1934.46,um,Spot,Position,47,PRE,1000000002,212,
-150.849,7017.9,1933,um,Spot,Position,48,PRE,1000000002,213,
-149.019,7019.01,1932.53,um,Spot,Position,49,PRE,1000000002,214,
-148.064,7019.28,1935.04,um,Spot,Position,50,PRE,1000000002,215,
-147.919,7023.44,1933.53,um,Spot,Position,51,PRE,1000000002,216,
-148.818,7024.54,1933.69,um,Spot,Position,52,PRE,1000000002,217,
-148.736,7021.78,1934.89,um,Spot,Position,53,PRE,1000000002,218,
-149.8,7019.56,1933.98,um,Spot,Position,54,PRE,1000000002,219,
-152.703,7020.39,1937.92,um,Spot,Position,55,PRE,1000000002,220,
-108.748,7010.26,1946.69,um,Spot,Position,56,PRE,1000000002,221,
-112.623,7018.3,1948.67,um,Spot,Position,57,PRE,1000000002,222,
-108.195,7017.72,1948.13,um,Spot,Position,58,PRE,1000000002,223,
-107.088,7016.59,1950.44,um,Spot,Position,59,PRE,1000000002,224,
-107.364,7012.56,1948.36,um,Spot,Position,60,PRE,1000000002,225,
