Exp_date,Img_date,Experiment,Litter,Embryo_ID,Gene1,Genotype1,Gene2,Genotype2,Gene3,Genotype3,Background,Treatment,target,target_t0,target_killed,Tt_stage,Cellcount_t0,Recovery,Cell_diff,Experimenter,MINS_correct
20170728,20170807,072817Abl_AZ,AZ,072817Abl_AZ8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170728,20170807,072817Abl_AZ,AZ,072817Abl_AZ9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170801,20170808,080117Abl_BA,BA,080117Abl_BA1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,2,2,tbd,,24h,kill_all,NS,NS
20170801,20170808,080117Abl_BA,BA,080117Abl_BA2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,6,tbd,,24h,kill_all,NS,NS
20170801,20170808,080117Abl_BA,BA,080117Abl_BA3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,6,tbd,,24h,kill_all,NS,NS
20170801,20170808,080117Abl_BA,BA,080117Abl_BA4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,7,0,tbd,,24h,zero,NS,NS
20170801,20170808,080117Abl_BA,BA,080117Abl_BA5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,4,0,tbd,,24h,zero,NS,NS
20170801,20170808,080117Abl_BA,BA,080117Abl_BA6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170801,20170808,080117Abl_BA,BA,080117Abl_BA7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170801,20170808,080117Abl_BA,BA,080117Abl_BA8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170801,20170808,080117Abl_BA,BA,080117Abl_BA9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170801,20170808,080117Abl_BA,BA,080117Abl_BA10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170801,20170808,080117Abl_BB,BB,080117Abl_BB1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,5,3,tbd,,24h,kill_0.5,NS,NS
20170801,20170808,080117Abl_BB,BB,080117Abl_BB2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,9,5,tbd,,24h,kill_0.5,NS,NS
20170801,20170808,080117Abl_BB,BB,080117Abl_BB3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,5,3,tbd,,24h,kill_0.5,NS,NS
20170801,20170808,080117Abl_BB,BB,080117Abl_BB4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,10,6,tbd,,24h,kill_0.5,NS,NS
20170801,20170808,080117Abl_BB,BB,080117Abl_BB5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,9,0,tbd,,24h,zero,NS,NS
20170801,20170808,080117Abl_BB,BB,080117Abl_BB6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,5,0,tbd,,24h,zero,NS,NS
20170801,20170808,080117Abl_BB,BB,080117Abl_BB7,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,NS
20170801,20170808,080117Abl_BB,BB,080117Abl_BB8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170801,20170811,080117Abl_BC,BC,080117Abl_BC1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,11,3,tbd,,24h,kill_0.25,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,9,3,tbd,,24h,kill_0.25,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,2,tbd,,24h,kill_0.25,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,4,2,tbd,,24h,kill_0.5,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,4,2,tbd,,24h,kill_0.5,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,9,4,tbd,,24h,kill_0.5,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC7,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,10,0,tbd,,24h,zero,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC8,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,6,0,tbd,,24h,zero,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC13,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC14,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC15,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC16,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170801,20170811,080117Abl_BC,BC,080117Abl_BC17,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170801,20170811,080117Abl_BD,BD,080117Abl_BD1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,5,2,tbd,,24h,kill_0.5,NS,SR
20170801,20170811,080117Abl_BD,BD,080117Abl_BD2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,2,tbd,,24h,kill_0.25,NS,SR
20170801,20170811,080117Abl_BD,BD,080117Abl_BD3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,4,1,tbd,,24h,kill_0.25,NS,SR
20170801,20170811,080117Abl_BD,BD,080117Abl_BD4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,4,0,tbd,,24h,zero,NS,SR
20170801,20170811,080117Abl_BD,BD,080117Abl_BD5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,8,0,tbd,,24h,zero,NS,SR
20170801,20170811,080117Abl_BD,BD,080117Abl_BD6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,5,0,tbd,,24h,zero,NS,SR
20170801,20170811,080117Abl_BD,BD,080117Abl_BD7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170801,20170811,080117Abl_BD,BD,080117Abl_BD8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170801,20170811,080117Abl_BD,BD,080117Abl_BD9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170801,20170811,080117Abl_BD,BD,080117Abl_BD10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170802,,080217Abl_BF,BF,080217Abl_BF1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,9,5,tbd,,24h,kill_0.5,NS,na
20170802,,080217Abl_BF,BF,080217Abl_BF2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.5,NS,na
20170802,,080217Abl_BF,BF,080217Abl_BF3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.5,NS,na
20170802,,080217Abl_BF,BF,080217Abl_BF4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,5,3,tbd,,24h,kill_0.5,NS,na
20170802,,080217Abl_BF,BF,080217Abl_BF5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,4,0,tbd,,24h,zero,NS,na
20170802,,080217Abl_BF,BF,080217Abl_BF6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,6,0,tbd,,24h,zero,NS,na
20170802,,080217Abl_BF,BF,080217Abl_BF7,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,6,0,tbd,,24h,zero,NS,na
20170802,,080217Abl_BF,BF,080217Abl_BF8,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,8,0,tbd,,24h,zero,NS,na
20170802,,080217Abl_BF,BF,080217Abl_BF9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,na
20170802,,080217Abl_BF,BF,080217Abl_BF10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,na
20170802,,080217Abl_BF,BF,080217Abl_BF11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,na
20170802,,080217Abl_BF,BF,080217Abl_BF12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,na
20170802,,080217Abl_BG,BG,080217Abl_BG1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,6,tbd,,24h,kill_0.75,NS,na
20170802,,080217Abl_BG,BG,080217Abl_BG2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,7,5,tbd,,24h,kill_0.75,NS,na
20170802,,080217Abl_BG,BG,080217Abl_BG3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,5,4,tbd,,24h,kill_0.75,NS,na
20170802,,080217Abl_BG,BG,080217Abl_BG4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,10,7,tbd,,24h,kill_0.75,NS,na
20170802,,080217Abl_BG,BG,080217Abl_BG5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,5,0,tbd,,24h,zero,NS,na
20170802,,080217Abl_BG,BG,080217Abl_BG6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,5,0,tbd,,24h,zero,NS,na
20170802,,080217Abl_BG,BG,080217Abl_BG7,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,na
20170802,,080217Abl_BG,BG,080217Abl_BG8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,na
20170802,,080217Abl_BG,BG,080217Abl_BG9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,na
20170802,,080217Abl_BG,BG,080217Abl_BG10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,na
20170802,,080217Abl_BG,BG,080217Abl_BG11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,na
20170802,,080217Abl_BG,BG,080217Abl_BG12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,na
20170814,20170816,081417Abl_BH,BH,081417Abl_BH1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,7,5,tbd,,30min,kill_0.75,NS,SR
20170814,20170816,081417Abl_BH,BH,081417Abl_BH2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,6,tbd,,25min,kill_0.75,NS,SR
20170814,20170816,081417Abl_BH,BH,081417Abl_BH3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,4,tbd,,20min,kill_0.75,NS,SR
20170814,20170816,081417Abl_BH,BH,081417Abl_BH4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,5,0,tbd,,15min,zero,NS,SR
20170814,20170816,081417Abl_BH,BH,081417Abl_BH5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,5,0,tbd,,10min,zero,NS,SR
20170814,20170816,081417Abl_BH,BH,081417Abl_BH6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170814,20170816,081417Abl_BH,BH,081417Abl_BH7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,4,1,tbd,,75min,kill_0.25,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,7,2,tbd,,75min,kill_0.25,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,5,2,tbd,,70min,kill_0.25,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,3,1,tbd,,70min,kill_0.25,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,7,0,tbd,,65min,zero,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,4,0,tbd,,65min,zero,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ7,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,60min,zero,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ8,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,8,0,tbd,,60min,zero,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ9,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ10,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ11,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170815,20171104,081517Abl_BJ,BJ,081517Abl_BJ13,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,4,1,tbd,,60min,kill_0.25,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,4,1,tbd,,55min,kill_0.25,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,7,2,tbd,,50min,kill_0.25,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,2,1,tbd,,40min,kill_0.5,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,4,1,tbd,,40min,kill_0.25,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,2,0,tbd,,55min,zero,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK7,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,2,0,tbd,,50min,zero,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK8,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,3,0,tbd,,45min,zero,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK9,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,0,0,tbd,,45min,zero,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK10,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,2,0,tbd,,35min,zero,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK13,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170815,20170816,081517Abl_BK,BK,081517Abl_BK14,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20170815,,081517Abl_BL,BL,081517Abl_BL1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,60min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,60min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,60min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,60min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,60min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,60min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL13,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL14,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170815,,081517Abl_BL,BL,081517Abl_BL15,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170927,20171104,092717Abl_BU,BU,092717Abl_BU1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,30min,kill_0.5,NS,tbd
20170927,20171104,092717Abl_BU,BU,092717Abl_BU2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,5,3,tbd,,30min,kill_0.5,NS,tbd
20170927,20171104,092717Abl_BU,BU,092717Abl_BU3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,4,tbd,,30min,kill_0.5,NS,tbd
20170927,20171104,092717Abl_BU,BU,092717Abl_BU4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,8,0,tbd,,30min,zero,NS,tbd
20170927,20171104,092717Abl_BU,BU,092717Abl_BU5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,6,0,tbd,,30min,zero,NS,tbd
20170927,20171104,092717Abl_BU,BU,092717Abl_BU6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170927,20171104,092717Abl_BU,BU,092717Abl_BU7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170927,20171104,092717Abl_BU,BU,092717Abl_BU8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170927,20171104,092717Abl_BU,BU,092717Abl_BU9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170927,20171104,092717Abl_BU,BU,092717Abl_BU10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170927,20171104,092717Abl_BU,BU,092717Abl_BU11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170927,20171104,092717Abl_BU,BU,092717Abl_BU12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20171108,20171116,110817Abl_BY,BY,110817Abl_BY1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,19,7,tbd,,24h,kill_0.25,NS,SR
20171108,20171116,110817Abl_BY,BY,110817Abl_BY2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,16,7,tbd,,24h,kill_0.5,NS,SR
20171108,20171116,110817Abl_BY,BY,110817Abl_BY3,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171108,20171116,110817Abl_BY,BY,110817Abl_BY4,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171108,20171116,110817Abl_BY,BY,110817Abl_BY5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171108,20171116,110817Abl_BY,BY,110817Abl_BY6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171219,20171222,121917Abl_CD,CD,121917Abl_CD1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Test,PRE,15,8,tbd,,24h,kill_0.5,NS,SR
20171219,20171222,121917Abl_CD,CD,121917Abl_CD2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,13,4,tbd,,24h,kill_0.25,NS,SR
20171219,20171222,121917Abl_CD,CD,121917Abl_CD3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,16,8,tbd,,24h,kill_0.5,NS,SR
20171219,20171222,121917Abl_CD,CD,121917Abl_CD4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,16,0,tbd,,24h,zero,NS,SR
20171219,20171222,121917Abl_CD,CD,121917Abl_CD5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171219,20171222,121917Abl_CD,CD,121917Abl_CD6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171219,20171222,121917Abl_CE,CE,121917Abl_CE1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,17,12,tbd,,24h,kill_0.75,NS,SR
20171219,20171222,121917Abl_CE,CE,121917Abl_CE2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,13,9,tbd,,24h,kill_0.75,NS,SR
20171219,20171222,121917Abl_CE,CE,121917Abl_CE3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,15,7,tbd,,24h,kill_0.5,NS,SR
20171219,20171222,121917Abl_CE,CE,121917Abl_CE4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,16,7,tbd,,24h,kill_0.5,NS,SR
20171219,20171222,121917Abl_CE,CE,121917Abl_CE5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,19,0,tbd,,24h,zero,NS,SR
