Exp_date,Img_date,Experiment,Litter,Embryo_ID,Gene1,Genotype1,Gene2,Genotype2,Gene3,Genotype3,Background,Treatment,target,target_t0,target_killed,Tt_stage,Cellcount_t0,Recovery,Cell_diff,Experimenter,MINS_correct
20170405,20170626,040517Abl_V,V,040517Abl_V11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170405,20170626,040517Abl_V,V,040517Abl_V12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170405,20170626,040517Abl_V,V,040517Abl_V13,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,14,7,tbd,,24h,kill_0.75,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,11,5,tbd,,24h,kill_0.75,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,10,5,tbd,,24h,kill_0.75,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,12,6,tbd,,24h,kill_0.75,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,10,5,tbd,,24h,kill_0.75,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W13,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170411,20170711,041117Abl_W,W,041117Abl_W14,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170411,20170727,041117Abl_X,X,041117Abl_X1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,12,6,tbd,,24h,kill_0.5,NS,tbd
20170411,20170727,041117Abl_X,X,041117Abl_X2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,4,tbd,,24h,kill_0.5,NS,tbd
20170411,20170727,041117Abl_X,X,041117Abl_X3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,12,6,tbd,,24h,kill_0.5,NS,tbd
20170411,20170727,041117Abl_X,X,041117Abl_X4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,4,tbd,,24h,kill_0.5,NS,tbd
20170411,20170727,041117Abl_X,X,041117Abl_X5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,4,tbd,,24h,kill_0.5,NS,tbd
20170411,20170727,041117Abl_X,X,041117Abl_X6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,tbd
20170411,20170727,041117Abl_X,X,041117Abl_X7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,tbd
20170411,20170727,041117Abl_X,X,041117Abl_X8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,tbd
20170411,20170727,041117Abl_X,X,041117Abl_X9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170411,20170727,041117Abl_X,X,041117Abl_X10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170411,20170727,041117Abl_X,X,041117Abl_X11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170411,20170727,041117Abl_X,X,041117Abl_X12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170411,20170727,041117Abl_Y,Y,041117Abl_Y1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,10,2,tbd,,24h,kill_0.25,NS,tbd
20170411,20170727,041117Abl_Y,Y,041117Abl_Y2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,2,tbd,,24h,kill_0.25,NS,tbd
20170411,20170727,041117Abl_Y,Y,041117Abl_Y3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,2,tbd,,24h,kill_0.25,NS,tbd
20170411,20170727,041117Abl_Y,Y,041117Abl_Y4,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,tbd
20170411,20170727,041117Abl_Y,Y,041117Abl_Y5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,tbd
20170411,20170727,041117Abl_Y,Y,041117Abl_Y6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170411,20170727,041117Abl_Y,Y,041117Abl_Y7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170411,20170727,041117Abl_Y,Y,041117Abl_Y8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170411,20170727,041117Abl_Z,Z,041117Abl_Z1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,2,tbd,,24h,kill_0.25,NS,tbd
20170411,20170727,041117Abl_Z,Z,041117Abl_Z2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,2,tbd,,24h,kill_0.25,NS,tbd
20170411,,041117Abl_Z,Z,041117Abl_Z3,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,tbd
20170411,,041117Abl_Z,Z,041117Abl_Z4,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,tbd
20170411,,041117Abl_Z,Z,041117Abl_Z5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,tbd
20170411,,041117Abl_Z,Z,041117Abl_Z6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,NA,0,tbd,,24h,zero,NS,tbd
20170411,20170727,041117Abl_Z,Z,041117Abl_Z7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170411,,041117Abl_Z,Z,041117Abl_Z8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170411,,041117Abl_Z,Z,041117Abl_Z9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170411,,041117Abl_Z,Z,041117Abl_Z10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20170623,20170701,062317Abl_AO,AO,062317Abl_AO1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.25,NS,JPH
20170623,20170701,062317Abl_AO,AO,062317Abl_AO2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.25,NS,JPH
20170623,20170701,062317Abl_AO,AO,062317Abl_AO3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,4,2,tbd,,24h,kill_0.25,NS,JPH
20170623,20170701,062317Abl_AO,AO,062317Abl_AO4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170623,20170701,062317Abl_AO,AO,062317Abl_AO5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170623,20170701,062317Abl_AO,AO,062317Abl_AO6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170623,20170701,062317Abl_AO,AO,062317Abl_AO7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170623,20170701,062317Abl_AO,AO,062317Abl_AO8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170623,20170701,062317Abl_AO,AO,062317Abl_AO9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170623,20170701,062317Abl_AO,AO,062317Abl_AO10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,1,1,tbd,,24h,kill_all,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,5,5,tbd,,24h,kill_all,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.5,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,4,tbd,,24h,kill_0.5,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.5,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP7,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP8,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170623,20170701,062317Abl_AP,AP,062317Abl_AP13,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,24h,zero,NS,JPH
20170628,20170710,062817Abl_AQ,AQ,062817Abl_AQ1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.5,NS,JPH
20170628,20170710,062817Abl_AQ,AQ,062817Abl_AQ2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,11,5,tbd,,24h,kill_0.5,NS,JPH
20170628,20170710,062817Abl_AQ,AQ,062817Abl_AQ3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.5,NS,JPH
20170628,20170710,062817Abl_AQ,AQ,062817Abl_AQ4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,4,2,tbd,,24h,kill_0.5,NS,JPH
20170628,20170710,062817Abl_AQ,AQ,062817Abl_AQ5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170628,20170710,062817Abl_AQ,AQ,062817Abl_AQ6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170628,20170710,062817Abl_AQ,AQ,062817Abl_AQ7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170628,20170710,062817Abl_AQ,AQ,062817Abl_AQ8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170628,20170710,062817Abl_AQ,AQ,062817Abl_AQ9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170628,20170710,062817Abl_AQ,AQ,062817Abl_AQ10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170628,20170710,062817Abl_AR,AR,062817Abl_AR1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,4,4,tbd,,24h,kill_all,NS,JPH
20170628,20170710,062817Abl_AR,AR,062817Abl_AR2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,3,3,tbd,,24h,kill_all,NS,JPH
20170628,20170710,062817Abl_AR,AR,062817Abl_AR3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,5,5,tbd,,24h,kill_all,NS,JPH
20170628,20170710,062817Abl_AR,AR,062817Abl_AR4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,0,0,tbd,,24h,zero,NS,JPH
20170628,20170710,062817Abl_AR,AR,062817Abl_AR5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170628,20170710,062817Abl_AR,AR,062817Abl_AR6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170628,20170710,062817Abl_AR,AR,062817Abl_AR7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170628,20170710,062817Abl_AR,AR,062817Abl_AR8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170628,20170710,062817Abl_AR,AR,062817Abl_AR9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170628,20170711,062817Abl_AS,AS,062817Abl_AS1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.25,NS,JPH
20170628,20170711,062817Abl_AS,AS,062817Abl_AS2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,4,tbd,,24h,kill_0.25,NS,JPH
20170628,20170711,062817Abl_AS,AS,062817Abl_AS3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.25,NS,JPH
20170628,20170711,062817Abl_AS,AS,062817Abl_AS4,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170628,20170711,062817Abl_AS,AS,062817Abl_AS5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170628,20170711,062817Abl_AS,AS,062817Abl_AS6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170628,20170711,062817Abl_AS,AS,062817Abl_AS7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170628,20170711,062817Abl_AS,AS,062817Abl_AS8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170712,20170719,071217Abl_AV,AV,071217Abl_AV1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,4,tbd,,24h,kill_0.75,NS,NS
20170712,20170719,071217Abl_AV,AV,071217Abl_AV2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,6,tbd,,24h,kill_0.75,NS,NS
20170712,20170719,071217Abl_AV,AV,071217Abl_AV3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,4,tbd,,24h,kill_0.75,NS,NS
20170712,20170719,071217Abl_AV,AV,071217Abl_AV4,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,NS
20170712,20170719,071217Abl_AV,AV,071217Abl_AV5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,NS
20170712,20170719,071217Abl_AV,AV,071217Abl_AV6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,NS
20170712,20170719,071217Abl_AV,AV,071217Abl_AV7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170712,20170719,071217Abl_AV,AV,071217Abl_AV8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170712,20170719,071217Abl_AV,AV,071217Abl_AV9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170712,20170719,071217Abl_AV,AV,071217Abl_AV10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170712,20170719,071217Abl_AV,AV,071217Abl_AV11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170725,20170731,072517Abl_AW,AW,072517Abl_AW1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,10,3,tbd,,24h,kill_0.25,NS,NS
20170725,20170731,072517Abl_AW,AW,072517Abl_AW2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,9,3,tbd,,24h,kill_0.25,NS,NS
20170725,20170731,072517Abl_AW,AW,072517Abl_AW3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,2,tbd,,24h,kill_0.25,NS,NS
20170725,20170731,072517Abl_AW,AW,072517Abl_AW4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,9,3,tbd,,24h,kill_0.25,NS,NS
20170725,20170731,072517Abl_AW,AW,072517Abl_AW5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,13,3,tbd,,24h,kill_0.25,NS,NS
20170725,20170731,072517Abl_AW,AW,072517Abl_AW6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,2,tbd,,24h,kill_0.25,NS,NS
20170725,20170731,072517Abl_AW,AW,072517Abl_AW7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,NS
20170725,20170731,072517Abl_AW,AW,072517Abl_AW8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,NS
20170725,20170731,072517Abl_AW,AW,072517Abl_AW9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170725,20170731,072517Abl_AW,AW,072517Abl_AW10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170725,20170731,072517Abl_AW,AW,072517Abl_AW11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20170725,20170731,072517Abl_AX,AX,072517Abl_AX1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,12,9,tbd,,24h,kill_0.75,NS,JPH
20170725,20170731,072517Abl_AX,AX,072517Abl_AX2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,14,10,tbd,,24h,kill_0.75,NS,JPH
20170725,20170731,072517Abl_AX,AX,072517Abl_AX3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,18,14,tbd,,24h,kill_0.75,NS,JPH
20170725,20170731,072517Abl_AX,AX,072517Abl_AX4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,12,9,tbd,,24h,kill_0.75,NS,JPH
20170725,20170731,072517Abl_AX,AX,072517Abl_AX5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,11,8,tbd,,24h,kill_0.75,NS,JPH
20170725,20170731,072517Abl_AX,AX,072517Abl_AX6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170725,20170731,072517Abl_AX,AX,072517Abl_AX7,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,JPH
20170725,20170731,072517Abl_AX,AX,072517Abl_AX8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170725,20170731,072517Abl_AX,AX,072517Abl_AX9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170725,20170731,072517Abl_AX,AX,072517Abl_AX10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170725,20170731,072517Abl_AX,AX,072517Abl_AX11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170725,20170731,072517Abl_AX,AX,072517Abl_AX12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170725,20170731,072517Abl_AX,AX,072517Abl_AX13,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170728,20170807,072817Abl_AY,AY,072817Abl_AY1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,11,11,tbd,,24h,kill_all,NS,JPH
20170728,20170807,072817Abl_AY,AY,072817Abl_AY2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,8,tbd,,24h,kill_all,NS,JPH
20170728,20170807,072817Abl_AY,AY,072817Abl_AY3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,9,0,tbd,,24h,zero,NS,JPH
20170728,20170807,072817Abl_AY,AY,072817Abl_AY4,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170728,20170807,072817Abl_AY,AY,072817Abl_AY5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170728,20170807,072817Abl_AY,AY,072817Abl_AY6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170729,20170807,072817Abl_AY,AY,072817Abl_AY7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,JPH
20170728,20170807,072817Abl_AZ,AZ,072817Abl_AZ1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,9,9,tbd,,24h,kill_all,NS,NS
20170728,20170807,072817Abl_AZ,AZ,072817Abl_AZ2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,3,3,tbd,,24h,kill_all,NS,NS
20170728,20170807,072817Abl_AZ,AZ,072817Abl_AZ3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,11,11,tbd,,24h,kill_all,NS,NS
20170728,20170807,072817Abl_AZ,AZ,072817Abl_AZ4,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,NS
20170728,20170807,072817Abl_AZ,AZ,072817Abl_AZ5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,NS
20170728,20170807,072817Abl_AZ,AZ,072817Abl_AZ6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,24h,zero,NS,NS
20170728,20170807,072817Abl_AZ,AZ,072817Abl_AZ7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
