Exp_date,Img_date,Experiment,Litter,Embryo_ID,Gene1,Genotype1,Gene2,Genotype2,ESC_line,Treatment,ES_culture,H_cells,D_cells,Culture_time,Tt_stage,ESC_t0,Cre,Technique,Experimenter,MINS_correct
20180806,20180813,080618Xim_F4_CK,CK,080618Xim_F4_CK5,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,NS
20180806,20180813,080618Xim_F4_CK,CK,080618Xim_F4_CK6,Fgf4,F4FL_FL,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,
20180806,20180813,080618Xim_F4_CK,CK,080618Xim_F4_CK7,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,NS
20180806,20180813,080618Xim_F4_CK,CK,080618Xim_F4_CK8,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,NS
20180806,20180813,080618Xim_F4_CK,CK,080618Xim_F4_CK9,Fgf4,unknown,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM1,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM2,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM3,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM4,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM5,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM6,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM7,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM8,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM9,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM10,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM11,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM12,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM13,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM14,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM15,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM16,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM17,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM18,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM19,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CLCM,CLCM,080718Xim_WT_CLCM20,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNa,CN,080718Xim_WT_CN1,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNa,CN,080718Xim_WT_CN2,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNa,CN,080718Xim_WT_CN3,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNa,CN,080718Xim_WT_CN4,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNa,CN,080718Xim_WT_CN5,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNa,CN,080718Xim_WT_CN6,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNa,CN,080718Xim_WT_CN7,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNb,CN,080718Xim_WT_CN8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNb,CN,080718Xim_WT_CN9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNb,CN,080718Xim_WT_CN10,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNb,CN,080718Xim_WT_CN11,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNb,CN,080718Xim_WT_CN12,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNb,CN,080718Xim_WT_CN13,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180813,080718Xim_WT_CNb,CN,080718Xim_WT_CN14,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COa,CO,080718Xim_WT_CO1,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COa,CO,080718Xim_WT_CO2,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COa,CO,080718Xim_WT_CO3,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COa,CO,080718Xim_WT_CO4,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COa,CO,080718Xim_WT_CO5,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COa,CO,080718Xim_WT_CO6,Fgf4,WT,any,CAG:H2B-GFP/+,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COb,CO,080718Xim_WT_CO7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COb,CO,080718Xim_WT_CO8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COb,CO,080718Xim_WT_CO9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COb,CO,080718Xim_WT_CO10,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COb,CO,080718Xim_WT_CO11,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COb,CO,080718Xim_WT_CO12,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COb,CO,080718Xim_WT_CO13,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180807,20180816,080718Xim_WT_COb,CO,080718Xim_WT_CO14,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20180809,20180816,080918Xim_F4_CP,CP,080918Xim_F4_CP1,Fgf4,tbd,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20180809,20180816,080918Xim_F4_CP,CP,080918Xim_F4_CP2,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20180809,20180816,080918Xim_F4_CP,CP,080918Xim_F4_CP3,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20180809,20180816,080918Xim_F4_CP,CP,080918Xim_F4_CP4,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20180809,20180816,080918Xim_F4_CP,CP,080918Xim_F4_CP5,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20180809,20180816,080918Xim_F4_CP,CP,080918Xim_F4_CP6,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20180809,20180816,080918Xim_F4_CP,CP,080918Xim_F4_CP7,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20180809,20180816,080918Xim_F4_CP,CP,080918Xim_F4_CP8,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20180809,20180816,080918Xim_F4_CP,CP,080918Xim_F4_CP9,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20180811,20180816,081118Xim_F4_CQ,CQ,081118Xim_F4_CQ1,Fgf4,F4FL_KO,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20180811,20180816,081118Xim_F4_CQ,CQ,081118Xim_F4_CQ2,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,NS
20180811,20180816,081118Xim_F4_CQ,CQ,081118Xim_F4_CQ3,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,NS
20180811,20180816,081118Xim_F4_CQ,CQ,081118Xim_F4_CQ4,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,NS
20180811,20180816,081118Xim_F4_CQ,CQ,081118Xim_F4_CQ5,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,NS
20180811,20180816,081118Xim_F4_CQ,CQ,081118Xim_F4_CQ6,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,NS
20180811,20180816,081118Xim_F4_CQ,CQ,081118Xim_F4_CQ7,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,NS
20180811,20180816,081118Xim_F4_CQ,CQ,081118Xim_F4_CQ8,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR1,Fgf4,mosaic,any,wt,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR2,Fgf4,mosaic,any,wt,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR3,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR4,Fgf4,unknown,any,wt,H2B-tdTomato,Chimera,S/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR5,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR6,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR7,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR8,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR9,Fgf4,mosaic,any,wt,H2B-tdTomato,Chimera,S/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR10,Fgf4,mosaic,any,wt,H2B-tdTomato,Chimera,S/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR11,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR12,Fgf4,unknown,any,wt,H2B-tdTomato,Chimera,S/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,NS
20181024,20181031,102418Xim_F4_CR,CR,102418Xim_F4_CR13,Fgf4,mosaic,any,wt,H2B-tdTomato,Chimera,S/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,NS
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS1,Fgf4,F4FL_KO,Pdgfra,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS2,Fgf4,F4FL_KO,Pdgfra,het,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS3,Fgf4,F4_KO,Pdgfra,het,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS4,Fgf4,F4_KO,Pdgfra,het,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS5,Fgf4,F4_KO,Pdgfra,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS6,Fgf4,F4_KO,Pdgfra,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS7,Fgf4,mosaic,Pdgfra,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS8,Fgf4,mosaic,Pdgfra,het,NA,Control,NA,tbd,0,31h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS9,Fgf4,F4_KO,Pdgfra,het,NA,Control,NA,tbd,0,31h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS10,Fgf4,F4_KO,Pdgfra,het,NA,Control,NA,tbd,0,31h,blastocyst,zero,Gdf9:iCre,Injection,NS,
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS11,Fgf4,F4_KO,Pdgfra,wt,NA,Control,NA,tbd,0,31h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS12,Fgf4,F4FL_KO,Pdgfra,wt,NA,Control,NA,tbd,0,31h,blastocyst,zero,Gdf9:iCre,Injection,NS,
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS13,Fgf4,F4_KO,Pdgfra,het,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS14,Fgf4,mosaic,Pdgfra,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CS,CS,102618Xim_F4_CS15,Fgf4,unknown,Pdgfra,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT1,Fgf4,F4_KO,any,wt,NA,Control,NA,tbd,0,31h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT2,Fgf4,F4FL_KO,any,wt,NA,Control,NA,tbd,0,31h,blastocyst,zero,Gdf9:iCre,Injection,NS,
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT3,Fgf4,F4FL_KO,any,wt,NA,Control,NA,tbd,0,31h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT4,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT5,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT6,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT7,Fgf4,mosaic,any,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT8,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT9,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT10,Fgf4,unknown,any,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,31h,blastocyst,10,Gdf9:iCre,Injection,NS,
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT11,Fgf4,F4_KO,any,wt,NA,Littermate,NA,8,0,0h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT12,Fgf4,F4FL_KO,any,wt,NA,Littermate,NA,8,0,0h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20181026,20181101,102618Xim_F4_CT,CT,102618Xim_F4_CT13,Fgf4,F4FL_KO,any,wt,NA,Littermate,NA,8,0,0h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU1,Fgf4,F4_KO,Pdgfra,het,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU2,Fgf4,F4FL_KO,Pdgfra,het,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU3,Fgf4,F4FL_KO,Pdgfra,wt,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU4,Fgf4,F4_KO,Pdgfra,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU5,Fgf4,mosaic,Pdgfra,het,H2B-tdTomato,Chimera,2i/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU6,Fgf4,F4_KO,Pdgfra,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU7,Fgf4,F4_KO,Pdgfra,het,H2B-tdTomato,Chimera,2i/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU8,Fgf4,F4FL_KO,Pdgfra,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU9,Fgf4,F4_KO,Pdgfra,wt,H2B-tdTomato,Chimera,2i/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU10,Fgf4,mosaic,Pdgfra,unknown,H2B-tdTomato,Chimera,2i/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU11,Fgf4,F4_KO,Pdgfra,het,H2B-tdTomato,Chimera,2i/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU12,Fgf4,mosaic,Pdgfra,het,H2B-tdTomato,Chimera,2i/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20181029,20181116,102918Xim_F4_CU,CU,102918Xim_F4_CU13,Fgf4,F4_KO,Pdgfra,het,H2B-tdTomato,Chimera,2i/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20181029,20181121,102918Xim_F4_CV,CV,102918Xim_F4_CV1,Fgf4,F4_KO,Pdgfra,wt,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20181029,20181121,102918Xim_F4_CV,CV,102918Xim_F4_CV2,Fgf4,unknown,Pdgfra,het,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20181029,20181121,102918Xim_F4_CV,CV,102918Xim_F4_CV3,Fgf4,F4FL_KO,Pdgfra,het,H2B-tdTomato,Chimera,S/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181029,20181121,102918Xim_F4_CV,CV,102918Xim_F4_CV4,Fgf4,F4_KO,Pdgfra,wt,H2B-tdTomato,Chimera,S/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181029,20181121,102918Xim_F4_CV,CV,102918Xim_F4_CV5,Fgf4,mosaic,Pdgfra,het,H2B-tdTomato,Chimera,S/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
