Exp_date,Img_date,Experiment,Litter,Embryo_ID,Gene1,Genotype1,Gene2,Genotype2,ESC_line,Treatment,ES_culture,H_cells,D_cells,Culture_time,Tt_stage,ESC_t0,Cre,Technique,Experimenter,MINS_correct
20170414,20170505,041417Xim_F4KO_AG,AG,041417Xim_F4KO_AG10,Fgf4,tbd,any,wt,NA,Control,NA,8,0,51h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170414,20170505,041417Xim_F4KO_AG,AG,041417Xim_F4KO_AG11,Fgf4,tbd,any,wt,NA,Control,NA,8,0,51h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170414,20170505,041417Xim_F4KO_AG,AG,041417Xim_F4KO_AG12,Fgf4,tbd,any,wt,NA,Control,NA,8,0,51h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170418,20171215,041817Xim_F4KO_AH,AH,041817Xim_F4KO_AH1,Fgf4,tbd,Pdgfra,tbd,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170418,20171215,041817Xim_F4KO_AH,AH,041817Xim_F4KO_AH2,Fgf4,tbd,Pdgfra,tbd,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170418,20171215,041817Xim_F4KO_AH,AH,041817Xim_F4KO_AH3,Fgf4,tbd,Pdgfra,tbd,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170418,20171215,041817Xim_F4KO_AH,AH,041817Xim_F4KO_AH4,Fgf4,tbd,Pdgfra,tbd,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170418,20171215,041817Xim_F4KO_AH,AH,041817Xim_F4KO_AH5,Fgf4,tbd,Pdgfra,tbd,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170418,20171215,041817Xim_F4KO_AH,AH,041817Xim_F4KO_AH6,Fgf4,tbd,Pdgfra,tbd,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170418,20171215,041817Xim_F4KO_AH,AH,041817Xim_F4KO_AH7,Fgf4,tbd,Pdgfra,tbd,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170418,20171215,041817Xim_F4KO_AH,AH,041817Xim_F4KO_AH8,Fgf4,tbd,Pdgfra,tbd,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170418,20171215,041817Xim_F4KO_AH,AH,041817Xim_F4KO_AH9,Fgf4,tbd,Pdgfra,tbd,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170418,20171215,041817Xim_F4KO_AH,AH,041817Xim_F4KO_AH10,Fgf4,tbd,Pdgfra,tbd,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170418,20171215,041817Xim_F4KO_AH,AH,041817Xim_F4KO_AH11,Fgf4,tbd,Pdgfra,tbd,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170418,20171215,041817Xim_F4KO_AH,AH,041817Xim_F4KO_AH12,Fgf4,tbd,Pdgfra,tbd,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170428,20171215,042817Xim_F4KO_AK,AK,042817Xim_F4KO_AK1,Fgf4,tbd,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170428,20171215,042817Xim_F4KO_AK,AK,042817Xim_F4KO_AK2,Fgf4,tbd,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170428,20171215,042817Xim_F4KO_AK,AK,042817Xim_F4KO_AK3,Fgf4,tbd,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170428,20171215,042817Xim_F4KO_AK,AK,042817Xim_F4KO_AK4,Fgf4,tbd,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20170428,20171215,042817Xim_F4KO_AK,AK,042817Xim_F4KO_AK5,Fgf4,tbd,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,51h,8cell,5-8c,Gdf9:iCre,Aggregation,NS,
20170428,20171215,042817Xim_F4KO_AK,AK,042817Xim_F4KO_AK6,Fgf4,tbd,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,51h,8cell,5-8c,Gdf9:iCre,Aggregation,NS,
20170428,20171215,042817Xim_F4KO_AK,AK,042817Xim_F4KO_AK7,Fgf4,tbd,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,51h,8cell,5-8c,Gdf9:iCre,Aggregation,NS,
20170428,20171215,042817Xim_F4KO_AK,AK,042817Xim_F4KO_AK8,Fgf4,tbd,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,51h,8cell,5-8c,Gdf9:iCre,Aggregation,NS,
20170428,20171215,042817Xim_F4KO_AK,AK,042817Xim_F4KO_AK9,Fgf4,tbd,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,51h,8cell,5-8c,Gdf9:iCre,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR1,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR2,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR3,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR4,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR5,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR6,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR7,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR8,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR9,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR10,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR11,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR12,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR13,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,
20171113,20171207,111317Xim_WT_AR,AR,111317Xim_WT_AR14,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS1,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Injection,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS2,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Injection,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS3,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Injection,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS4,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS5,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS6,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS7,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS8,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS9,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS10,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS11,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS12,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171215,111317Xim_WT_AS,AS,111317Xim_WT_AS13,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171207,111317Xim_WT_AT,AT,111317Xim_WT_AT1,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171207,111317Xim_WT_AT,AT,111317Xim_WT_AT2,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171207,111317Xim_WT_AT,AT,111317Xim_WT_AT3,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171207,111317Xim_WT_AT,AT,111317Xim_WT_AT4,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171207,111317Xim_WT_AT,AT,111317Xim_WT_AT5,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171207,111317Xim_WT_AT,AT,111317Xim_WT_AT6,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20171113,20171207,111317Xim_WT_AT,AT,111317Xim_WT_AT7,Fgf4,WT,any,wt,CAG:H2B-mCherry,Chimera,S/LIF,8,10,48h,8cell,10c,none,Injection,NS,
20180214,20180222,021418Xim_WT_AU,AU,021418Xim_WT_AU1,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AU,AU,021418Xim_WT_AU2,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AU,AU,021418Xim_WT_AU3,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AU,AU,021418Xim_WT_AU4,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AU,AU,021418Xim_WT_AU5,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AU,AU,021418Xim_WT_AU6,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AV,AV,021418Xim_WT_AV1,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AV,AV,021418Xim_WT_AV2,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AV,AV,021418Xim_WT_AV3,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,5,48h,8cell,3-5c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AV,AV,021418Xim_WT_AV4,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,5,48h,8cell,3-5c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AV,AV,021418Xim_WT_AV5,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,5,48h,8cell,3-5c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AW,AW,021418Xim_WT_AW1,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AW,AW,021418Xim_WT_AW2,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AW,AW,021418Xim_WT_AW3,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,48h,8cell,3-5c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AW,AW,021418Xim_WT_AW4,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,48h,8cell,3-5c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AW,AW,021418Xim_WT_AW5,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,48h,8cell,3-5c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AW,AW,021418Xim_WT_AW6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,48h,8cell,3-5c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AW,AW,021418Xim_WT_AW7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,48h,8cell,3-5c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AW,AW,021418Xim_WT_AW8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,48h,8cell,3-5c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AW,AW,021418Xim_WT_AW9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,48h,8cell,3-5c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AW,AW,021418Xim_WT_AW10,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,48h,8cell,3-5c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AW,AW,021418Xim_WT_AW11,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,48h,8cell,3-5c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX1,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX2,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX3,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX4,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX5,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX10,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX11,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX12,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180214,20180222,021418Xim_WT_AX,AX,021418Xim_WT_AX13,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AY,AY,022218Xim_WT_AY1,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AY,AY,022218Xim_WT_AY2,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AY,AY,022218Xim_WT_AY3,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AY,AY,022218Xim_WT_AY4,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AY,AY,022218Xim_WT_AY5,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AY,AY,022218Xim_WT_AY6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AY,AY,022218Xim_WT_AY7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AY,AY,022218Xim_WT_AY8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AZ,AZ,022218Xim_WT_AZ1,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AZ,AZ,022218Xim_WT_AZ2,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AZ,AZ,022218Xim_WT_AZ3,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AZ,AZ,022218Xim_WT_AZ4,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AZ,AZ,022218Xim_WT_AZ5,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AZ,AZ,022218Xim_WT_AZ6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AZ,AZ,022218Xim_WT_AZ7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AZ,AZ,022218Xim_WT_AZ8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180305,022218Xim_WT_AZ,AZ,022218Xim_WT_AZ9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,2,48h,8cell,2,none,Aggregation,NS,SR
20180222,20180308,022218Xim_WT_BA,BA,022218Xim_WT_BA1,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180222,20180308,022218Xim_WT_BA,BA,022218Xim_WT_BA2,Fgf4,WT,any,wt,NA,Control,NA,8,0,48h,8cell,zero,none,Aggregation,NS,SR
20180222,20180308,022218Xim_WT_BA,BA,022218Xim_WT_BA3,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180222,20180308,022218Xim_WT_BA,BA,022218Xim_WT_BA4,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180222,20180308,022218Xim_WT_BA,BA,022218Xim_WT_BA5,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180222,20180308,022218Xim_WT_BA,BA,022218Xim_WT_BA6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180222,20180308,022218Xim_WT_BA,BA,022218Xim_WT_BA7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,8,48h,8cell,5-8c,none,Aggregation,NS,SR
20180405,20180503,040518Xim_WT_BE,BE,040518Xim_WT_BE1,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,
20180405,20180503,040518Xim_WT_BE,BE,040518Xim_WT_BE2,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BE,BE,040518Xim_WT_BE3,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,
20180405,20180503,040518Xim_WT_BE,BE,040518Xim_WT_BE4,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,
20180405,20180503,040518Xim_WT_BE,BE,040518Xim_WT_BE5,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BE,BE,040518Xim_WT_BE6,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,
20180405,20180503,040518Xim_WT_BE,BE,040518Xim_WT_BE7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BF,BF,040518Xim_WT_BF1,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BF,BF,040518Xim_WT_BF2,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BF,BF,040518Xim_WT_BF3,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BF,BF,040518Xim_WT_BF4,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BF,BF,040518Xim_WT_BF5,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BF,BF,040518Xim_WT_BF6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BF,BF,040518Xim_WT_BF7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BF,BF,040518Xim_WT_BF8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BG,BG,040518Xim_WT_BG1,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BG,BG,040518Xim_WT_BG2,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BG,BG,040518Xim_WT_BG3,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BG,BG,040518Xim_WT_BG4,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BG,BG,040518Xim_WT_BG5,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,SR
20180405,20180503,040518Xim_WT_BG,BG,040518Xim_WT_BG6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,SR
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH1,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,NS
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH2,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,NS
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH3,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,NS
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH4,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,NS
