Exp_date,Img_date,Experiment,Litter,Embryo_ID,H_genotype,D_genotype,Treatment,H_cells,D_cells,Tt_stage,Embryo_size,Experimenter,MINS_correct
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF16,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF17,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF18,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF19,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF20,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF21,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF22,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF23,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF24,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF25,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF26,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG1,ko,NA,Control,8,0,8cell,Single,NS,SR
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG2,ko,NA,Control,8,0,8cell,Single,NS,SR
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG3,het,NA,Control,8,0,8cell,Single,NS,SR
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG4,het,NA,Control,8,0,8cell,Single,NS,SR
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG5,unknown,NA,Control,8,0,8cell,Single,NS,
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG6,ko,NA,Control,8,0,8cell,Single,NS,SR
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG7,het,NA,Control,8,0,8cell,Single,NS,SR
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG8,het,NA,Control,8,0,8cell,Single,NS,SR
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG9,ko,NA,Control,8,0,8cell,Single,NS,SR
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG10,wt,NA,Control,8,0,8cell,Single,NS,
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG11,wt,NA,Control,8,0,8cell,Single,NS,
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG12,wt,NA,Control,8,0,8cell,Single,NS,
20180531,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG13,wt,NA,Control,8,0,8cell,Single,NS,
 ,20180625,053118Xim_G6_BG,BG,053118Xim_G6_BG14,wt,NA,Control,8,0,8cell,Single,NS,
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH1,wt,NA,Control,8,0,8cell,Single,NS,
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH2,wt,NA,Control,8,0,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH3,wt,NA,Control,8,0,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH4,wt,NA,Control,8,0,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH5,wt,NA,Control,8,0,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH6,wt,NA,Control,8,0,8cell,Single,NS,
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH7,wt,NA,Control,8,0,8cell,Single,NS,
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH8,wt,NA,Control,4,0,4cell,Single,NS,
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH9,wt,NA,Control,4,0,4cell,Single,NS,
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH10,wt,NA,Control,4,0,4cell,Single,NS,
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH11,wt,NA,Control,4,0,4cell,Single,NS,
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH12,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH13,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH14,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH15,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH16,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH17,mosaic,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH18,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH19,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH20,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH21,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH22,ko,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH23,het,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH24,ko,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH25,ko,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH26,ko,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180612,20180628,061218Xim_G6_BH,BH,061218Xim_G6_BH27,ko,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180612,20180706,061218Xim_G6_BI,BI,061218Xim_G6_BI1,ko,NA,Control,2,0,2cell,Single,NS,
20180612,20180706,061218Xim_G6_BI,BI,061218Xim_G6_BI2,ko,NA,Control,2,0,2cell,Single,NS,
20180612,20180706,061218Xim_G6_BI,BI,061218Xim_G6_BI3,ko,NA,Control,2,0,2cell,Single,NS,
20180612,20180706,061218Xim_G6_BI,BI,061218Xim_G6_BI4,ko,NA,Control,2,0,2cell,Single,NS,
20180612,20180706,061218Xim_G6_BI,BI,061218Xim_G6_BI5,mosaic,NA,Control,2,0,2cell,Single,NS,
20180612,20180706,061218Xim_G6_BI,BI,061218Xim_G6_BI6,mosaic,NA,Control,2,0,2cell,Single,NS,
20180612,20180706,061218Xim_G6_BI,BI,061218Xim_G6_BI7,ko,NA,Control,2,0,2cell,Single,NS,
20180612,20180706,061218Xim_G6_BI,BI,061218Xim_G6_BI8,ko,NA,Control,2,0,2cell,Single,NS,
20180612,20180706,061218Xim_G6_BI,BI,061218Xim_G6_BI9,mosaic,NA,Control,2,0,2cell,Single,NS,
