Exp_date,Img_date,Experiment,Litter,Embryo_ID,H_genotype,D_genotype,Treatment,H_cells,D_cells,Tt_stage,Embryo_size,Experimenter,MINS_correct
20170318,20170324,031818Xim_WT_AO,AO,031818Xim_WT_AO11,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170318,20170324,031818Xim_WT_AO,AO,031818Xim_WT_AO12,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170318,20170324,031818Xim_WT_AO,AO,031818Xim_WT_AO13,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170318,20170324,031818Xim_WT_AO,AO,031818Xim_WT_AO14,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170318,20170324,031818Xim_WT_AO,AO,031818Xim_WT_AO15,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170318,20170324,031818Xim_WT_AO,AO,031818Xim_WT_AO16,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170318,20170324,031818Xim_WT_AO,AO,031818Xim_WT_AO17,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170318,20170324,031818Xim_WT_AO,AO,031818Xim_WT_AO18,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170318,20170324,031818Xim_WT_AO,AO,031818Xim_WT_AO19,wt,NA,Control,8,0,8cell,Single,NS,HG
20170331,20170418,033117Xim_WT_AP,AP,033117Xim_WT_AP1,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170331,20170418,033117Xim_WT_AP,AP,033117Xim_WT_AP2,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170331,20170418,033117Xim_WT_AP,AP,033117Xim_WT_AP3,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170331,20170418,033117Xim_WT_AP,AP,033117Xim_WT_AP4,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170331,20170418,033117Xim_WT_AP,AP,033117Xim_WT_AP5,wt,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ1,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ2,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ3,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ4,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ5,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ6,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ7,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ8,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ9,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ10,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ11,wt,NA,Control,8,0,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ12,wt,NA,Control,8,0,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ13,wt,NA,Control,8,0,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ14,wt,NA,Control,8,0,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ15,wt,NA,Control,8,0,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AQ,AQ,042617Xim_G6_AQ16,wt,NA,Control,8,0,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AR,AR,042617Xim_G6_AR1,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AR,AR,042617Xim_G6_AR2,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AR,AR,042617Xim_G6_AR3,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AR,AR,042617Xim_G6_AR4,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AR,AR,042617Xim_G6_AR5,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AR,AR,042617Xim_G6_AR6,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AR,AR,042617Xim_G6_AR7,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AR,AR,042617Xim_G6_AR8,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AR,AR,042617Xim_G6_AR9,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170426,20170503,042617Xim_G6_AR,AR,042617Xim_G6_AR10,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,HG
20170426,20170504,042617Xim_G6_AR,AR,042617Xim_G6_AR11,wt,NA,Control,8,0,8cell,Single,NS,HG
20170426,20170504,042617Xim_G6_AR,AR,042617Xim_G6_AR12,wt,NA,Control,8,0,8cell,Single,NS,HG
20170426,20170504,042617Xim_G6_AR,AR,042617Xim_G6_AR13,wt,NA,Control,8,0,8cell,Single,NS,HG
20170426,20170504,042617Xim_G6_AR,AR,042617Xim_G6_AR14,wt,NA,Control,8,0,8cell,Single,NS,HG
20170426,20170504,042617Xim_G6_AR,AR,042617Xim_G6_AR15,wt,NA,Control,8,0,8cell,Single,NS,HG
20170426,20170504,042617Xim_G6_AR,AR,042617Xim_G6_AR16,wt,NA,Control,8,0,8cell,Single,NS,HG
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT1,het,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT2,ko,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT3,ko,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT4,het,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT5,het,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT6,unknown,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT7,ko,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT8,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT9,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT10,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT11,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT12,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT13,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT14,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT15,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180406,20180417,040618Xim_G6_AT,AT,040618Xim_G6_AT16,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW1,CAG:H2B-GFP,NA,Control,8,0,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW2,CAG:H2B-GFP,NA,Control,8,0,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW3,CAG:H2B-GFP,NA,Control,8,0,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW4,wt,NA,Control,8,0,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW5,wt,NA,Control,8,0,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW6,wt,NA,Control,8,0,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW7,wt,NA,Control,8,0,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW8,wt,NA,Control,8,0,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW9,wt,NA,Control,8,0,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW10,wt,NA,Control,8,0,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW11,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW12,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW13,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW14,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW15,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW16,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW17,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW18,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW19,het,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW20,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW21,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW22,ko,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW23,het,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW24,het,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180413,20180417,041318Xim_G6_AW,AW,041318Xim_G6_AW25,het,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180413,20180419,041318Xim_G6_AXa,AX,041318Xim_G6_AX1,wt,NA,Control,8,0,8cell,Single,NS,
20180413,20180419,041318Xim_G6_AXa,AX,041318Xim_G6_AX2,wt,NA,Control,8,0,8cell,Single,NS,
20180413,20180419,041318Xim_G6_AXa,AX,041318Xim_G6_AX3,wt,NA,Control,8,0,8cell,Single,NS,
20180413,20180419,041318Xim_G6_AXa,AX,041318Xim_G6_AX4,wt,NA,Control,8,0,8cell,Single,NS,
20180413,20180419,041318Xim_G6_AXa,AX,041318Xim_G6_AX5,wt,NA,Control,8,0,8cell,Single,NS,
20180413,20180419,041318Xim_G6_AXb,AX,041318Xim_G6_AX6,wt,NA,Control,8,0,8cell,Single,NS,
20180413,20180419,041318Xim_G6_AXb,AX,041318Xim_G6_AX7,wt,NA,Control,8,0,8cell,Single,NS,
20180413,20180419,041318Xim_G6_AXb,AX,041318Xim_G6_AX8,wt,NA,Control,8,0,8cell,Single,NS,
20180413,20180419,041318Xim_G6_AXb,AX,041318Xim_G6_AX9,wt,NA,Control,8,0,8cell,Single,NS,
20180413,20180419,041318Xim_G6_AXb,AX,041318Xim_G6_AX10,wt,NA,Control,8,0,8cell,Single,NS,
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY1,wt,NA,Control,8,0,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY2,wt,NA,Control,8,0,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY3,wt,NA,Control,8,0,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY4,wt,NA,Control,8,0,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY5,wt,NA,Control,8,0,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY6,wt,NA,Control,8,0,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY7,wt,NA,Control,8,0,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY8,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY9,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY10,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY11,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY12,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY13,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY14,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY15,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180418,20180423,041818Xim_G6_AY,AY,041818Xim_G6_AY16,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ1,wt,NA,Control,8,0,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ2,wt,NA,Control,8,0,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ3,wt,NA,Control,8,0,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ4,wt,NA,Control,8,0,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ5,wt,NA,Control,8,0,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ6,wt,NA,Control,8,0,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ7,wt,NA,Control,8,0,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ8,wt,NA,Control,8,0,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ9,wt,NA,Control,8,0,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ10,CAG:H2B-GFP,NA,Control,8,0,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ11,wt,NA,Control,8,0,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ12,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ13,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ14,ko,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ15,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ16,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ17,het,CAG:H2B-GFP,Chimera,6,2,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ18,het,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ19,het,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ20,wt,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ21,ko,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ22,ko,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ23,het,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ24,mosaic,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180419,20180423,041918Xim_G6_AZ,AZ,041918Xim_G6_AZ25,het,CAG:H2B-GFP,Chimera,2,6,8cell,Single,NS,NS
20180501,20180508,050118Xim_G6_BA,BA,050118Xim_G6_BA1,wt,NA,Control,8,0,8cell,Single,NS,NS
20180501,20180508,050118Xim_G6_BA,BA,050118Xim_G6_BA2,wt,NA,Control,8,0,8cell,Single,NS,NS
20180501,20180508,050118Xim_G6_BA,BA,050118Xim_G6_BA3,mosaic,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180501,20180508,050118Xim_G6_BA,BA,050118Xim_G6_BA4,het,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180501,20180508,050118Xim_G6_BA,BA,050118Xim_G6_BA5,ko,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180501,20180508,050118Xim_G6_BA,BA,050118Xim_G6_BA6,het,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180501,20180508,050118Xim_G6_BA,BA,050118Xim_G6_BA7,mosaic,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180501,20180508,050118Xim_G6_BA,BA,050118Xim_G6_BA8,ko,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180501,20180508,050118Xim_G6_BA,BA,050118Xim_G6_BA9,ko,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180507,20180516,050718Xim_WT_BB,BB,050718Xim_WT_BB1,wt,NA,Control,8,0,8cell,Single,NS,
20180507,20180516,050718Xim_WT_BB,BB,050718Xim_WT_BB2,wt,NA,Control,8,0,8cell,Single,NS,NS
20180507,20180516,050718Xim_WT_BB,BB,050718Xim_WT_BB3,wt,NA,Control,8,0,8cell,Single,NS,NS
20180507,20180516,050718Xim_WT_BB,BB,050718Xim_WT_BB4,wt,NA,Control,8,0,8cell,Single,NS,
20180507,20180516,050718Xim_WT_BB,BB,050718Xim_WT_BB5,wt,NA,Control,8,0,8cell,Single,NS,
20180507,20180516,050718Xim_WT_BB,BB,050718Xim_WT_BB6,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180507,20180516,050718Xim_WT_BB,BB,050718Xim_WT_BB7,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180507,20180516,050718Xim_WT_BB,BB,050718Xim_WT_BB8,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180507,20180516,050718Xim_WT_BB,BB,050718Xim_WT_BB9,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180507,20180516,050718Xim_WT_BC,BC,050718Xim_WT_BC1,wt,NA,Control,8,0,8cell,Single,NS,NS
20180507,20180516,050718Xim_WT_BC,BC,050718Xim_WT_BC2,wt,NA,Control,8,0,8cell,Single,NS,NS
20180507,20180516,050718Xim_WT_BC,BC,050718Xim_WT_BC3,wt,NA,Control,8,0,8cell,Single,NS,
20180507,20180516,050718Xim_WT_BC,BC,050718Xim_WT_BC4,wt,NA,Control,8,0,8cell,Single,NS,
20180507,20180516,050718Xim_WT_BC,BC,050718Xim_WT_BC5,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180507,20180516,050718Xim_WT_BC,BC,050718Xim_WT_BC6,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,NS
20180507,20180516,050718Xim_WT_BC,BC,050718Xim_WT_BC7,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180507,20180516,050718Xim_WT_BC,BC,050718Xim_WT_BC8,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180507,20180516,050718Xim_WT_BC,BC,050718Xim_WT_BC9,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180509,20180516,050918Xim_WT_BD,BD,050918Xim_WT_BD1,wt,NA,Control,8,0,8cell,Single,NS,
20180509,20180516,050918Xim_WT_BD,BD,050918Xim_WT_BD2,wt,NA,Control,8,0,8cell,Single,NS,
20180509,20180516,050918Xim_WT_BD,BD,050918Xim_WT_BD3,wt,NA,Control,8,0,8cell,Single,NS,
20180509,20180516,050918Xim_WT_BD,BD,050918Xim_WT_BD4,wt,NA,Control,8,0,8cell,Single,NS,
20180509,20180516,050918Xim_WT_BD,BD,050918Xim_WT_BD5,CAG:H2B-GFP,NA,Control,8,0,8cell,Single,NS,
20180509,20180516,050918Xim_WT_BD,BD,050918Xim_WT_BD6,CAG:H2B-GFP,NA,Control,8,0,8cell,Single,NS,
20180509,20180516,050918Xim_WT_BD,BD,050918Xim_WT_BD7,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180509,20180516,050918Xim_WT_BD,BD,050918Xim_WT_BD8,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180509,20180516,050918Xim_WT_BD,BD,050918Xim_WT_BD9,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180509,20180516,050918Xim_WT_BD,BD,050918Xim_WT_BD10,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180509,20180516,050918Xim_WT_BD,BD,050918Xim_WT_BD11,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180523,20180628,052318Xim_WT_BE,BE,052318Xim_WT_BE1,CAG:H2B-GFP,NA,Control,8,0,8cell,Single,NS,
20180523,20180628,052318Xim_WT_BE,BE,052318Xim_WT_BE2,CAG:H2B-GFP,NA,Control,8,0,8cell,Single,NS,
20180523,20180628,052318Xim_WT_BE,BE,052318Xim_WT_BE3,CAG:H2B-GFP,NA,Control,8,0,8cell,Single,NS,
20180523,20180628,052318Xim_WT_BE,BE,052318Xim_WT_BE4,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180523,20180628,052318Xim_WT_BE,BE,052318Xim_WT_BE5,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180523,20180628,052318Xim_WT_BE,BE,052318Xim_WT_BE6,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180523,20180628,052318Xim_WT_BE,BE,052318Xim_WT_BE7,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180523,20180628,052318Xim_WT_BE,BE,052318Xim_WT_BE8,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180523,20180628,052318Xim_WT_BE,BE,052318Xim_WT_BE9,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180523,20180628,052318Xim_WT_BE,BE,052318Xim_WT_BE10,wt,CAG:H2B-GFP,Chimera,8,8,8cell,Double,NS,
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF1,wt,NA,Control,8,0,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF2,wt,NA,Control,8,0,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF3,wt,NA,Control,8,0,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF4,wt,NA,Control,8,0,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF5,wt,NA,Control,8,0,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF6,wt,NA,Control,8,0,8cell,Single,NS,
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF7,wt,NA,Control,8,0,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF8,wt,NA,Control,8,0,8cell,Single,NS,
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF9,wt,NA,Control,8,0,8cell,Single,NS,
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF10,het,NA,Control,8,0,8cell,Single,NS,
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF11,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF12,mosaic,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF13,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF14,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
20180531,20180619,053118Xim_G6_BF,BF,053118Xim_G6_BF15,ko,CAG:H2B-GFP,Chimera,4,4,8cell,Single,NS,NS
